,w_accelerometer_time,w_accelerometer_x,w_accelerometer_y,w_accelerometer_z
0,p_accelerometer_time,p_gyroscope_y,p_gyroscope_z,p_accelerometer_x
32,2023-05-25 13:28:02.898000,-0.44107834,-0.17774573,9.244776
33,2023-05-25 13:28:02.898000,-0.44107834,-0.17774573,9.244776
34,2023-05-25 13:28:02.898000,-0.44107834,-0.17774573,9.244776
35,2023-05-25 13:28:02.898000,-0.44107834,-0.17774573,9.244776
36,2023-05-25 13:28:02.898000,-0.44107834,-0.17774573,9.244776
37,2023-05-25 13:28:02.898000,-0.44107834,-0.17774573,9.244776
38,2023-05-25 13:28:02.898000,-0.1033895,-0.09252458,9.249566
39,2023-05-25 13:28:02.898000,0.070248604,0.023589244,11.218272
40,2023-05-25 13:28:02.898000,0.20021087,-0.04192452,12.19065
41,2023-05-25 13:28:02.936000,-0.1710338,0.40495393,12.1235895
42,2023-05-25 13:28:02.976000,-1.4008815,0.4805877,10.830278
43,2023-05-25 13:28:02.996000,1.1594815,0.8278639,10.566827
44,2023-05-25 13:28:03.038000,0.7365715,0.733588,10.643467
45,2023-05-25 13:28:03.080000,-0.11777057,0.49656668,10.739268
46,2023-05-25 13:28:03.119000,-0.3521277,-0.07174697,10.748848
47,2023-05-25 13:28:03.179000,0.60820824,-0.10690069,11.127261
48,2023-05-25 13:28:03.220000,0.75414944,0.18977545,10.744058
49,2023-05-25 13:28:03.246000,0.23430039,-0.17507762,10.724898
50,2023-05-25 13:28:03.284000,0.069184385,-0.21129662,11.1176815
51,2023-05-25 13:28:03.322000,0.0068664174,-0.1399239,10.93087
52,2023-05-25 13:28:03.385000,0.3733174,0.037975274,8.660391
53,2023-05-25 13:28:03.425000,0.5251176,0.23717973,6.5479836
54,2023-05-25 13:28:03.465000,-0.22269806,-0.22248189,8.291558
55,2023-05-25 13:28:03.484000,-0.054386288,-0.14205442,9.057964
56,2023-05-25 13:28:03.528000,-0.3286919,-0.07600802,9.536968
57,2023-05-25 13:28:03.566000,-0.7111218,-0.14471759,9.292676
58,2023-05-25 13:28:03.609000,-1.7604082,-0.4057117,9.359736
59,2023-05-25 13:28:03.649000,0.44575447,-0.22248623,9.74294
60,2023-05-25 13:28:03.706000,1.3975683,0.045427784,9.182506
61,2023-05-25 13:28:03.744000,0.15973094,0.090168886,9.3309965
62,2023-05-25 13:28:03.764000,-2.0581496,-0.17188616,8.780142
63,2023-05-25 13:28:03.827000,-1.6197933,-0.14205876,8.904683
64,2023-05-25 13:28:03.847000,0.725919,0.2717965,9.699829
65,2023-05-25 13:28:03.911000,-0.30578962,0.080048874,8.53585
66,2023-05-25 13:28:03.932000,-0.28022325,0.0704615,8.344249
67,2023-05-25 13:28:03.972000,-0.12575993,0.104017325,9.302257
68,2023-05-25 13:28:04.012000,0.12457722,0.10721312,9.153765
69,2023-05-25 13:28:04.055000,0.01378972,0.02998145,9.283096
70,2023-05-25 13:28:04.111000,-0.001656615,-0.08453448,10.902129
71,2023-05-25 13:28:04.149000,0.12511037,-0.09571727,10.298584
72,2023-05-25 13:28:04.194000,0.006866025,-0.2299406,16.156803
73,2023-05-25 13:28:04.236000,0.14055671,-0.22940797,11.587105
74,2023-05-25 13:28:04.278000,0.26146424,-0.21342899,8.837623
75,2023-05-25 13:28:04.318000,0.15653567,-0.25657222,7.31918
76,2023-05-25 13:28:04.360000,0.337098,-0.30078068,7.199429
77,2023-05-25 13:28:04.416000,0.43243918,-0.2682901,7.175479
78,2023-05-25 13:28:03.744000,0.15973094,0.090168886,9.3309965
79,2023-05-25 13:28:03.764000,-2.0581496,-0.17188616,8.780142
80,2023-05-25 13:28:03.827000,-1.6197933,-0.14205876,8.904683
81,2023-05-25 13:28:03.847000,0.725919,0.2717965,9.699829
82,2023-05-25 13:28:03.911000,-0.30578962,0.080048874,8.53585
83,2023-05-25 13:28:03.932000,-0.28022325,0.0704615,8.344249
84,2023-05-25 13:28:03.972000,-0.12575993,0.104017325,9.302257
85,2023-05-25 13:28:04.012000,0.12457722,0.10721312,9.153765
86,2023-05-25 13:28:04.055000,0.01378972,0.02998145,9.283096
87,2023-05-25 13:28:04.111000,-0.001656615,-0.08453448,10.902129
88,2023-05-25 13:28:04.149000,0.12511037,-0.09571727,10.298584
89,2023-05-25 13:28:04.194000,0.006866025,-0.2299406,16.156803
90,2023-05-25 13:28:04.236000,0.14055671,-0.22940797,11.587105
91,2023-05-25 13:28:04.278000,0.26146424,-0.21342899,8.837623
92,2023-05-25 13:28:04.318000,0.15653567,-0.25657222,7.31918
93,2023-05-25 13:28:04.360000,0.337098,-0.30078068,7.199429
94,2023-05-25 13:28:04.416000,0.43243918,-0.2682901,7.175479
95,2023-05-25 13:28:04.438000,0.1900915,-0.17667738,10.830278
96,2023-05-25 13:28:04.499000,0.16825359,-0.20916793,10.528506
97,2023-05-25 13:28:04.542000,0.9006229,-0.3124986,9.85311
98,2023-05-25 13:28:04.583000,0.55281407,-0.12128363,8.502319
99,2023-05-25 13:28:04.623000,0.66679734,-0.006235062,8.631651
100,2023-05-25 13:28:04.664000,0.40048122,0.05874607,10.950029
101,2023-05-25 13:28:04.701000,0.60714257,0.007080744,12.085269
102,2023-05-25 13:28:04.748000,0.770128,-0.037660364,13.48875
103,2023-05-25 13:28:04.800000,0.85694706,-0.055237226,12.147539
104,2023-05-25 13:28:04.844000,1.0007578,-0.41210082,8.066426
105,2023-05-25 13:28:04.884000,0.81380385,-0.3375323,11.452984
106,2023-05-25 13:28:04.928000,0.6406984,-0.23313639,12.971426
107,2023-05-25 13:28:04.948000,0.5501509,-0.13619731,11.797867
108,2023-05-25 13:28:04.988000,0.12031669,-0.047780376,9.024434
109,2023-05-25 13:28:05.050000,0.034562897,-0.07281409,6.912027
110,2023-05-25 13:28:05.086000,0.05427029,-0.1010436,6.7683253
111,2023-05-25 13:28:05.127000,0.18742834,-0.028605616,7.3575
112,2023-05-25 13:28:05.151000,-0.28821224,0.046495527,11.060201
113,2023-05-25 13:28:05.209000,0.56399935,0.33251905,11.275752
114,2023-05-25 13:28:05.252000,0.17943886,0.3532917,9.74773
115,2023-05-25 13:28:05.275000,-0.9076635,0.007613376,17.771046
116,2023-05-25 13:28:05.333000,-0.5481368,0.09762822,10.859019
117,2023-05-25 13:28:05.374000,-0.29140803,0.25475472,6.983877
118,2023-05-25 13:28:05.391000,-0.72550327,0.31334427,7.510782
119,2023-05-25 13:28:05.454000,-0.24826482,0.29896322,7.2425394
120,2023-05-25 13:28:05.477000,-0.5646484,-0.05257407,10.202784
121,2023-05-25 13:28:05.534000,-0.7649181,-0.1953195,10.758429
122,2023-05-25 13:28:05.559000,-0.12043308,-0.13672996,8.54064
123,2023-05-25 13:28:05.596000,-0.05065826,-0.20277634,7.9610453
124,2023-05-25 13:28:05.617000,0.72325635,0.20628521,8.353828
125,2023-05-25 13:28:05.638000,1.0865115,0.4720687,9.101074
126,2023-05-25 13:28:05.686000,-0.28874537,0.55568945,9.627979
127,2023-05-25 13:28:05.745000,1.0854458,0.9098899,10.015972
128,2023-05-25 13:28:05.818000,-0.09167147,1.4164231,14.786851
129,2023-05-25 13:28:05.861000,-1.0733126,1.2321323,13.110337
130,2023-05-25 13:28:05.901000,-0.2163074,0.11253944,7.793394
131,2023-05-25 13:28:05.943000,1.2255281,-0.28267366,10.854229
132,2023-05-25 13:28:05.982000,0.633241,-0.30824,13.661192
133,2023-05-25 13:28:06.022000,0.14375198,-0.2837389,12.1235895
134,2023-05-25 13:28:06.061000,0.42924288,-0.09518713,9.010064
135,2023-05-25 13:28:06.098000,0.19967836,0.17059636,8.851993
136,2023-05-25 13:28:06.140000,-0.22056846,0.40016085,8.023315
137,2023-05-25 13:28:06.164000,-0.41178343,0.45502198,8.57896
138,2023-05-25 13:28:06.223000,0.22471291,0.47952697,9.436378
139,2023-05-25 13:28:06.266000,0.027638987,0.04702961,10.777588
140,2023-05-25 13:28:06.308000,-0.030417925,-0.041919973,11.539205
141,2023-05-25 13:28:06.348000,0.52138907,-0.28586555,9.72857
142,2023-05-25 13:28:06.365000,0.31685826,-0.55804056,8.789722
143,2023-05-25 13:28:06.426000,0.8601431,-0.16815381,8.703502
144,2023-05-25 13:28:06.446000,0.1964834,-0.12820639,14.964083
145,2023-05-25 13:28:06.511000,-1.1079329,-0.06322527,17.957857
146,2023-05-25 13:28:06.547000,-0.97317696,-0.042985238,7.965835
147,2023-05-25 13:28:06.586000,-0.89168423,0.12479391,5.613926
148,2023-05-25 13:28:06.610000,-0.44107738,-0.084530555,9.953702
149,2023-05-25 13:28:06.670000,-0.16144545,-0.3231498,12.736714
150,2023-05-25 13:28:06.691000,-0.08155062,-0.24218969,11.448194
151,2023-05-25 13:28:06.747000,0.21885309,-0.048848327,9.474698
152,2023-05-25 13:28:06.765000,0.8020854,-0.17135374,9.412427
153,2023-05-25 13:28:06.828000,0.5991525,-0.27574965,10.638678
154,2023-05-25 13:28:06.872000,0.31206372,-0.03286936,10.188414
155,2023-05-25 13:28:06.889000,0.017518101,0.31760266,9.79084
156,2023-05-25 13:28:06.935000,-0.4884825,0.3266574,9.814791
157,2023-05-25 13:28:06.997000,0.41006804,0.097092904,9.426797
158,2023-05-25 13:28:07.014000,1.1019573,-0.11702525,9.83874
159,2023-05-25 13:28:07.041000,0.16079617,-0.40997297,10.054293
160,2023-05-25 13:28:07.074000,0.15440458,-0.26935807,10.236314
161,2023-05-25 13:28:07.098000,0.77385587,0.16420455,10.183623
162,2023-05-25 13:28:07.114000,0.6966242,0.10987608,10.265054
163,2023-05-25 13:28:07.177000,0.06918417,-0.23952715,10.265054
164,2023-05-25 13:28:07.262000,0.17091693,-0.2917251,9.939331
165,2023-05-25 13:28:07.320000,0.23962648,-0.058432195,9.474698
166,2023-05-25 13:28:07.339000,0.45534253,0.0736606,10.298584
167,2023-05-25 13:28:07.402000,-0.12575923,0.03584371,11.275752
168,2023-05-25 13:28:07.440000,0.05746626,-0.12447859,9.019644
169,2023-05-25 13:28:07.487000,0.324315,0.055551104,9.115445
170,2023-05-25 13:28:07.503000,-0.38621637,0.1066838,9.077125
171,2023-05-25 13:28:07.544000,-0.22482882,-0.21662396,10.811119
172,2023-05-25 13:28:07.584000,0.23376752,-0.31036723,11.424244
173,2023-05-25 13:28:07.645000,-0.041603334,-0.40144733,10.471025
174,2023-05-25 13:28:07.685000,-0.28022256,-0.5761507,10.360855
175,2023-05-25 13:28:07.725000,-0.3681073,-0.46643034,9.125025
176,2023-05-25 13:28:07.755000,-0.46877477,-0.33966386,9.048384
177,2023-05-25 13:28:07.805000,0.10859856,-0.2938575,8.55501
178,2023-05-25 13:28:07.824000,0.45694005,-0.1846679,8.56938
179,2023-05-25 13:28:07.887000,-0.008580529,-0.28799856,9.0004835
180,2023-05-25 13:28:07.928000,-0.34839988,-0.5521841,9.905801
181,2023-05-25 13:28:07.966000,-0.41231576,-0.6065126,10.303374
182,2023-05-25 13:28:07.989000,-0.066104814,-0.49892092,14.595249
183,2023-05-25 13:28:08.051000,-0.2610482,-0.65338427,10.782378
184,2023-05-25 13:28:08.089000,-0.40911996,-0.6555148,9.048384
185,2023-05-25 13:28:08.111000,-0.28767982,-0.5814789,8.851993
186,2023-05-25 13:28:08.152000,0.0042026453,-0.3306091,8.818462
187,2023-05-25 13:28:08.213000,0.7935636,-0.003572934,7.688013
188,2023-05-25 13:28:08.254000,0.75840986,0.111475624,7.788604
189,2023-05-25 13:28:08.294000,0.5879675,0.2052189,8.962164
190,2023-05-25 13:28:08.314000,0.07078167,-0.1862658,9.924961
191,2023-05-25 13:28:08.375000,0.21405974,-0.008899257,10.245894
192,2023-05-25 13:28:08.413000,0.25880086,0.056614507,11.01709
193,2023-05-25 13:28:08.434000,0.7376372,0.21427365,12.789405
194,2023-05-25 13:28:08.475000,0.66892767,0.6648805,11.266172
195,2023-05-25 13:28:08.537000,0.529378,0.79910386,9.85311
196,2023-05-25 13:28:08.577000,0.7323109,0.8528997,10.581197
197,2023-05-25 13:28:08.618000,0.8830458,1.0041673,8.804092
198,2023-05-25 13:28:08.638000,0.98158276,1.0339947,11.242222
199,2023-05-25 13:28:08.698000,1.30276,1.174077,14.432388
200,2023-05-25 13:28:08.720000,1.4987687,1.3152245,8.612491
201,2023-05-25 13:28:08.781000,1.4748002,1.2198833,8.090376
202,2023-05-25 13:28:08.802000,0.9741259,1.2763424,7.8891945
203,2023-05-25 13:28:08.839000,1.5035623,1.4334688,7.5155716
204,2023-05-25 13:28:08.879000,0.80474883,1.2172202,6.6533647
205,2023-05-25 13:28:08.919000,0.89529634,1.2470475,6.485713
206,2023-05-25 13:28:08.966000,0.97199535,1.153837,9.8866415
207,2023-05-25 13:28:09.026000,0.8313805,0.9034997,10.667418
208,2023-05-25 13:28:09.042000,0.75361615,0.49550346,11.821816
209,2023-05-25 13:28:09.088000,0.59595704,0.3559538,12.717554
210,2023-05-25 13:28:09.126000,0.3269778,0.40815178,16.166382
211,2023-05-25 13:28:09.186000,0.1043375,0.3176043,12.12838
212,2023-05-25 13:28:09.209000,-0.050658476,0.081648216,8.880733
213,2023-05-25 13:28:09.227000,-0.08261641,0.03371132,6.12646
214,2023-05-25 13:28:09.245000,-0.10125854,0.05714714,6.006709
215,2023-05-25 13:28:09.271000,-0.06557218,0.18071781,7.668853
216,2023-05-25 13:28:09.290000,-0.29300612,0.25422105,9.546548
217,2023-05-25 13:28:09.333000,-0.35638937,0.22705682,9.867481
218,2023-05-25 13:28:09.408000,-0.41178313,0.14716199,10.614727
219,2023-05-25 13:28:09.448000,-0.21470919,0.008677607,9.910591
220,2023-05-25 13:28:09.489000,-0.16144598,0.041700806,9.340576
221,2023-05-25 13:28:09.547000,-0.022961598,0.13863987,10.245894
222,2023-05-25 13:28:09.571000,0.027638463,0.14875989,9.977652
223,2023-05-25 13:28:09.612000,0.14854598,0.10987773,9.508228
224,2023-05-25 13:28:09.672000,0.12883858,0.00015549152,9.287886
225,2023-05-25 13:28:09.711000,-0.036810037,-0.09571831,10.193204
226,2023-05-25 13:28:09.734000,-0.010708919,0.0001656164,12.707974
227,2023-05-25 13:28:09.775000,-0.004849964,0.0022961453,12.363091
228,2023-05-25 13:28:09.828000,-5.6274002e-05,0.0028287775,8.679551
229,2023-05-25 13:28:09.869000,0.002074255,0.0022961453,9.642349
230,2023-05-25 13:28:09.889000,-0.002186803,0.0022961453,12.727135
231,2023-05-25 13:28:09.931000,-0.011241551,0.0028287775,11.515254
232,2023-05-25 13:28:09.995000,-0.013904711,0.004426674,8.392149
233,2023-05-25 13:28:10.037000,-0.008045757,0.0049593067,9.153765
234,2023-05-25 13:28:10.055000,0.0031395194,0.006557203,9.560919
235,2023-05-25 13:28:10.116000,0.0121942675,0.0049593067,9.465117
236,2023-05-25 13:28:10.140000,0.012726899,0.0012308809,9.335787
237,2023-05-25 13:28:10.181000,0.0031395194,-0.003030177,9.374106
238,2023-05-25 13:28:10.221000,-0.0027194351,-0.0040954417,10.753638
239,2023-05-25 13:28:10.259000,-0.0069804927,-0.0040954417,9.431587
240,2023-05-25 13:28:10.321000,-0.019231034,-0.003030177,9.3453665
241,2023-05-25 13:28:10.360000,-0.021361563,-0.0019649125,10.696157
242,2023-05-25 13:28:10.378000,-0.0075131245,-0.00036701583,10.94045
243,2023-05-25 13:28:10.423000,0.002074255,0.0012308809,10.322535
244,2023-05-25 13:28:10.484000,0.00793321,0.0028287775,8.928633
245,2023-05-25 13:28:10.525000,0.008998474,0.0001656164,7.798184
246,2023-05-25 13:28:10.547000,0.0036711476,-0.0025022973,8.990904
247,2023-05-25 13:28:10.604000,-0.0037857036,-0.0056980904,9.70941
248,2023-05-25 13:28:10.645000,-0.004850968,-0.0072959876,10.791959
249,2023-05-25 13:28:10.687000,-0.0037857036,-0.0056980904,9.307046
250,2023-05-25 13:28:10.706000,0.0010079865,-0.004100194,7.8269243
251,2023-05-25 13:28:10.765000,0.011660632,-0.004632826,7.6305327
252,2023-05-25 13:28:10.809000,0.021780644,-0.0035675617,9.484278
253,2023-05-25 13:28:10.849000,0.025509069,-0.0030349295,9.029224
254,2023-05-25 13:28:10.865000,0.022845907,-0.004100194,8.190968
255,2023-05-25 13:28:10.909000,0.014323792,-0.004100194,6.8976564
256,2023-05-25 13:28:10.948000,0.010595366,-0.004100194,6.959927
257,2023-05-25 13:28:11.009000,0.017519586,-0.0035675617,7.510782
258,2023-05-25 13:28:11.031000,0.024976438,-0.0025022973,8.713081
259,2023-05-25 13:28:11.071000,0.02124801,-0.0009044006,8.56938
260,2023-05-25 13:28:11.113000,0.01645432,-0.00037176837,8.722662
261,2023-05-25 13:28:11.171000,0.01592169,-0.001969665,9.833951
262,2023-05-25 13:28:11.194000,0.01645432,-0.0030349295,9.77647
263,2023-05-25 13:28:11.254000,0.028704863,-0.001969665,9.905801
264,2023-05-25 13:28:11.295000,0.027639598,-0.004100194,9.158555
265,2023-05-25 13:28:11.336000,0.019650115,-0.0056980904,8.837623
266,2023-05-25 13:28:11.353000,0.013258528,-0.0025022973,9.968072
267,2023-05-25 13:28:11.394000,0.0042037796,-0.00037176837,9.565708
268,2023-05-25 13:28:11.435000,0.002073251,-0.0025022973,10.178833
269,2023-05-25 13:28:11.497000,0.0015406187,-0.006763356,9.848321
270,2023-05-25 13:28:11.519000,-0.0021878069,-0.006763356,9.910591
271,2023-05-25 13:28:11.558000,-5.7976227e-05,-0.004636132,10.480606
272,2023-05-25 13:28:11.616000,0.002605185,-0.0041035,12.425362
273,2023-05-25 13:28:11.658000,0.0042030816,-0.0078319255,11.735597
274,2023-05-25 13:28:11.678000,0.0020725527,-0.0072992933,11.855348
275,2023-05-25 13:28:11.721000,-0.005384298,-0.0067666615,11.179952
276,2023-05-25 13:28:11.779000,-0.010710621,-0.004636132,10.471025
277,2023-05-25 13:28:11.822000,-0.006982195,-0.0025056032,9.85311
278,2023-05-25 13:28:11.839000,-0.0021885051,-0.0025056032,9.359736
279,2023-05-25 13:28:11.878000,0.005268346,-0.0041035,9.024434
280,2023-05-25 13:28:11.945000,0.011659933,-0.005701396,8.377779
281,2023-05-25 13:28:11.985000,0.009529404,-0.0078319255,7.8748245
282,2023-05-25 13:28:12.004000,0.004735714,-0.008897191,8.0999565
283,2023-05-25 13:28:12.063000,0.007931507,-0.008897191,8.703502
284,2023-05-25 13:28:12.102000,0.008464139,-0.009429822,9.297466
285,2023-05-25 13:28:12.143000,0.0036704494,-0.009429822,9.393267
286,2023-05-25 13:28:12.166000,-0.0021885051,-0.01102772,9.163345
287,2023-05-25 13:28:12.227000,-0.007514827,-0.012092983,8.646021
288,2023-05-25 13:28:12.269000,-0.0021885051,-0.01102772,8.732242
289,2023-05-25 13:28:12.285000,0.016453624,-0.009962454,8.856783
290,2023-05-25 13:28:12.325000,0.027106266,-0.006234029,9.177715
291,2023-05-25 13:28:12.365000,0.02550837,-0.0041035,9.283096
292,2023-05-25 13:28:12.433000,0.020714682,-0.0035708677,9.364527
293,2023-05-25 13:28:12.471000,0.01858415,-0.0072992933,8.842413
294,2023-05-25 13:28:12.490000,0.024443107,-0.011560351,8.669971
295,2023-05-25 13:28:12.533000,0.017518887,-0.014756145,8.760982
296,2023-05-25 13:28:12.551000,0.0068666358,-0.01848271,9.144185
297,2023-05-25 13:28:12.574000,0.001007681,-0.015286918,9.254355
298,2023-05-25 13:27:59.939000,-0.0048512733,-0.008362698,8.756192
299,2023-05-25 13:27:59.953000,-0.010710228,-0.0030363759,8.751402
300,2023-05-25 13:27:59.978000,-0.0064491704,0.0028225787,8.751402
301,2023-05-25 13:27:59.998000,-5.7583442e-05,0.0060183723,8.784932
302,2023-05-25 13:28:00.019000,0.0015403132,0.0033552109,8.789722
303,2023-05-25 13:28:00.041000,0.0015403132,-0.00090584694,8.765772
304,2023-05-25 13:28:00.059000,-0.0016554801,-0.0062321695,8.784932
305,2023-05-25 13:28:00.080000,0.0004750488,-0.0062321695,8.775352
306,2023-05-25 13:28:00.099000,0.0004750488,-0.0030363759,8.741821
307,2023-05-25 13:28:00.118000,-5.7583442e-05,0.00015941751,8.741821
308,2023-05-25 13:28:00.139000,-0.0016554801,-0.00090584694,8.770562
309,2023-05-25 13:28:00.160000,-0.0021881124,-0.0025037436,8.784932
310,2023-05-25 13:28:00.186000,0.004736107,-0.0014384792,8.789722
311,2023-05-25 13:28:00.202000,0.0058013713,0.00069204974,8.775352
312,2023-05-25 13:28:00.219000,0.001007681,0.001224682,8.770562
313,2023-05-25 13:28:00.243000,-0.0016554801,0.004420475,8.746612
314,2023-05-25 13:28:00.260000,0.0004750488,0.0076162685,8.770562
315,2023-05-25 13:28:00.284000,0.0015403132,0.009214166,8.765772
316,2023-05-25 13:28:00.305000,-5.7583442e-05,0.0070836367,8.751402
317,2023-05-25 13:28:00.322000,-0.003786009,0.004420475,8.756192
318,2023-05-25 13:28:00.345000,-0.0064491704,0.0054857396,8.770562
319,2023-05-25 13:28:00.360000,-0.0043186415,0.0076162685,8.789722
320,2023-05-25 13:28:00.384000,0.0020729455,0.010812062,8.780142
321,2023-05-25 13:28:00.402000,0.0015403132,0.0113446945,8.751402
322,2023-05-25 13:28:00.424000,-0.0059165377,0.009746797,8.746612
323,2023-05-25 13:28:00.441000,-0.008579699,0.009214166,8.784932
324,2023-05-25 13:28:00.464000,-0.0027207446,0.0113446945,8.808882
325,2023-05-25 13:28:00.481000,0.010595061,0.012409958,8.799302
326,2023-05-25 13:28:00.507000,0.016454015,0.011877326,8.775352
327,2023-05-25 13:28:00.527000,0.015388751,0.010279429,8.741821
328,2023-05-25 13:28:00.547000,0.008464532,0.009214166,8.732242
329,2023-05-25 13:28:00.566000,-0.003786009,0.009214166,8.727451
330,2023-05-25 13:28:00.584000,-0.010177596,0.0076162685,8.760982
331,2023-05-25 13:28:00.608000,-0.009644963,0.004420475,8.780142
332,2023-05-25 13:28:00.622000,-0.0032533768,0.0033552109,8.751402
333,2023-05-25 13:28:00.648000,-0.0021881124,0.006551004,8.770562
334,2023-05-25 13:28:00.667000,-0.0059165377,0.0076162685,8.789722
335,2023-05-25 13:28:00.684000,-0.0064491704,0.0060183723,8.784932
336,2023-05-25 13:28:00.702000,-0.0064491704,0.0028225787,8.760982
337,2023-05-25 13:28:00.722000,-0.005383905,0.00069204974,8.765772
338,2023-05-25 13:28:00.743000,-0.0043186415,0.003887843,8.770562
339,2023-05-25 13:28:00.764000,-0.0016554801,0.0070836367,8.784932
340,2023-05-25 13:28:00.784000,0.0026055777,0.0070836367,8.794512
341,2023-05-25 13:28:00.805000,0.0073992675,0.0070836367,8.789722
342,2023-05-25 13:28:00.827000,0.0132582225,0.0060183723,8.770562
343,2023-05-25 13:28:00.846000,0.019117177,0.004953108,8.756192
344,2023-05-25 13:28:00.868000,0.016986648,0.0033552109,8.737032
345,2023-05-25 13:28:00.887000,0.009529796,0.0022899464,8.727451
346,2023-05-25 13:28:00.911000,0.0036708422,0.0028225787,8.722662
347,2023-05-25 13:28:00.932000,0.0026055777,0.0054857396,8.756192
348,2023-05-25 13:28:00.949000,0.0004750488,0.0060183723,8.746612
349,2023-05-25 13:28:00.968000,-0.003786009,0.0060183723,8.756192
350,2023-05-25 13:28:00.991000,-0.0059165377,0.004420475,8.770562
351,2023-05-25 13:28:01.014000,-0.00059021567,0.0022899464,8.756192
352,2023-05-25 13:28:01.034000,0.0052687386,0.0028225787,8.756192
353,2023-05-25 13:28:01.054000,0.0036708422,0.004420475,8.760982
354,2023-05-25 13:28:01.071000,0.001007681,0.0060183723,8.760982
355,2023-05-25 13:28:01.094000,0.001007681,0.0054857396,8.770562
356,2023-05-25 13:28:01.114000,0.0020729455,0.004420475,8.775352
357,2023-05-25 13:28:01.135000,0.006334003,0.0033552109,8.775352
358,2023-05-25 13:28:01.151000,0.013790855,0.006551004,8.751402
359,2023-05-25 13:28:01.173000,0.01751928,0.0054857396,8.741821
360,2023-05-25 13:28:01.191000,0.010595061,0.0033552109,8.727451
361,2023-05-25 13:28:01.216000,0.0015403132,0.004953108,8.737032
362,2023-05-25 13:28:01.235000,-0.006981802,0.009746797,8.737032
363,2023-05-25 13:28:01.257000,-0.010710228,0.0113446945,8.746612
364,2023-05-25 13:28:01.274000,-0.009112331,0.009214166,8.751402
365,2023-05-25 13:28:01.297000,-0.006981802,0.009746797,8.722662
366,2023-05-25 13:28:01.320000,-0.0043186415,0.009746797,8.746612
367,2023-05-25 13:28:01.335000,-0.00059021567,0.006551004,8.756192
368,2023-05-25 13:28:01.358000,-0.0027207446,0.001224682,8.746612
369,2023-05-25 13:28:01.374000,-0.007514434,-0.0025037436,8.737032
370,2023-05-25 13:28:01.399000,-0.01124286,-0.0025037436,8.741821
371,2023-05-25 13:28:01.417000,-0.014971809,-0.00090832636,8.756192
372,2023-05-25 13:28:01.437000,-0.012308648,0.002287467,8.760982
373,2023-05-25 13:28:01.456000,-0.00804759,0.002287467,8.751402
374,2023-05-25 13:28:01.476000,-0.005384429,0.0006895703,8.751402
375,2023-05-25 13:28:01.501000,-0.009112855,0.0033527315,8.765772
376,2023-05-25 13:28:01.521000,-0.00804759,0.004950628,8.775352
377,2023-05-25 13:28:01.537000,-0.0005907393,0.0033527315,8.756192
378,2023-05-25 13:28:01.559000,0.00047452515,0.0028200992,8.746612
379,2023-05-25 13:28:01.578000,-0.0011233715,0.0060158926,8.732242
