4.366901,13.50.45.503,6.7405815,4.9052863
3.65384,13.50.45.576,8.281559,4.6899323
3.1369905,13.50.45.581,9.348758,4.237689
2.498107,13.50.45.582,9.4636135,5.180461
1.4237294,13.50.45.615,10.631311,5.9007006
0.53599226,13.50.45.652,11.696117,5.773881
0.26081768,13.50.45.695,12.430714,5.7762737
0.46660042,13.50.45.696,12.265609,6.1471615
1.1174482,13.50.45.731,11.717652,5.9724855
1.7443677,13.50.45.769,10.30828,5.6470613
2.5603201,13.50.45.840,8.719446,5.3910294
3.644269,13.50.45.843,7.460821,4.8526444
4.73061,13.50.45.877,6.343373,4.634897
5.7355957,13.50.45.879,5.2809596,4.570291
6.32423,13.50.45.952,3.7950168,4.479364
6.855437,13.50.45.953,2.6344976,3.3882368
7.786245,13.50.45.989,1.538585,2.5292134
8.274381,13.50.45.991,0.57188463,2.0482562
9.176475,13.50.46.028,-0.58624154,1.2155539
10.157532,13.50.46.065,-1.8831514,0.5479564
11.045269,13.50.46.101,-2.4622145,0.038285162
11.203196,13.50.46.139,-2.4670002,0.22253251
10.813166,13.50.46.177,-2.8474588,1.2035898
10.210175,13.50.46.182,-2.8474588,2.0745773
9.497113,13.50.46.214,-2.6775684,3.1489546
8.56152,13.50.46.253,-1.7419748,4.1276193
7.9226356,13.50.46.289,0.18185452,4.7976093
7.1712894,13.50.46.295,2.3784657,5.0847483
6.503692,13.50.46.330,4.0965123,4.9316072
5.582455,13.50.46.365,4.8622155,5.642276
5.008178,13.50.46.401,5.7260246,5.4412785
4.4075794,13.50.46.407,5.8073807,5.5250273
3.6873398,13.50.46.440,6.1854467,6.161518
3.0699914,13.50.46.480,7.834101,6.276374
2.56032,13.50.46.514,9.133404,6.6089764
2.0865414,13.50.46.552,10.207782,7.240681
1.5050855,13.50.46.589,10.916057,6.580262
1.1318051,13.50.46.595,11.344372,7.338787
1.0719845,13.50.46.628,11.322837,8.492127
0.9523434,13.50.46.748,10.597812,8.051848
1.0145568,13.50.46.749,9.614362,7.0301127
1.6247265,13.50.46.753,8.274381,6.302695
2.5555346,13.50.46.782,6.963114,5.639883
3.4432719,13.50.46.783,5.0919266,4.9938207
4.5128636,13.50.46.814,3.9888353,4.354937
5.7188463,13.50.46.852,3.0867412,3.5389848
6.9248285,13.50.46.890,1.9645073,2.993421
7.8580294,13.50.46.892,1.0576276,2.3425734
8.477771,13.50.46.928,-1.038485,1.5457634
9.753145,13.50.46.966,-4.197011,1.6606189
9.815358,13.50.47.001,-5.180461,1.5672989
9.9038925,13.50.47.005,-6.04427,1.9070797
9.487542,13.50.47.046,-6.355337,2.9910283
9.250652,13.50.47.080,-6.2237315,3.4025939
8.963513,13.50.47.113,-6.302695,3.6586258
8.300702,13.50.47.151,-5.5106707,4.503292
7.456035,13.50.47.153,-4.0414777,5.359923
7.003792,13.50.47.192,-2.1415763,6.283552
6.2548385,13.50.47.232,-0.09332009,6.9391856
5.9318075,13.50.47.264,2.225325,6.8985076
5.192425,13.50.47.301,4.2592244,7.207182
4.1036906,13.50.47.303,5.7188463,7.8580294
3.0747771,13.50.47.339,7.1712894,7.836494
2.3042881,13.50.47.379,8.2456665,7.6809607
1.7850457,13.50.47.414,9.619147,7.3052874
1.6845472,13.50.47.453,11.188839,6.687939
1.6319051,13.50.47.461,11.674582,6.3696938
1.294517,13.50.47.489,11.700903,6.0634127
1.457229,13.50.47.527,11.741581,5.5513487
1.7012969,13.50.47.564,11.341979,5.17089
2.136791,13.50.47.601,10.191031,5.1206403
2.7972097,13.50.47.603,8.922835,5.1589255
3.3284163,13.50.47.639,7.365108,5.271388
4.319045,13.50.47.678,5.804988,5.2666025
5.2163534,13.50.47.715,3.9457645,5.1661043
6.096912,13.50.47.717,1.6845472,4.8789654
7.056434,13.50.47.752,-1.8400806,5.0249276
8.322237,13.50.47.790,-4.28076,4.599005
9.640682,13.50.47.827,-4.706682,3.8668015
10.389636,13.50.47.832,-4.386044,3.4600215
10.66481,13.50.47.865,-3.6370904,3.1369905
10.487741,13.50.47.902,-2.9359934,2.5818555
10.126426,13.50.47.942,-2.9982069,2.199004
9.485149,13.50.47.979,-3.414558,1.6319051
9.044869,13.50.48.014,-3.330809,1.5840486
8.348558,13.50.48.017,-2.8809586,2.0219352
7.786245,13.50.48.052,-2.1870399,2.3042881
7.539784,13.50.48.089,-1.012164,2.4119651
7.099505,13.50.48.127,0.5982057,3.1345978
6.5347986,13.50.48.129,2.2779672,3.8237305
5.656633,13.50.48.201,3.900301,4.3645086
5.015356,13.50.48.204,5.300102,4.766503
4.347759,13.50.48.239,5.6303115,5.2163534
3.6777685,13.50.48.276,6.8506513,5.692525
3.244668,13.50.48.278,8.018349,5.6470613
2.6153553,13.50.48.319,8.913264,5.9916277
2.009971,13.50.48.359,9.736395,6.6352973
1.4117653,13.50.48.390,10.509277,7.0061846
1.0145568,13.50.48.426,12.047862,7.02772
0.5766702,13.50.48.429,12.399607,7.1712894
-0.09571291,13.50.48.467,11.351551,6.896115
-0.18903299,13.50.48.511,9.927821,6.0346985
-0.002392823,13.50.48.543,8.260024,4.9938207
0.63170516,13.50.48.578,6.7812595,3.9984066
1.1246266,13.50.48.579,5.271388,3.2327034
1.3830515,13.50.48.617,4.0965123,2.4047868
1.6390835,13.50.48.652,2.6273193,1.8424734
1.9549361,13.50.48.689,0.6987042,1.3016955
2.1008983,13.50.48.726,-1.6558332,0.52163535
2.481357,13.50.48.729,-2.416751,0.35413775
2.6392834,13.50.48.765,-2.7397819,-0.033499517
2.644069,13.50.48.802,-4.046263,0.9068798
2.0865414,13.50.48.839,-5.9246287,1.8568304
0.8805587,13.50.48.879,-7.21436,2.0793629
-0.086141616,13.50.48.880,-8.733803,2.0745773
-1.6582261,13.50.48.952,-9.523434,1.3591232
-3.318845,13.50.48.956,-10.923235,1.579263
-3.9194436,13.50.48.989,-11.662618,1.8376877
-4.682754,13.50.49.029,-12.050255,1.672583
-5.503492,13.50.49.037,-12.516855,1.7300107
-6.664011,13.50.49.064,-12.461821,1.4524434
-8.377272,13.50.49.109,-11.992827,1.2203395
-9.999606,13.50.49.139,-11.679367,1.6390835
-11.432906,13.50.49.143,-11.009377,1.3686945
-12.440285,13.50.49.187,-10.549955,0.62452674
-13.000205,13.50.49.217,-10.279566,0.65324056
-13.4763775,13.50.49.251,-9.990034,0.9379865
-13.385449,13.50.49.291,-9.233903,1.1006985
-12.600604,13.50.49.296,-8.793623,1.8448663
-11.540584,13.50.49.366,-7.982456,2.6512475
-10.777273,13.50.49.370,-7.0779696,2.5459633
-10.133604,13.50.49.405,-7.051648,2.3928227
-9.741181,13.50.49.443,-6.9056864,2.0434706
-9.406186,13.50.49.445,-6.896115,1.4117653
-9.169296,13.50.49.479,-6.1591253,0.9954142
-9.128618,13.50.49.515,-5.369494,0.5383851
-9.157332,13.50.49.554,-5.2163534,0.18185452
-9.35833,13.50.49.562,-4.9674997,-0.086141616
-9.652647,13.50.49.593,-4.5320063,-0.2943172
-9.999606,13.50.49.629,-3.6729827,-0.6436693
-10.133604,13.50.49.664,-2.914458,-1.0839486
-9.966106,13.50.49.709,-1.8592232,-1.2346965
-9.501899,13.50.49.742,-1.3064811,-0.6891329
-9.267402,13.50.49.752,-1.7682959,-0.3589234
-9.200403,13.50.49.776,-2.0673988,-0.37567315
-9.18126,13.50.49.815,-1.8879371,-0.35653058
-9.085547,13.50.49.857,-1.8041883,-0.2656033
-9.145369,13.50.49.862,-2.0721843,-0.03589234
-9.178867,13.50.49.893,-2.3904297,0.062213387
-9.305687,13.50.49.928,-2.6703901,0.13878371
-9.30808,13.50.49.964,-2.9455647,0.26081768
-9.24826,13.50.50.001,-3.182454,0.40438703
-9.224331,13.50.50.039,-3.3643086,0.45702913
-9.217153,13.50.50.055,-3.5006995,0.5240282
-9.229117,13.50.50.077,-3.6729827,0.5168497
-9.250652,13.50.50.116,-3.790231,0.50009996
-9.339187,13.50.50.158,-3.8907297,0.44027936
-9.375079,13.50.50.162,-3.9553359,0.38763726
