DataCollection,,,,,,,,,,,,,,,,,,
collect_uuid,label,p_accelerometer_time,p_accelerometer_x,p_accelerometer_y,p_accelerometer_z,p_gyroscope_time,p_gyroscope_x,p_gyroscope_y,p_gyroscope_z,participant_uuid,w_accelerometer_time,w_accelerometer_x,w_accelerometer_y,w_accelerometer_z,w_gyroscope_time,w_gyroscope_x,w_gyroscope_y,w_gyroscope_z
5b9b2671-b97f-4779-aa8e-c66d42d91e23,19e9drink,2023-04-08 17:10:23.94,-6.0210795,-3.8751419,-5.8007374,2023-04-08 17:10:23.626,-0.005065161,-0.0049374257,-0.0012283678,19e9829a-249f-45f8-87cf-de996e7f8241,2023-04-08 17:10:23.647,-0.9499506,-7.4153576,6.4366927,2023-04-08 17:10:23.645,0.25277,0.081814446,-0.07570889
,,2023-04-08 17:10:23.94,-6.0450296,-3.8895118,-5.824688,2023-04-08 17:10:23.94,0.0013264257,-0.005470058,-0.00016310334,,2023-04-08 17:10:23.649,-1.1246266,-7.1617184,6.391229,2023-04-08 17:10:23.647,0.20270446,0.07204556,-0.09524667
,,2023-04-08 17:10:23.94,-6.05461,-3.903882,-5.824688,2023-04-08 17:10:23.94,0.00718538,-0.0038721613,0.0019674255,,2023-04-08 17:10:23.688,-1.0600204,-6.987042,6.34098,2023-04-08 17:10:23.649,0.15508112,0.047623336,-0.10501556
,,2023-04-08 17:10:23.94,-6.0498195,-3.9134622,-5.815108,2023-04-08 17:10:23.94,0.0007937935,0.006247851,0.0014347933,,2023-04-08 17:10:23.69,-1.1820544,-7.240681,6.5228343,2023-04-08 17:10:23.65,0.04029667,0.04151778,-0.11356334
,,2023-04-08 17:10:23.94,-6.0833497,-3.9469924,-5.848638,2023-04-08 17:10:23.94,-0.008793587,0.018498393,-0.0028262646,,2023-04-08 17:10:23.69,-1.2011969,-7.5349984,6.7022963,2023-04-08 17:10:23.689,-0.106236674,0.036633335,-0.12699556
,,2023-04-08 17:10:23.94,-6.0593996,-3.9661524,-5.8055277,2023-04-08 17:10:23.94,-0.01198938,0.0302163,-0.010815748,,2023-04-08 17:10:23.735,-1.1102697,-7.704889,6.6687965,2023-04-08 17:10:23.689,-0.19782001,0.024422223,-0.12455334
,,2023-04-08 17:10:23.941,-6.0498195,-3.9805226,-5.839058,2023-04-08 17:10:23.941,-0.016250437,0.03394473,-0.017739967,,2023-04-08 17:10:23.736,-0.86859465,-7.8173513,6.546763,2023-04-08 17:10:23.69,-0.22224224,-0.007326667,-0.12089001
,,2023-04-08 17:10:23.941,-6.0019193,-3.9661524,-5.872588,2023-04-08 17:10:23.941,-0.019446231,0.029151037,-0.024131555,,2023-04-08 17:10:23.78,-0.7178468,-7.874779,6.3768725,2023-04-08 17:10:23.733,-0.24178001,-0.045181114,-0.09646778
,,2023-04-08 17:10:23.941,-5.944439,-3.9565725,-5.863008,2023-04-08 17:10:23.941,-0.019978864,0.028618405,-0.028392613,,2023-04-08 17:10:23.78,-0.60777694,-8.152347,6.3720865,2023-04-08 17:10:23.734,-0.26620224,-0.089141116,-0.08059334
,,2023-04-08 17:10:23.941,-5.973179,-3.9278321,-5.8438478,2023-04-08 17:10:23.941,-0.02370729,0.025422612,-0.028392613,,2023-04-08 17:10:23.78,-0.5694918,-8.410771,6.2811594,2023-04-08 17:10:23.736,-0.29795113,-0.10135223,-0.085477784
,,2023-04-08 17:10:23.941,-5.992339,-3.9278321,-5.858218,2023-04-08 17:10:23.941,-0.024772555,0.020096289,-0.025729451,,2023-04-08 17:10:23.826,-0.53359944,-8.463413,6.245267,2023-04-08 17:10:23.736,-0.31993112,-0.091583334,-0.07693
,,2023-04-08 17:10:23.941,-5.958809,-3.9134622,-5.8438478,2023-04-08 17:10:23.941,-0.020511497,0.016367864,-0.022001024,,2023-04-08 17:10:23.827,-0.5240282,-8.319844,6.0921264,2023-04-08 17:10:23.736,-0.34313223,-0.10013112,-0.058613338
,,2023-04-08 17:10:23.941,-5.973179,-3.908672,-5.853428,2023-04-08 17:10:23.941,-0.01678307,0.013704702,-0.018805232,,2023-04-08 17:10:23.869,-0.56470615,-8.240881,6.0418773,2023-04-08 17:10:23.78,-0.3724389,-0.08425667,-0.05372889
,,2023-04-08 17:10:23.941,-5.992339,-3.9182522,-5.886958,2023-04-08 17:10:23.941,-0.01198938,0.006780483,-0.01614207,,2023-04-08 17:10:23.87,-0.61016977,-8.228917,6.3457656,2023-04-08 17:10:23.78,-0.3504589,-0.07326667,-0.051286668
,,2023-04-08 17:10:23.941,-5.9635987,-3.908672,-5.824688,2023-04-08 17:10:23.941,-0.009858851,0.00038889667,-0.011881012,,2023-04-08 17:10:23.87,-0.60777694,-8.240881,6.2883377,2023-04-08 17:10:23.78,-0.27841336,-0.06105556,-0.047623336
,,2023-04-08 17:10:23.941,-5.934859,-3.923042,-5.8198977,2023-04-08 17:10:23.941,-0.0077283224,-0.0044047935,-0.008685219,,2023-04-08 17:10:23.915,-0.57188463,-8.135597,6.1232333,2023-04-08 17:10:23.826,-0.21369445,-0.039075557,-0.048844445
,,2023-04-08 17:10:23.958,-5.968389,-3.8416114,-5.8055277,2023-04-08 17:10:23.941,0.0007937935,-0.016655335,-0.0049567935,,2023-04-08 17:10:23.915,-0.5694918,-8.073383,6.113662,2023-04-08 17:10:23.827,-0.13920668,-0.029306669,-0.05006556
