,p_accelerometer_time,p_accelerometer_x,p_accelerometer_y,p_accelerometer_z
0,2023-05-10 13:23:49.710000,9.948912,2.955454,-1.6573536
1,2023-05-10 13:23:49.710000,9.948912,2.955454,-1.6573536
2,2023-05-10 13:23:49.710000,9.948912,2.955454,-1.6573536
3,2023-05-10 13:23:49.710000,9.948912,2.955454,-1.6573536
4,2023-05-10 13:23:49.710000,9.948912,2.955454,-1.6573536
5,2023-05-10 13:23:49.710000,9.948912,2.955454,-1.6573536
6,2023-05-10 13:23:50.032000,9.75731,2.8500733,-1.2933106
7,2023-05-10 13:23:50.033000,9.374106,2.8883936,-0.93405765
8,2023-05-10 13:23:50.034000,9.216036,3.027305,-0.68976563
9,2023-05-10 13:23:50.034000,9.4507475,3.0847852,-0.3305127
10,2023-05-10 13:23:50.034000,9.699829,3.0608351,-0.6706055
11,2023-05-10 13:23:50.034000,9.70941,3.1278956,-1.3603711
12,2023-05-10 13:23:50.034000,9.68067,3.295547,-1.695674
13,2023-05-10 13:23:50.034000,9.685459,3.530259,-1.7339942
14,2023-05-10 13:23:50.034000,9.651929,3.8703518,-1.5184424
15,2023-05-10 13:23:50.034000,9.560919,4.167334,-1.3939015
16,2023-05-10 13:23:50.034000,9.364527,4.416416,-1.5711329
17,2023-05-10 13:23:50.034000,9.292676,4.488267,-1.9974464
18,2023-05-10 13:23:50.035000,9.354947,4.378096,-2.44771
19,2023-05-10 13:23:50.035000,9.436378,4.1050634,-2.6441016
20,2023-05-10 13:23:50.035000,9.469908,3.8320315,-2.3566992
21,2023-05-10 13:23:50.035000,9.565708,3.530259,-1.8489552
22,2023-05-10 13:23:50.047000,9.718989,3.295547,-1.5040723
23,2023-05-10 13:23:50.061000,9.843531,3.1135256,-1.1927198
24,2023-05-10 13:23:50.094000,9.85311,2.8931837,-1.0298585
25,2023-05-10 13:23:50.110000,9.7812605,2.548301,-1.0011182
26,2023-05-10 13:23:50.129000,9.75731,2.2800586,-0.8382569
27,2023-05-10 13:23:50.159000,9.7142,2.2369483,-0.5029541
28,2023-05-10 13:23:50.185000,9.656719,2.42376,-0.32093263
29,2023-05-10 13:23:50.186000,9.7621,2.7399025,-0.36883304
30,2023-05-10 13:23:50.204000,9.79563,3.1901662,-0.8765772
31,2023-05-10 13:23:50.234000,9.6758795,3.6308498,-1.5663428
32,2023-05-10 13:23:50.246000,9.565708,3.9709425,-1.9687061
33,2023-05-10 13:23:50.283000,9.445957,4.157754,-2.1555176
34,2023-05-10 13:23:50.292000,9.474698,4.2008643,-2.193838
35,2023-05-10 13:23:50.310000,9.422008,4.157754,-1.8345851
36,2023-05-10 13:23:50.326000,9.283096,4.014053,-1.5615528
37,2023-05-10 13:23:50.359000,9.129815,3.8703518,-1.954336
38,2023-05-10 13:23:50.376000,9.417217,3.8895118,-3.0177248
39,2023-05-10 13:23:50.393000,9.536968,3.9374123,-2.0309765
40,2023-05-10 13:23:50.409000,9.311836,3.8655617,-0.34488282
41,2023-05-10 13:23:50.432000,9.153765,3.7697608,-0.10538086
42,2023-05-10 13:23:50.448000,9.618399,3.8176613,-0.5843848
43,2023-05-10 13:23:50.469000,9.7621,3.755391,-0.8382569
44,2023-05-10 13:23:50.492000,9.6615095,3.7074904,-1.3555812
45,2023-05-10 13:23:50.516000,9.436378,3.6452198,-2.323169
46,2023-05-10 13:23:50.529000,9.690249,3.7027004,-2.3854396
47,2023-05-10 13:23:50.550000,9.589659,3.7218604,-1.8058448
48,2023-05-10 13:23:50.574000,9.326206,3.63564,-1.3124708
49,2023-05-10 13:23:50.593000,9.163345,3.6979103,-0.9244776
50,2023-05-10 13:23:50.609000,9.220825,3.8751419,-0.7664063
51,2023-05-10 13:23:50.630000,9.259146,4.061953,-1.1352394
52,2023-05-10 13:23:50.648000,9.326206,4.2056546,-1.0585986
53,2023-05-10 13:23:50.682000,9.383687,4.3301954,-1.0442286
54,2023-05-10 13:23:50.691000,9.623189,4.478687,-1.5519727
55,2023-05-10 13:23:50.711000,9.814791,4.4595265,-2.4093897
56,2023-05-10 13:23:50.735000,9.656719,4.152964,-3.051255
57,2023-05-10 13:23:50.759000,9.465117,3.7697608,-2.9171338
58,2023-05-10 13:23:50.781000,9.5561285,3.396138,-2.1076174
59,2023-05-10 13:23:50.793000,9.6758795,3.1087356,-1.5184424
60,2023-05-10 13:23:50.811000,9.522598,3.0129347,-1.5519727
