,p_accelerometer_time,p_accelerometer_x,p_accelerometer_y,p_accelerometer_z
0,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
1,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
2,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
3,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
4,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
5,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
6,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
7,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
8,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
9,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
10,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
11,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
12,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
13,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
14,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
15,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
16,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
17,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
18,2023-05-10 13:01:13.816,8.119117,0.67539555,-1.8633252
19,2023-05-10 13:01:13.983,9.297466,0.43110353,-2.2848487
20,2023-05-10 13:01:13.983,10.715318,0.30177248,-2.955454
21,2023-05-10 13:01:13.983,11.419454,0.57001466,-3.9613624
22,2023-05-10 13:01:13.983,11.064991,1.4705421,-4.631968
23,2023-05-10 13:01:13.983,10.720108,2.4716604,-3.410508
24,2023-05-10 13:01:13.983,10.293795,3.4488282,-1.8154249
25,2023-05-10 13:01:13.983,10.164463,4.2343946,-0.57959473
26,2023-05-10 13:01:13.983,10.619517,4.7804594,-0.49337405
27,2023-05-10 13:01:13.995,10.92608,4.775669,-1.7148341
28,2023-05-10 13:01:14.027,10.494976,3.3434474,-3.0991554
29,2023-05-10 13:01:14.047,10.169253,1.7244141,-2.3758595
30,2023-05-10 13:01:14.063,10.236314,0.9580079,-0.9580079
31,2023-05-10 13:01:14.079,10.250684,0.732876,-0.07185059
32,2023-05-10 13:01:14.098,9.891431,0.53169435,0.47900394
33,2023-05-10 13:01:14.130,9.584868,0.35925296,0.7568262
34,2023-05-10 13:01:14.147,9.263936,0.45984375,0.57959473
35,2023-05-10 13:01:14.162,8.957374,0.7664063,0.038320314
36,2023-05-10 13:01:14.179,9.005274,0.8765772,-0.014370117
37,2023-05-10 13:01:14.211,9.326206,0.86220706,0.49337405
38,2023-05-10 13:01:14.227,9.594449,0.852627,1.0729688
39,2023-05-10 13:01:14.247,9.508228,0.86220706,1.1879297
40,2023-05-10 13:01:14.262,9.503438,0.76161623,1.1448194
41,2023-05-10 13:01:14.279,9.872271,0.45026368,1.3172607
42,2023-05-10 13:01:14.299,10.260264,0.16286133,1.3124708
43,2023-05-10 13:01:14.318,10.418335,0.2682422,1.2933106
44,2023-05-10 13:01:14.345,10.835069,0.85741705,1.1639795
45,2023-05-10 13:01:14.368,11.567945,1.6190332,1.0106983
46,2023-05-10 13:01:14.394,12.25771,2.3135889,0.6610254
47,2023-05-10 13:01:14.411,12.779825,2.8404932,0.4981641
48,2023-05-10 13:01:14.434,13.48396,3.5973196,0.30177248
49,2023-05-10 13:01:14.445,13.972545,4.6032276,-2.2752686
50,2023-05-10 13:01:14.463,13.139078,4.727769,-4.8091993
51,2023-05-10 13:01:14.481,12.755875,3.7697608,-3.7074904
52,2023-05-10 13:01:14.516,11.438614,3.535049,-1.9830762
53,2023-05-10 13:01:14.533,10.178833,3.779341,-1.4082716
54,2023-05-10 13:01:14.545,9.364527,3.6931202,-1.6142433
55,2023-05-10 13:01:14.577,7.913145,2.9794044,-2.7303224
56,2023-05-10 13:01:14.594,6.456973,1.7483643,-3.4823585
57,2023-05-10 13:01:14.611,5.4989653,0.52690434,-3.0799952
58,2023-05-10 13:01:14.628,5.6426663,-0.364043,-1.101709
59,2023-05-10 13:01:14.645,7.486831,-0.5364844,1.7435743
60,2023-05-10 13:01:14.665,9.5561285,0.17723145,2.931504
61,2023-05-10 13:01:14.693,10.935659,1.5998731,1.4897022
62,2023-05-10 13:01:14.713,11.543995,2.9602442,-1.4274317
