,p_accelerometer_time,p_accelerometer_x,p_accelerometer_y,p_accelerometer_z
0,2023-05-10 13:04:43.885,9.953702,1.7004639,-1.331631
1,2023-05-10 13:04:43.905,9.977652,1.695674,-1.3891114
2,2023-05-10 13:04:43.936,9.987232,1.6860938,-1.3939015
3,2023-05-10 13:04:43.952,10.001602,1.6908839,-1.4034815
4,2023-05-10 13:04:43.970,10.001602,1.6908839,-1.4178516
5,2023-05-10 13:04:43.986,9.972861,1.695674,-1.3986914
6,2023-05-10 13:04:44.019,9.968072,1.6717237,-1.3747413
7,2023-05-10 13:04:44.036,9.963282,1.6381935,-1.3268409
8,2023-05-10 13:04:44.053,9.958491,1.6334034,-1.3651612
9,2023-05-10 13:04:44.069,9.992022,1.6429834,-1.4034815
10,2023-05-10 13:04:44.101,9.992022,1.6238233,-1.3747413
11,2023-05-10 13:04:44.117,9.987232,1.6094532,-1.3507911
12,2023-05-10 13:04:44.134,9.968072,1.6334034,-1.331631
13,2023-05-10 13:04:44.152,9.977652,1.6525636,-1.346001
14,2023-05-10 13:04:44.170,9.987232,1.6573536,-1.3172607
15,2023-05-10 13:04:44.201,9.982442,1.6238233,-1.2981006
16,2023-05-10 13:04:44.217,9.996812,1.6142433,-1.3268409
17,2023-05-10 13:04:44.235,10.001602,1.6142433,-1.331631
18,2023-05-10 13:04:44.253,10.0063925,1.6381935,-1.331631
19,2023-05-10 13:04:44.283,9.992022,1.6238233,-1.3076807
20,2023-05-10 13:04:44.300,9.958491,1.6477735,-1.3028907
21,2023-05-10 13:04:44.323,9.963282,1.6525636,-1.2933106
22,2023-05-10 13:04:44.335,9.982442,1.6334034,-1.3124708
23,2023-05-10 13:04:44.351,9.982442,1.6094532,-1.3220508
24,2023-05-10 13:04:44.372,9.972861,1.6190332,-1.3028907
25,2023-05-10 13:04:44.391,9.977652,1.6429834,-1.3028907
26,2023-05-10 13:04:44.416,9.982442,1.6573536,-1.331631
27,2023-05-10 13:04:44.434,9.948912,1.6573536,-1.3220508
28,2023-05-10 13:04:44.466,9.977652,1.6477735,-1.3268409
29,2023-05-10 13:04:44.483,10.020762,1.6190332,-1.3124708
30,2023-05-10 13:04:44.500,10.015972,1.6142433,-1.3076807
31,2023-05-10 13:04:44.517,9.996812,1.6142433,-1.2741505
32,2023-05-10 13:04:44.541,9.992022,1.5950831,-1.2597803
33,2023-05-10 13:04:44.556,9.987232,1.5950831,-1.2454102
34,2023-05-10 13:04:44.583,9.996812,1.6142433,-1.2693604
35,2023-05-10 13:04:44.600,10.001602,1.6142433,-1.2885206
36,2023-05-10 13:04:44.622,10.011182,1.5998731,-1.3172607
37,2023-05-10 13:04:44.636,10.011182,1.5998731,-1.3220508
38,2023-05-10 13:04:44.656,10.0063925,1.5998731,-1.3172607
39,2023-05-10 13:04:44.675,10.001602,1.6046631,-1.2981006
40,2023-05-10 13:04:44.704,9.992022,1.5950831,-1.2885206
41,2023-05-10 13:04:44.717,9.992022,1.5950831,-1.2693604
42,2023-05-10 13:04:44.736,10.0063925,1.590293,-1.2645704
43,2023-05-10 13:04:44.768,9.968072,1.6094532,-1.2597803
44,2023-05-10 13:04:44.782,9.968072,1.6286134,-1.2933106
45,2023-05-10 13:04:44.802,10.0063925,1.6046631,-1.2741505
46,2023-05-10 13:04:44.823,10.030342,1.590293,-1.3028907
47,2023-05-10 13:04:44.840,10.039923,1.5950831,-1.2933106
48,2023-05-10 13:04:44.858,9.992022,1.6094532,-1.2837305
49,2023-05-10 13:04:44.882,9.972861,1.5998731,-1.2741505
50,2023-05-10 13:04:44.901,9.972861,1.6094532,-1.2502003
51,2023-05-10 13:04:44.921,9.968072,1.6286134,-1.2502003
52,2023-05-10 13:04:44.948,9.977652,1.6381935,-1.2933106
53,2023-05-10 13:04:44.965,10.011182,1.6429834,-1.336421
54,2023-05-10 13:04:44.983,10.030342,1.6238233,-1.3651612
55,2023-05-10 13:04:45.000,9.996812,1.6381935,-1.3220508
56,2023-05-10 13:04:45.032,9.972861,1.6381935,-1.2502003
57,2023-05-10 13:04:45.054,9.992022,1.6429834,-1.2454102
58,2023-05-10 13:04:45.065,9.987232,1.6525636,-1.3028907
59,2023-05-10 13:04:45.083,9.996812,1.6573536,-1.3172607
60,2023-05-10 13:04:45.114,9.996812,1.6286134,-1.3172607
61,2023-05-10 13:04:45.137,9.977652,1.6190332,-1.2933106
62,2023-05-10 13:04:45.148,10.011182,1.6142433,-1.3028907
63,2023-05-10 13:04:45.167,9.987232,1.6238233,-1.2789404
64,2023-05-10 13:04:45.184,9.963282,1.6334034,-1.3028907
65,2023-05-10 13:04:45.214,10.0063925,1.6190332,-1.2933106
66,2023-05-10 13:04:45.232,9.996812,1.585503,-1.2837305
67,2023-05-10 13:04:45.249,9.987232,1.5807129,-1.2933106
68,2023-05-10 13:04:45.267,9.992022,1.585503,-1.2933106
69,2023-05-10 13:04:45.288,10.030342,1.5663428,-1.3124708
70,2023-05-10 13:04:45.304,10.0063925,1.5663428,-1.346001
71,2023-05-10 13:04:45.331,10.0063925,1.5376027,-1.3220508
72,2023-05-10 13:04:45.351,10.020762,1.5328126,-1.3028907
73,2023-05-10 13:04:45.367,10.015972,1.5519727,-1.2981006
74,2023-05-10 13:04:45.386,9.996812,1.5519727,-1.3124708
75,2023-05-10 13:04:45.413,9.992022,1.5663428,-1.331631
76,2023-05-10 13:04:45.432,10.0063925,1.590293,-1.3603711
77,2023-05-10 13:04:45.449,9.987232,1.6142433,-1.336421
78,2023-05-10 13:04:45.480,9.982442,1.5998731,-1.3172607
79,2023-05-10 13:04:45.502,9.968072,1.5807129,-1.3268409
80,2023-05-10 13:04:45.518,10.025552,1.5711329,-1.3507911
81,2023-05-10 13:04:45.531,10.030342,1.575923,-1.3699512
82,2023-05-10 13:04:45.571,10.020762,1.5711329,-1.346001
83,2023-05-10 13:04:45.572,10.020762,1.5423926,-1.3124708
84,2023-05-10 13:04:45.597,9.987232,1.5376027,-1.3124708
85,2023-05-10 13:04:45.614,9.982442,1.5376027,-1.2837305
86,2023-05-10 13:04:45.632,9.958491,1.5807129,-1.3076807
87,2023-05-10 13:04:45.664,9.982442,1.6094532,-1.3507911
88,2023-05-10 13:04:45.680,9.996812,1.5998731,-1.3939015
89,2023-05-10 13:04:45.702,10.020762,1.5615528,-1.3843213
90,2023-05-10 13:04:45.713,10.039923,1.5280225,-1.3507911
91,2023-05-10 13:04:45.738,10.025552,1.5232325,-1.2981006
92,2023-05-10 13:04:45.754,9.972861,1.5328126,-1.2645704
93,2023-05-10 13:04:45.779,9.953702,1.5328126,-1.2789404
94,2023-05-10 13:04:45.798,9.977652,1.5376027,-1.3028907
95,2023-05-10 13:04:45.815,9.992022,1.5471827,-1.3268409
96,2023-05-10 13:04:45.834,10.020762,1.5471827,-1.3172607
97,2023-05-10 13:04:45.863,10.039923,1.5376027,-1.2981006
98,2023-05-10 13:04:45.886,10.015972,1.5567628,-1.2981006
99,2023-05-10 13:04:45.897,9.987232,1.5711329,-1.2645704
100,2023-05-10 13:04:45.920,9.939331,1.6190332,-1.2502003
101,2023-05-10 13:04:45.936,9.944121,1.6238233,-1.2693604
102,2023-05-10 13:04:45.963,9.992022,1.6334034,-1.2502003
103,2023-05-10 13:04:45.979,10.0063925,1.6046631,-1.2645704
104,2023-05-10 13:04:46.013,10.025552,1.590293,-1.2549903
105,2023-05-10 13:04:46.029,10.044712,1.6046631,-1.22625
106,2023-05-10 13:04:46.046,10.015972,1.6477735,-1.2310401
107,2023-05-10 13:04:46.065,9.977652,1.6765138,-1.1927198
108,2023-05-10 13:04:46.088,9.982442,1.7004639,-1.1256592
109,2023-05-10 13:04:46.097,10.0063925,1.6860938,-1.096919
110,2023-05-10 13:04:46.116,10.0063925,1.6908839,-1.1208692
111,2023-05-10 13:04:46.149,10.0063925,1.7148341,-1.1160791
112,2023-05-10 13:04:46.168,10.0063925,1.6860938,-1.101709
113,2023-05-10 13:04:46.183,9.977652,1.6621436,-1.1256592
114,2023-05-10 13:04:46.197,9.958491,1.6717237,-1.1400293
115,2023-05-10 13:04:46.218,9.963282,1.710044,-1.1735597
116,2023-05-10 13:04:46.237,10.025552,1.7339942,-1.22146
117,2023-05-10 13:04:46.261,10.044712,1.7387843,-1.2693604
118,2023-05-10 13:04:46.282,10.059082,1.7148341,-1.2549903
119,2023-05-10 13:04:46.312,9.987232,1.7244141,-1.2358302
120,2023-05-10 13:04:46.328,9.948912,1.7004639,-1.1975098
121,2023-05-10 13:04:46.346,10.011182,1.6142433,-1.1256592
122,2023-05-10 13:04:46.368,9.968072,1.4849122,-1.1064991
123,2023-05-10 13:04:46.384,9.953702,1.336421,-1.0346485
124,2023-05-10 13:04:46.411,9.939331,1.1591895,-0.9627979
125,2023-05-10 13:04:46.428,9.972861,0.9580079,-0.97237796
