,p_accelerometer_time,p_accelerometer_x,p_accelerometer_y,p_accelerometer_z
0,2023-05-10 13:35:07.711,9.489068,3.3434474,-2.2704787
1,2023-05-10 13:35:07.737,9.460327,3.3482375,-2.2608986
2,2023-05-10 13:35:07.756,9.460327,3.3434474,-2.2465284
3,2023-05-10 13:35:07.771,9.460327,3.3434474,-2.2656887
4,2023-05-10 13:35:07.792,9.479487,3.3482375,-2.304009
5,2023-05-10 13:35:07.811,9.474698,3.3673975,-2.327959
6,2023-05-10 13:35:07.830,9.489068,3.3721876,-2.2944288
7,2023-05-10 13:35:07.854,9.469908,3.3865578,-2.2944288
8,2023-05-10 13:35:07.875,9.441168,3.4009278,-2.318379
9,2023-05-10 13:35:07.891,9.431587,3.3721876,-2.3135889
10,2023-05-10 13:35:07.911,9.4507475,3.3673975,-2.299219
11,2023-05-10 13:35:07.937,9.441168,3.3817677,-2.299219
12,2023-05-10 13:35:07.955,9.445957,3.391348,-2.2896388
13,2023-05-10 13:35:07.987,9.455538,3.396138,-2.3135889
14,2023-05-10 13:35:08.004,9.455538,3.4009278,-2.308799
15,2023-05-10 13:35:08.020,9.4507475,3.4009278,-2.299219
16,2023-05-10 13:35:08.038,9.436378,3.4009278,-2.308799
17,2023-05-10 13:35:08.056,9.4507475,3.391348,-2.2656887
18,2023-05-10 13:35:08.088,9.4507475,3.3865578,-2.2848487
19,2023-05-10 13:35:08.105,9.465117,3.4009278,-2.304009
20,2023-05-10 13:35:08.120,9.455538,3.4009278,-2.2944288
21,2023-05-10 13:35:08.144,9.455538,3.3769777,-2.2848487
22,2023-05-10 13:35:08.170,9.460327,3.3626075,-2.2704787
23,2023-05-10 13:35:08.198,9.455538,3.3530276,-2.2369483
24,2023-05-10 13:35:08.199,9.455538,3.3626075,-2.2608986
25,2023-05-10 13:35:08.221,9.479487,3.3578174,-2.2752686
26,2023-05-10 13:35:08.238,9.465117,3.3626075,-2.2800586
27,2023-05-10 13:35:08.261,9.445957,3.3769777,-2.2944288
28,2023-05-10 13:35:08.278,9.455538,3.4009278,-2.2944288
29,2023-05-10 13:35:08.303,9.465117,3.4009278,-2.2896388
30,2023-05-10 13:35:08.321,9.469908,3.3817677,-2.2896388
31,2023-05-10 13:35:08.353,9.460327,3.3721876,-2.2896388
32,2023-05-10 13:35:08.369,9.465117,3.3769777,-2.2752686
33,2023-05-10 13:35:08.387,9.441168,3.3769777,-2.2608986
34,2023-05-10 13:35:08.406,9.465117,3.3673975,-2.2704787
35,2023-05-10 13:35:08.421,9.455538,3.3626075,-2.2944288
36,2023-05-10 13:35:08.439,9.469908,3.3626075,-2.299219
37,2023-05-10 13:35:08.460,9.469908,3.3769777,-2.299219
38,2023-05-10 13:35:08.489,9.455538,3.3865578,-2.318379
39,2023-05-10 13:35:08.503,9.474698,3.3769777,-2.2848487
40,2023-05-10 13:35:08.532,9.445957,3.3721876,-2.2656887
41,2023-05-10 13:35:08.553,9.431587,3.420088,-2.2513185
42,2023-05-10 13:35:08.574,9.426797,3.4248781,-2.2848487
43,2023-05-10 13:35:08.595,9.465117,3.415298,-2.3375392
44,2023-05-10 13:35:08.621,9.479487,3.3721876,-2.323169
45,2023-05-10 13:35:08.635,9.493857,3.3530276,-2.2704787
46,2023-05-10 13:35:08.653,9.493857,3.3673975,-2.2369483
47,2023-05-10 13:35:08.669,9.474698,3.3482375,-2.2608986
48,2023-05-10 13:35:08.691,9.460327,3.3147073,-2.2656887
49,2023-05-10 13:35:08.711,9.441168,3.3147073,-2.2513185
50,2023-05-10 13:35:08.727,9.431587,3.3242872,-2.2561085
51,2023-05-10 13:35:08.743,9.469908,3.3386574,-2.2656887
52,2023-05-10 13:35:08.769,9.513018,3.3673975,-2.327959
53,2023-05-10 13:35:08.801,9.489068,3.3721876,-2.323169
54,2023-05-10 13:35:08.818,9.460327,3.3721876,-2.2944288
55,2023-05-10 13:35:08.836,9.445957,3.3721876,-2.2944288
56,2023-05-10 13:35:08.852,9.426797,3.4009278,-2.2896388
57,2023-05-10 13:35:08.878,9.436378,3.4009278,-2.2704787
58,2023-05-10 13:35:08.901,9.460327,3.4009278,-2.2800586
59,2023-05-10 13:35:08.919,9.484278,3.391348,-2.323169
60,2023-05-10 13:35:08.936,9.489068,3.3817677,-2.3423293
61,2023-05-10 13:35:08.956,9.460327,3.396138,-2.2944288
62,2023-05-10 13:35:08.973,9.436378,3.3817677,-2.2896388
63,2023-05-10 13:35:08.992,9.426797,3.3769777,-2.299219
64,2023-05-10 13:35:09.018,9.4507475,3.3817677,-2.318379
65,2023-05-10 13:35:09.035,9.474698,3.3817677,-2.3135889
66,2023-05-10 13:35:09.054,9.474698,3.396138,-2.323169
67,2023-05-10 13:35:09.077,9.469908,3.3865578,-2.304009
68,2023-05-10 13:35:09.087,9.460327,3.3721876,-2.2800586
69,2023-05-10 13:35:09.116,9.4507475,3.3530276,-2.2848487
70,2023-05-10 13:35:09.141,9.455538,3.3673975,-2.2944288
71,2023-05-10 13:35:09.168,9.455538,3.3721876,-2.3135889
72,2023-05-10 13:35:09.189,9.469908,3.3721876,-2.308799
73,2023-05-10 13:35:09.208,9.455538,3.3865578,-2.308799
74,2023-05-10 13:35:09.224,9.465117,3.3721876,-2.304009
75,2023-05-10 13:35:09.242,9.465117,3.3673975,-2.299219
76,2023-05-10 13:35:09.257,9.4507475,3.3817677,-2.2752686
77,2023-05-10 13:35:09.275,9.441168,3.3817677,-2.299219
78,2023-05-10 13:35:09.292,9.441168,3.3769777,-2.327959
79,2023-05-10 13:35:09.324,9.469908,3.3434474,-2.308799
80,2023-05-10 13:35:09.334,9.460327,3.3626075,-2.308799
81,2023-05-10 13:35:09.353,9.460327,3.391348,-2.323169
82,2023-05-10 13:35:09.373,9.465117,3.3817677,-2.318379
83,2023-05-10 13:35:09.402,9.474698,3.3865578,-2.2465284
84,2023-05-10 13:35:09.420,9.484278,3.3721876,-2.2129982
85,2023-05-10 13:35:09.436,9.479487,3.295547,-2.2465284
86,2023-05-10 13:35:09.453,9.489068,3.151846,-2.2608986
87,2023-05-10 13:35:09.482,9.522598,3.056045,-2.2417383
88,2023-05-10 13:35:09.510,9.532178,3.0752053,-2.193838
89,2023-05-10 13:35:09.519,9.532178,3.1853762,-2.198628
90,2023-05-10 13:35:09.535,9.479487,3.3051271,-2.3758595
91,2023-05-10 13:35:09.555,9.422008,3.396138,-2.4333398
92,2023-05-10 13:35:09.576,9.388477,3.4248781,-2.4333398
93,2023-05-10 13:35:09.595,9.407638,3.4440382,-2.3854396
94,2023-05-10 13:35:09.622,9.431587,3.4919386,-2.4093897
95,2023-05-10 13:35:09.661,9.455538,3.558999,-2.4764502
96,2023-05-10 13:35:09.662,9.445957,3.6021094,-2.4908204
97,2023-05-10 13:35:09.676,9.407638,3.6212697,-2.42376
98,2023-05-10 13:35:09.697,9.335787,3.5877395,-2.3710694
99,2023-05-10 13:35:09.734,9.307046,3.6021094,-2.3710694
100,2023-05-10 13:35:09.750,9.292676,3.6212697,-2.3662794
101,2023-05-10 13:35:09.775,9.340576,3.63564,-2.44771
102,2023-05-10 13:35:09.784,9.388477,3.6452198,-2.4860303
103,2023-05-10 13:35:09.801,9.398057,3.63564,-2.4333398
104,2023-05-10 13:35:09.820,9.383687,3.63564,-2.3950195
105,2023-05-10 13:35:09.845,9.364527,3.544629,-2.3327491
106,2023-05-10 13:35:09.862,9.388477,3.439248,-2.2896388
107,2023-05-10 13:35:09.884,9.402847,3.3434474,-2.3327491
108,2023-05-10 13:35:09.911,9.441168,3.295547,-2.3806496
109,2023-05-10 13:35:09.933,9.493857,3.2859669,-2.3566992
110,2023-05-10 13:35:09.950,9.498648,3.300337,-2.3806496
111,2023-05-10 13:35:09.967,9.474698,3.3242872,-2.3950195
112,2023-05-10 13:35:09.990,9.441168,3.3434474,-2.3375392
113,2023-05-10 13:35:10.002,9.431587,3.319497,-2.3135889
114,2023-05-10 13:35:10.040,9.445957,3.2572267,-2.3327491
115,2023-05-10 13:35:10.052,9.479487,3.180586,-2.308799
116,2023-05-10 13:35:10.068,9.522598,3.1422658,-2.2656887
117,2023-05-10 13:35:10.084,9.536968,3.1614258,-2.2465284
118,2023-05-10 13:35:10.107,9.532178,3.2236965,-2.2177882
119,2023-05-10 13:35:10.137,9.503438,3.271597,-2.2465284
120,2023-05-10 13:35:10.152,9.469908,3.3099172,-2.2465284
121,2023-05-10 13:35:10.167,9.508228,3.3338673,-2.203418
122,2023-05-10 13:35:10.184,9.489068,3.3290772,-2.189048
123,2023-05-10 13:35:10.204,9.4507475,3.396138,-2.308799
124,2023-05-10 13:35:10.233,9.417217,3.4679885,-2.3902297
125,2023-05-10 13:35:10.250,9.417217,3.4967287,-2.3854396
126,2023-05-10 13:35:10.268,9.393267,3.4871485,-2.3806496
127,2023-05-10 13:35:10.303,9.359736,3.5015187,-2.327959
128,2023-05-10 13:35:10.315,9.3309965,3.544629,-2.308799
129,2023-05-10 13:35:10.335,9.3453665,3.5733693,-2.3998096
130,2023-05-10 13:35:10.351,9.383687,3.5781593,-2.5243506
131,2023-05-10 13:35:10.370,9.393267,3.5637891,-2.5339308
132,2023-05-10 13:35:10.405,9.388477,3.535049,-2.4956105
133,2023-05-10 13:35:10.428,9.388477,3.4871485,-2.4956105
134,2023-05-10 13:35:10.453,9.398057,3.4584084,-2.5195606
135,2023-05-10 13:35:10.454,9.364527,3.4296682,-2.5291407
136,2023-05-10 13:35:10.483,9.383687,3.410508,-2.5099807
137,2023-05-10 13:35:10.514,9.398057,3.3386574,-2.42855
138,2023-05-10 13:35:10.515,9.422008,3.3386574,-2.3950195
139,2023-05-10 13:35:10.536,9.393267,3.391348,-2.4525
140,2023-05-10 13:35:10.570,9.369317,3.4679885,-2.5051906
141,2023-05-10 13:35:10.582,9.350157,3.4967287,-2.5530908
142,2023-05-10 13:35:10.608,9.321417,3.4967287,-2.6153615
143,2023-05-10 13:35:10.640,9.354947,3.5015187,-2.6201515
144,2023-05-10 13:35:10.641,9.364527,3.5254688,-2.663262
145,2023-05-10 13:35:10.650,9.374106,3.515889,-2.672842
146,2023-05-10 13:35:10.682,9.354947,3.4967287,-2.6488917
147,2023-05-10 13:35:10.699,9.359736,3.4679885,-2.5578809
148,2023-05-10 13:35:10.720,9.369317,3.4488282,-2.5339308
149,2023-05-10 13:35:10.735,9.354947,3.4296682,-2.5387208
150,2023-05-10 13:35:10.751,9.364527,3.4248781,-2.567461
151,2023-05-10 13:35:10.782,9.388477,3.415298,-2.5818312
152,2023-05-10 13:35:10.799,9.412427,3.4248781,-2.562671
153,2023-05-10 13:35:10.820,9.398057,3.4536183,-2.562671
154,2023-05-10 13:35:10.842,9.369317,3.4823585,-2.567461
155,2023-05-10 13:35:10.853,9.354947,3.5063088,-2.6105714
156,2023-05-10 13:35:10.874,9.321417,3.515889,-2.567461
157,2023-05-10 13:35:10.895,9.302257,3.535049,-2.5530908
158,2023-05-10 13:35:10.916,9.307046,3.5685792,-2.572251
159,2023-05-10 13:35:10.934,9.311836,3.6021094,-2.5530908
160,2023-05-10 13:35:10.973,9.326206,3.6164796,-2.6057813
161,2023-05-10 13:35:11.004,9.374106,3.6212697,-2.6441016
162,2023-05-10 13:35:11.007,9.350157,3.5637891,-2.6488917
163,2023-05-10 13:35:11.015,9.340576,3.535049,-2.5914114
164,2023-05-10 13:35:11.056,9.321417,3.535049,-2.5530908
165,2023-05-10 13:35:11.058,9.340576,3.5542092,-2.543511
166,2023-05-10 13:35:11.091,9.350157,3.5254688,-2.543511
167,2023-05-10 13:35:11.119,9.354947,3.5015187,-2.5339308
168,2023-05-10 13:35:11.122,9.369317,3.4775686,-2.4956105
169,2023-05-10 13:35:11.138,9.354947,3.4679885,-2.4620802
170,2023-05-10 13:35:11.157,9.364527,3.4631984,-2.4525
171,2023-05-10 13:35:11.180,9.402847,3.4440382,-2.44292
172,2023-05-10 13:35:11.205,9.417217,3.420088,-2.4572902
173,2023-05-10 13:35:11.237,9.431587,3.396138,-2.43813
174,2023-05-10 13:35:11.250,9.431587,3.3769777,-2.4045997
