,p_accelerometer_time,p_accelerometer_x,p_accelerometer_y,p_accelerometer_z
0,2023-05-10 13:24:05.233000,9.68067,3.3865578,-1.331631
1,2023-05-10 13:24:05.249000,9.651929,3.3865578,-1.2789404
2,2023-05-10 13:24:05.270000,9.656719,3.3817677,-1.2645704
3,2023-05-10 13:24:05.286000,9.685459,3.3530276,-1.2454102
4,2023-05-10 13:24:05.305000,9.6758795,3.3482375,-1.2549903
5,2023-05-10 13:24:05.320000,9.656719,3.3290772,-1.2549903
6,2023-05-10 13:24:05.355000,9.666299,3.3338673,-1.2597803
7,2023-05-10 13:24:05.372000,9.671089,3.3434474,-1.2454102
8,2023-05-10 13:24:05.392000,9.666299,3.3769777,-1.2166699
9,2023-05-10 13:24:05.414000,9.68067,3.396138,-1.2693604
10,2023-05-10 13:24:05.431000,9.699829,3.3865578,-1.3268409
11,2023-05-10 13:24:05.448000,9.666299,3.3817677,-1.346001
12,2023-05-10 13:24:05.465000,9.666299,3.3673975,-1.2693604
13,2023-05-10 13:24:05.493000,9.685459,3.3530276,-1.1831397
14,2023-05-10 13:24:05.518000,9.671089,3.3482375,-1.1975098
15,2023-05-10 13:24:05.533000,9.68067,3.3434474,-1.2789404
16,2023-05-10 13:24:05.559000,9.690249,3.3626075,-1.2693604
17,2023-05-10 13:24:05.584000,9.685459,3.3817677,-1.2070899
18,2023-05-10 13:24:05.585000,9.6758795,3.3578174,-1.1687696
19,2023-05-10 13:24:05.614000,9.69504,3.3673975,-1.22146
20,2023-05-10 13:24:05.631000,9.690249,3.3721876,-1.2454102
21,2023-05-10 13:24:05.649000,9.69504,3.4009278,-1.2645704
22,2023-05-10 13:24:05.672000,9.68067,3.396138,-1.2693604
23,2023-05-10 13:24:05.686000,9.68067,3.396138,-1.22146
24,2023-05-10 13:24:05.719000,9.671089,3.391348,-1.2070899
25,2023-05-10 13:24:05.738000,9.6615095,3.3578174,-1.21188
26,2023-05-10 13:24:05.749000,9.6615095,3.3578174,-1.1639795
27,2023-05-10 13:24:05.771000,9.6615095,3.3721876,-1.1256592
28,2023-05-10 13:24:05.798000,9.656719,3.3673975,-1.1543995
29,2023-05-10 13:24:05.819000,9.6758795,3.3578174,-1.22146
30,2023-05-10 13:24:05.839000,9.690249,3.3434474,-1.1591895
31,2023-05-10 13:24:05.854000,9.699829,3.3242872,-1.1352394
32,2023-05-10 13:24:05.880000,9.704619,3.3290772,-1.1496094
33,2023-05-10 13:24:05.904000,9.72378,3.3099172,-1.1448194
34,2023-05-10 13:24:05.914000,9.704619,3.319497,-1.101709
35,2023-05-10 13:24:05.937000,9.6758795,3.3482375,-1.1208692
36,2023-05-10 13:24:05.959000,9.685459,3.3817677,-1.1783496
37,2023-05-10 13:24:05.986000,9.68067,3.3626075,-1.1735597
38,2023-05-10 13:24:05.998000,9.656719,3.3482375,-1.1256592
39,2023-05-10 13:24:06.012000,9.666299,3.3290772,-1.101709
40,2023-05-10 13:24:06.030000,9.704619,3.3290772,-1.096919
41,2023-05-10 13:24:06.050000,9.704619,3.3290772,-1.096919
42,2023-05-10 13:24:06.070000,9.70941,3.3147073,-1.1496094
43,2023-05-10 13:24:06.097000,9.690249,3.3099172,-1.1352394
44,2023-05-10 13:24:06.116000,9.685459,3.3051271,-1.1208692
45,2023-05-10 13:24:06.131000,9.6758795,3.3147073,-1.1735597
46,2023-05-10 13:24:06.156000,9.704619,3.3242872,-1.1639795
47,2023-05-10 13:24:06.179000,9.6758795,3.3434474,-1.1304493
48,2023-05-10 13:24:06.196000,9.666299,3.3290772,-1.1352394
49,2023-05-10 13:24:06.220000,9.69504,3.3434474,-1.1783496
50,2023-05-10 13:24:06.235000,9.699829,3.3386574,-1.2070899
51,2023-05-10 13:24:06.259000,9.6758795,3.3482375,-1.1975098
52,2023-05-10 13:24:06.285000,9.68067,3.3578174,-1.1831397
53,2023-05-10 13:24:06.303000,9.69504,3.3482375,-1.1879297
54,2023-05-10 13:24:06.321000,9.685459,3.3386574,-1.1735597
55,2023-05-10 13:24:06.354000,9.666299,3.3578174,-1.1735597
56,2023-05-10 13:24:06.355000,9.6758795,3.3386574,-1.1879297
57,2023-05-10 13:24:06.375000,9.6758795,3.3434474,-1.1735597
58,2023-05-10 13:24:06.395000,9.666299,3.3578174,-1.1927198
59,2023-05-10 13:24:06.417000,9.6758795,3.3578174,-1.21188
60,2023-05-10 13:24:06.438000,9.6615095,3.3721876,-1.1783496
61,2023-05-10 13:24:06.453000,9.6615095,3.3578174,-1.1927198
62,2023-05-10 13:24:06.478000,9.704619,3.3530276,-1.1975098
63,2023-05-10 13:24:06.512000,9.68067,3.3530276,-1.1975098
64,2023-05-10 13:24:06.535000,9.671089,3.3434474,-1.1831397
65,2023-05-10 13:24:06.536000,9.6615095,3.3386574,-1.1975098
66,2023-05-10 13:24:06.558000,9.666299,3.3530276,-1.1879297
67,2023-05-10 13:24:06.586000,9.685459,3.3530276,-1.2070899
68,2023-05-10 13:24:06.596000,9.685459,3.3721876,-1.1975098
69,2023-05-10 13:24:06.627000,9.704619,3.3434474,-1.2070899
70,2023-05-10 13:24:06.646000,9.690249,3.3386574,-1.22146
71,2023-05-10 13:24:06.663000,9.69504,3.3338673,-1.1879297
72,2023-05-10 13:24:06.680000,9.69504,3.3338673,-1.1687696
73,2023-05-10 13:24:06.704000,9.690249,3.3673975,-1.1591895
74,2023-05-10 13:24:06.717000,9.68067,3.4057178,-1.21188
75,2023-05-10 13:24:06.739000,9.64714,3.410508,-1.2741505
76,2023-05-10 13:24:06.766000,9.6615095,3.3769777,-1.22625
77,2023-05-10 13:24:06.779000,9.6758795,3.3721876,-1.2022998
78,2023-05-10 13:24:06.810000,9.69504,3.3626075,-1.22146
79,2023-05-10 13:24:06.834000,9.699829,3.3626075,-1.2358302
80,2023-05-10 13:24:06.845000,9.685459,3.3530276,-1.2310401
81,2023-05-10 13:24:06.862000,9.68067,3.3578174,-1.2406201
