0,0.0064195255,-0.0027906445,-0.00077712024
0,0.0005605713,-0.0033232768,-0.0013097525
0,0.010147952,-0.0011927478,0.00028814422
0,0.00961532,-0.008649599,-0.0018423847
0,0.008550054,-0.0070517026,-0.0018423847
0,0.008017423,-0.0006601156,-0.002375017
0,0.0064195255,-0.0022580123,-0.002375017
0,-0.0015699576,-0.0054538054,-0.002375017
0,-0.009026809,-0.0070517026,-0.0029076491
0,-0.010092073,-0.010780128,-0.0034402814
0,-0.009026809,-0.010780128,-0.0039729136
0,-0.0058310153,-0.0033232768,-0.0018423847
0,-0.005298383,0.0041335747,0.00028814422
0,0.00961532,-0.008649599,-0.0013097525
0,0.013343745,0.015318852,0.006679731
0,0.0016258358,0.01957991,0.00401657
0,-0.007428912,0.007862,-0.00077712024
0,0.010147952,0.017449379,-0.0039729136
0,0.020800596,0.03662414,-0.0055708103
0,0.025061654,0.039287303,-0.0055708103
0,0.014409008,-0.0017253801,0.00082077645
0,-0.012222602,-0.008116967,0.00401657
0,0.010680583,-0.058184396,-0.008233972
0,0.022931123,-0.04912965,-0.013560293
0,0.044236414,-0.072565466,-0.010364501
0,0.022398492,-0.10079497,0.00028814422
0,-0.00050469313,-0.09706655,0.0061470983
0,0.030387973,-0.03261805,0.004549202
0,-0.002635222,-0.017171714,-0.018353984
0,0.0010932036,-0.027291726,-0.023147674
0,0.015474274,-0.04699912,-0.020484513
0,0.012811112,-0.044335958,-0.008233972
0,0.018670065,-0.02569383,0.0034839376
0,0.0005605713,-0.05445597,-0.005038178
0,0.1496976,0.019047277,0.025321858
0,0.13371862,0.029167287,0.02798502
0,0.12785968,0.032895714,0.024256594
0,0.13105547,0.0067967353,0.017865008
0,0.09803227,-0.01876961,0.02585449
0,0.07299855,0.005198838,0.03277871
0,0.07193329,0.025438864,0.021593433
0,0.033051137,-0.00651907,0.014669213
0,0.022398492,-0.017704347,0.014669213
0,0.20668924,0.35034454,0.15847991
0,0.15236075,0.09947474,0.13078305
0,0.07566172,-0.058184396,0.107879855
0,0.08045541,-0.041672796,0.09722721
0,0.10389122,0.04834205,0.07965034
0,0.092173316,0.0408852,0.053018738
0,0.15821971,0.4904268,0.15581676
0,0.099097535,-0.05392334,0.022658696
0,0.10921755,-0.058184396,0.019462904
0,0.13105547,-0.04966228,0.018930271
0,0.13371862,-0.024095934,0.018397639
0,0.133186,-0.0091822315,0.022658696
0,0.0985649,-0.024628567,0.03437661
0,0.24184297,0.18203273,-0.4897335
0,0.5230728,0.02224307,-0.2021121
0,0.49271277,0.24435072,0.14250095
0,0.48152748,-0.13008974,-0.0039729136
0,0.42613372,-0.23714882,-0.29585537
0,0.36221784,-0.03954227,-0.42475235
0,0.58112967,0.22730647,0.02319133
0,0.26847458,0.30294028,-0.0929225
0,0.27593145,0.50906897,0.06260611
0,0.20509134,0.5724522,0.10361879
0,0.10335859,0.5431574,0.096694574
0,0.09536911,0.51439524,0.11001038
0,0.3153462,0.14208533,-0.32408488
0,0.51295274,0.7056102,-0.71556956
0,-0.16189225,0.47125205,-0.11742358
0,0.11560913,0.53996164,-0.3214217
0,0.034116402,0.47817627,-0.55844307
0,-0.11235746,0.55061424,-0.26602796
0,0.7579636,-0.28774887,-0.73634225
0,0.54757386,-2.8411877,-1.111848
0,0.4208074,-2.44704,-1.1874818
0,0.5102896,-2.0635448,-1.1613828
0,0.8357279,-1.5271841,-1.1533933
0,0.48791906,-3.4031148,-0.95472145
0,1.0328017,-0.45393014,-0.8833487
0,1.0748798,0.054733634,-0.7326138
0,0.6967109,-0.5567281,-0.60318416
0,0.99711543,-0.94075596,-1.0825531
0,0.66635084,-0.1524603,-0.5344746
0,0.68872136,0.87818307,-0.7640391
0,0.78406256,0.8606062,-0.5184956
0,0.54491067,0.40041196,-0.28467008
0,0.22053768,0.07763682,-0.1360657
0,0.67700344,-0.27070463,-0.5291483
0,0.49377802,0.30560344,-0.032202423
0,0.52680117,0.14421585,-0.27721325
0,0.6727424,0.08243051,-0.47215664
0,0.2604851,0.056331534,-0.013560293
0,0.43518847,-3.9884777,-1.0015931
0,0.49271277,-4.4268336,-1.1150438
0,0.5438454,-4.3522654,-1.0926732
0,1.0088334,-3.327481,-1.2093196
0,0.8634248,-3.268359,-1.1235658
0,0.69617826,-3.6673005,-1.1778944
0,0.54704124,-3.182605,-0.8364771
0,0.53319275,-2.5226738,-0.5824115
0,0.4751359,-1.9133425,-0.6607084
0,0.2008303,-1.9825847,-0.64366424
0,-0.119814314,-2.9402573,-0.4668303
