34:59.0,-1.116293,-1.5450836,9.718456
34:59.0,-1.116293,-1.5450836,9.718456
34:59.1,-1.116293,-1.5450836,9.718456
34:59.1,-1.2061235,-1.4492645,9.779541
34:59.1,-1.0540105,-1.6049706,9.656174
34:59.1,-1.0180783,-1.3103268,9.628626
34:59.2,-1.0180783,-1.3103268,9.628626
34:59.2,-1.1019201,-1.4205188,9.602276
34:59.2,-1.088745,-1.1881573,9.586705
34:59.3,-1.3019426,-1.2899652,9.666954
34:59.3,-1.3019426,-1.2899652,9.666954
34:59.3,-1.291163,-1.5678407,9.688513
34:59.4,-1.291163,-1.5378972,9.6178465
34:59.4,-1.1654003,-1.3187109,9.702886
34:59.5,-1.0683835,-1.3809934,9.62144
34:59.5,-0.9569937,-1.5606543,9.5651455
34:59.5,-1.0288581,-1.4085414,9.480106
34:59.6,-1.1953439,-1.1318636,9.759179
34:59.6,-1.1953439,-1.1318636,9.759179
34:59.6,-1.3055358,-1.6900101,9.706479
34:59.7,-1.2324737,-1.8397275,9.456152
34:59.7,-1.0803608,-1.7882247,9.377101
34:59.7,-0.95220274,-1.8732642,9.275293
34:59.7,-0.95220274,-1.8732642,9.275293
34:59.8,-1.0923382,-2.117603,9.392672
34:59.8,-0.89590895,-2.3140323,8.990231
34:59.8,-0.78931016,-2.3319983,8.979451
34:59.9,-0.6946888,-2.963207,8.979451
34:59.9,-0.61204475,-2.2852864,9.742412
34:59.9,-0.69349104,-2.2529476,9.860988
35:00.0,-0.71145713,-2.4829135,9.741214
35:00.0,-0.8204514,-2.508066,9.688513
35:00.1,-0.99532133,-2.306846,9.779541
35:00.1,-1.1821686,-2.435004,9.8885355
35:00.1,-1.3175132,-2.5643597,9.665756
35:00.1,-1.171389,-2.9668002,9.817869
35:00.2,-1.171389,-2.9668002,9.817869
35:00.2,-1.1234795,-2.8997269,9.641801
35:00.3,-1.116293,-2.4972863,9.368716
35:00.3,-1.116293,-2.4972863,9.368716
35:00.3,-1.0695812,-2.5164502,9.317214
35:00.3,-0.8935135,-2.7811506,9.228581
35:00.4,-1.0516151,-2.5056705,9.18666
35:00.4,-1.0300558,-2.9009244,9.24535
35:00.4,-1.0719767,-2.682936,9.392672
35:00.5,-1.0719767,-2.682936,9.392672
35:00.5,-1.1019201,-2.848224,9.322004
35:00.5,-0.96178466,-3.0075233,9.425011
35:00.6,-0.9210615,-2.660179,9.318412
35:00.6,-1.0899427,-2.6961112,9.178276
35:00.6,-0.91028184,-3.0710034,9.46214
35:00.7,-0.91028184,-3.0710034,9.46214
35:00.7,-0.8755474,-2.6098738,9.466931
35:00.7,-1.00131,-2.8027098,9.040536
35:00.8,-1.00131,-2.8027098,9.040536
35:00.8,-0.868361,-2.742823,9.196242
35:00.8,-0.9677733,-2.8661902,9.393869
35:00.9,-0.80607855,-3.1308904,9.666954
35:00.9,-0.80607855,-3.1308904,9.666954
35:00.9,-0.8228469,-2.9500318,9.529214
35:01.0,-0.8863271,-2.8086987,8.979451
35:01.0,-0.7941011,-2.7823484,9.292061
35:01.0,-0.88512933,-3.2015572,9.393869
35:01.1,-0.88512933,-3.2015572,9.393869
35:01.1,-0.96657556,-3.133286,9.434592
35:01.1,-0.9270502,-3.133286,9.434592
35:01.2,-0.9258525,-3.0494442,9.3866825
35:01.2,-0.891118,-3.2362914,9.157914
35:01.2,-0.7976943,-3.1153197,9.131564
35:01.3,-0.8180559,-3.1680205,9.074073
35:01.3,-0.8180559,-3.1680205,9.074073
35:01.3,-0.8180559,-2.9188907,9.341168
35:01.4,-0.91627055,-3.0698059,9.287271
35:01.4,-0.8875248,-3.2362914,9.121983
35:01.4,-0.840813,-3.1716137,9.314818
35:01.5,-0.840813,-3.1716137,9.314818
35:01.5,-0.88512933,-3.0829809,9.392672
35:01.5,-0.93064344,-3.0757945,9.325598
35:01.6,-0.95220274,-3.187184,9.284875
35:01.6,-0.8539881,-3.229105,9.299248
35:01.6,-0.8539881,-3.229105,9.299248
35:01.7,-0.7988921,-3.1704159,9.428603
35:01.7,-0.70307297,-3.0290825,9.420219
35:01.7,-0.71744585,-3.04106,9.336378
35:01.8,-0.7485871,-3.0518396,9.310027
35:01.8,-0.7485871,-3.0518396,9.310027
35:01.8,-0.6671408,-2.9512296,9.227384
35:01.9,-0.6060561,-2.9332635,9.331587
35:01.9,-0.5533555,-2.797919,9.239361
35:01.9,-0.528203,-2.7032976,9.161508
35:02.0,-0.528203,-2.7032976,9.161508
35:02.0,-0.500655,-2.7380319,9.262117
35:02.0,-0.69109553,-2.8015122,9.349553
35:02.0,-0.7509825,-2.7823484,9.49927
35:02.1,-0.7078639,-2.7799528,9.545982
35:02.1,-0.64797693,-2.853015,9.404649
35:02.1,-0.64797693,-2.853015,9.404649
35:02.2,-0.5533555,-2.6913202,9.355541
35:02.2,-0.418011,-2.623049,9.325598
35:02.2,-0.5533555,-2.7176704,9.355541
35:02.3,-0.5210166,-2.7200658,9.3998575
35:02.3,-0.5210166,-2.7200658,9.3998575
35:02.3,-0.3329715,-2.5511847,9.46214
35:02.4,-0.28146872,-2.3595464,9.611857
35:02.4,-0.33416927,-2.2625294,9.560355
35:02.4,-0.36650822,-2.3858967,9.616649
35:02.5,-0.36650822,-2.3858967,9.616649
35:02.5,-0.473107,-2.320021,9.747202
35:02.5,-0.4946663,-1.4768125,9.802299
35:02.6,-0.47789797,-2.508066,9.832242
35:02.6,-0.34973988,-3.1201108,9.868174
35:02.6,-0.58809,-4.1729236,10.181981
35:02.7,-0.58809,-4.1729236,10.181981
35:02.7,-0.3233896,-4.3034773,10.177191
35:02.7,-0.079050794,-5.025714,10.147247
35:02.8,0.25511846,-5.963544,9.890931
35:02.8,0.8539881,-6.106075,10.197552
35:02.8,0.58689225,-7.6511583,8.920762
35:02.9,0.71505034,-6.563611,9.512445
35:02.9,0.71505034,-6.563611,9.512445
35:02.9,1.0132874,-5.7994537,9.3998575
35:03.0,1.5774226,-4.298686,9.099225
35:03.0,2.1235917,-3.3416927,9.404649
35:03.0,2.4445858,-2.5164502,8.9243555
35:03.1,2.4445858,-2.5164502,8.9243555
35:03.1,3.298574,-1.061197,7.70865
35:03.2,3.6531048,0.062282443,8.272785
35:03.2,3.6531048,0.062282443,8.272785
35:03.2,4.1369915,0.37609014,8.0991125
35:03.2,4.1549573,0.74259835,7.5361757
35:03.3,4.1597486,1.5558633,6.3420296
35:03.3,3.7177827,3.2135344,7.34813
35:03.4,3.7177827,3.2135344,7.34813
35:03.4,4.1417823,4.2938952,6.4366508
35:03.4,3.8591158,4.772991,6.3444247
35:03.5,4.341805,5.0963807,6.573193
35:03.5,4.3957033,5.479657,6.398323
35:03.5,4.5609913,6.201894,5.9204254
35:03.6,4.5609913,6.201894,5.9204254
35:03.6,4.4915223,6.375566,5.355092
35:03.6,4.73107,6.3468204,5.3263464
35:03.7,4.988584,6.542052,5.0376916
35:03.7,5.012539,6.876221,4.51907
35:03.7,5.21855,7.041509,3.7285624
35:03.8,5.21855,7.041509,3.7285624
35:03.8,4.919115,7.051091,3.4758394
35:03.9,5.1802225,6.9385037,3.509376
35:03.9,5.163454,7.511023,3.4674551
35:03.9,5.235318,7.3577123,3.5345285
35:03.9,5.2209454,7.3996334,3.0254893
35:03.9,5.2209454,7.3996334,3.0254893
35:04.0,5.3227534,7.7146387,2.815885
35:04.0,5.2413073,7.8942995,2.82906
35:04.1,5.296403,7.524198,2.8051054
35:04.1,5.2449,7.405622,2.7248569
35:04.1,5.3730583,7.49665,2.9296703
35:04.2,5.3455105,7.3804693,2.7212636
35:04.2,5.2544823,7.337351,2.3439758
35:04.2,5.3862333,7.4128084,2.324812
35:04.3,5.3862333,7.4128084,2.324812
35:04.3,5.604222,7.469102,2.5068684
35:04.3,5.6377587,7.8931017,2.2900774
35:04.4,5.6054196,7.836808,2.700902
35:04.4,5.5934424,7.642774,2.9416478
35:04.4,5.5922446,7.9877234,2.5847213
35:04.5,5.5922446,7.9877234,2.5847213
35:04.5,5.416177,8.08474,2.3846989
35:04.5,5.385036,7.8667517,2.1571283
35:04.6,5.3083806,7.7050567,2.2529476
35:04.6,5.424561,7.749373,2.2960663
35:04.6,5.231725,7.792492,2.0505297
35:04.7,5.231725,7.792492,2.0505297
35:04.7,5.3586855,7.8571696,2.2433658
35:04.7,5.2652617,8.18535,2.0397499
35:04.8,5.333533,8.016469,1.8469139
35:04.8,5.3718605,7.70865,1.8684733
35:04.8,5.3718605,7.70865,1.8684733
35:04.9,5.4521093,7.951791,2.0756822
35:04.9,5.502414,8.05839,1.9726766
35:04.9,5.46768,7.9290338,1.9666879
35:05.0,5.5611033,7.9637685,1.9379421
35:05.0,5.3443127,7.9913163,1.7858293
35:05.0,5.3443127,7.9913163,1.7858293
35:05.1,5.3922224,7.9362206,1.8085864
35:05.1,5.304787,7.8990903,1.7439084
35:05.1,5.400606,7.6978703,1.7163603
35:05.2,5.526369,7.7385936,1.8169705
35:05.2,5.484448,7.970955,1.919976
35:05.2,5.484448,7.970955,1.919976
35:05.3,5.479657,7.9158587,2.099637
35:05.3,5.5239735,7.805667,2.219411
35:05.3,5.5251713,8.203317,1.8852416
35:05.4,5.46768,8.136243,2.1631172
35:05.4,5.563499,7.8583674,2.3260098
35:05.4,5.563499,7.8583674,2.3260098
35:05.5,5.587454,7.7110453,1.9762698
35:05.5,5.575476,7.579294,2.090055
35:05.5,5.535951,7.6475654,2.1631172
35:05.6,5.461691,7.6978703,1.9307557
35:05.6,5.4652843,7.6128306,2.0086088
35:05.6,5.4652843,7.6128306,2.0086088
35:05.7,5.424561,7.640379,2.0708911
35:05.7,5.5970354,7.891904,1.8996145
35:05.7,5.6018267,7.804469,2.1044278
35:05.8,5.5694876,7.805667,2.2589362
35:05.8,5.5096006,8.000898,2.0960438
35:05.8,5.479657,8.197328,2.049332
35:05.9,5.438934,8.002096,2.0804732
35:05.9,5.498821,7.7194295,2.0469365
35:05.9,5.492832,7.7781186,1.6780328
35:06.0,5.5682898,7.841599,1.8552982
35:06.0,5.5682898,7.841599,1.8552982
35:06.0,5.573081,7.8667517,2.0601115
35:06.1,5.502414,7.958977,1.9774675
35:06.1,5.4425273,7.7781186,2.012202
35:06.1,5.434143,7.863158,2.0385523
35:06.2,5.5227757,8.012876,1.851705
35:06.2,5.5227757,8.012876,1.851705
35:06.2,5.5682898,8.006887,1.9271625
35:06.3,5.5599055,7.896695,1.9079987
35:06.3,5.5347533,7.842797,1.6864169
35:06.3,5.492832,7.8715425,1.7391174
35:06.4,5.492832,7.8715425,1.7391174
35:06.4,5.5826626,7.8931017,1.8648801
35:06.4,5.4736686,7.875136,1.5079538
35:06.5,5.544335,7.7529664,1.5870045
35:06.5,5.591047,7.804469,1.6241344
35:06.5,5.591047,7.804469,1.6241344
35:06.6,5.5790696,7.896695,1.5834113
35:06.6,5.5515213,7.9493957,1.7091739
35:06.6,5.618595,8.045215,1.7151626
35:06.7,5.6066175,7.9410114,1.7510948
35:06.7,5.573081,7.8847175,1.6468915
35:06.7,5.573081,7.8847175,1.6468915
35:06.8,5.513194,7.961373,1.6121571
35:06.8,5.53116,7.7996783,1.7091739
35:06.8,5.529962,7.767339,1.5882022
35:06.8,5.448516,7.8679495,1.5390949
35:06.9,5.448516,7.8679495,1.5390949
