,p_gyroscope_time,p_gyroscope_x,p_gyroscope_y,p_gyroscope_z
0,2023-04-29 12:32:01.624,0.018976193,0.009001242,0.009002947
1,2023-04-29 12:32:01.645,0.009921445,0.007403346,0.012198742
2,2023-04-29 12:32:01.667,0.011519342,0.0063380813,0.012731373
3,2023-04-29 12:32:01.694,0.016845664,0.010066506,0.015927166
4,2023-04-29 12:32:01.710,0.021103805,0.014327107,0.016456952
5,2023-04-29 12:32:01.727,0.018973274,0.0132618435,0.018587481
6,2023-04-29 12:32:01.745,0.01790801,0.004207095,0.0255117
7,2023-04-29 12:32:01.777,0.021103805,0.0020765665,0.035631713
8,2023-04-29 12:32:01.799,0.021636436,0.0132618435,0.045219094
9,2023-04-29 12:32:01.812,0.021103805,0.026045017,0.05214331
10,2023-04-29 12:32:01.827,0.020571172,0.024979752,0.05214331
11,2023-04-29 12:32:01.847,0.012581688,0.018055532,0.04681699
12,2023-04-29 12:32:01.878,0.0019290438,0.0068702567,0.036164343
13,2023-04-29 12:32:01.894,-0.00073411735,0.003141831,0.026576964
14,2023-04-29 12:32:01.910,0.0029943082,0.0026091987,0.021250643
15,2023-04-29 12:32:01.928,0.0141795855,0.001011302,0.019120112
16,2023-04-29 12:32:01.953,0.019505907,-0.0016518591,0.011663261
17,2023-04-29 12:32:01.968,0.015777482,-0.006978182,0.0042064097
18,2023-04-29 12:32:01.994,0.0083206305,-0.0139024,-0.00058728014
19,2023-04-29 12:32:02.009,-0.004462543,-0.02082662,-0.012837821
20,2023-04-29 12:32:02.030,-0.01831098,-0.03520769,-0.03201258
21,2023-04-29 12:32:02.059,-0.01831098,-0.040534012,-0.047991548
22,2023-04-29 12:32:02.082,-0.008723601,-0.032544527,-0.060774717
23,2023-04-29 12:32:02.101,0.004592205,-0.030946631,-0.07196
24,2023-04-29 12:32:02.114,0.015777482,-0.03307716,-0.07994948
25,2023-04-29 12:32:02.147,0.02962592,-0.025087677,-0.08367791
26,2023-04-29 12:32:02.159,0.033886977,-0.02082662,-0.08527581
27,2023-04-29 12:32:02.177,0.019505907,-0.033609793,-0.08953687
28,2023-04-29 12:32:02.193,0.0019290438,-0.041066643,-0.08793897
29,2023-04-29 12:32:02.228,-0.010844079,-0.041065067,-0.078341775
30,2023-04-29 12:32:02.242,-0.026823046,-0.040532436,-0.06609123
31,2023-04-29 12:32:02.264,-0.04173675,-0.02881453,-0.04744911
32,2023-04-29 12:32:02.275,-0.05611782,-0.014433458,-0.025611185
33,2023-04-29 12:32:02.292,-0.07795574,-0.0059113423,-0.008034323
34,2023-04-29 12:32:02.326,-0.092869446,-0.0021829172,-0.00057747145
35,2023-04-29 12:32:02.342,-0.09127155,0.00900236,-0.0016427359
36,2023-04-29 12:32:02.358,-0.07742311,0.014861314,0.000487793
37,2023-04-29 12:32:02.378,-0.045465175,0.027111854,0.0063467473
38,2023-04-29 12:32:02.402,-0.008180918,0.04468872,0.015401495
39,2023-04-29 12:32:02.415,0.013657004,0.053743467,0.021793082
40,2023-04-29 12:32:02.439,0.020581223,0.063330844,0.027652036
41,2023-04-29 12:32:02.458,0.019515958,0.06705927,0.034043625
42,2023-04-29 12:32:02.485,0.012591739,0.06492874,0.036174152
43,2023-04-29 12:32:02.499,0.0040696235,0.05960242,0.034043625
44,2023-04-29 12:32:02.535,-0.0023219634,0.048949778,0.031913094
45,2023-04-29 12:32:02.543,-0.0039198603,0.03989503,0.031380463
46,2023-04-29 12:32:02.566,-0.00072406675,0.03456871,0.034576256
47,2023-04-29 12:32:02.591,-0.0023219634,0.021785533,0.036706787
48,2023-04-29 12:32:02.607,-0.011909343,0.0111328885,0.03297836
49,2023-04-29 12:32:02.626,-0.022029355,0.0063391984,0.02605414
50,2023-04-29 12:32:02.648,-0.026823046,-0.0005850205,0.015401495
51,2023-04-29 12:32:02.658,-0.027888311,-0.0048460783,0.00687938
52,2023-04-29 12:32:02.690,-0.017768297,-0.003780814,0.0042162184
53,2023-04-29 12:32:02.713,-0.00072406675,0.0026107728,0.004748851
54,2023-04-29 12:32:02.724,0.011526475,0.0042086695,0.004748851
55,2023-04-29 12:32:02.743,0.013124371,0.0010128762,0.0010204252
56,2023-04-29 12:32:02.774,0.013124371,-0.001650285,-0.0037732648
57,2023-04-29 12:32:02.796,0.013124371,-0.0027155494,-0.0075016906
58,2023-04-29 12:32:02.809,0.010993842,-0.001650285,-0.008034323
59,2023-04-29 12:32:02.835,0.006732784,-5.238829e-05,-0.006969058
60,2023-04-29 12:32:02.842,0.0003411977,-0.0048460783,-0.0075016906
61,2023-04-29 12:32:02.865,-0.012974607,-0.016563987,-0.00963222
62,2023-04-29 12:32:02.890,-0.02309462,-0.011237666,-0.0117627485
63,2023-04-29 12:32:02.910,-0.030551473,-0.004313446,-0.0117627485
64,2023-04-29 12:32:02.923,-0.03747569,-0.0048460783,-0.0117627485
65,2023-04-29 12:32:02.964,-0.03641043,-5.238829e-05,-0.010164852
66,2023-04-29 12:32:02.965,-0.033214636,0.0111328885,-0.0053711617
67,2023-04-29 12:32:02.983,-0.030018838,0.020720268,0.000487793
