,p_gyroscope_time,p_gyroscope_x,p_gyroscope_y,p_gyroscope_z
0,p_gyroscope_time,p_gyroscope_x,p_gyroscope_y,p_gyroscope_z
1,2023-05-12 14:27:29.871000,0.0033439759,0.0026256412,0.0110933175
2,2023-05-12 14:27:29.888000,0.0022787114,0.0010277445,0.010028053
3,2023-05-12 14:27:29.904000,0.0022787114,0.002093009,0.009495421
4,2023-05-12 14:27:29.926000,0.00068081473,0.005821435,0.008430156
5,2023-05-12 14:27:29.953000,-0.0030476109,0.005821435,0.0031038339
6,2023-05-12 14:27:29.978000,-0.0041120127,0.0010236942,0.000975315
7,2023-05-12 14:27:29.979000,-0.0041120127,-4.157028e-05,0.00044268277
8,2023-05-12 14:27:30.005000,-0.0062425416,0.0020889586,-8.994946e-05
9,2023-05-12 14:27:30.029000,-0.0067751743,0.0020889586,-8.994946e-05
10,2023-05-12 14:27:30.043000,-0.005177277,0.0015563264,-0.0011552139
11,2023-05-12 14:27:30.056000,-0.005177277,0.0010236942,-0.0011552139
12,2023-05-12 14:27:30.078000,-0.0062425416,-4.157028e-05,-0.0027531106
13,2023-05-12 14:27:30.097000,-0.005177277,-0.0011068347,-0.0027531106
14,2023-05-12 14:27:30.116000,-0.0030467485,-4.157028e-05,-0.0022204784
15,2023-05-12 14:27:30.145000,-0.00091621955,-0.001639467,-0.0032857428
16,2023-05-12 14:27:30.155000,0.00068167713,-0.0011068347,-0.0022204784
17,2023-05-12 14:27:30.188000,-0.001981484,-0.0021720992,-0.0011552139
18,2023-05-12 14:27:30.204000,-0.00091621955,-0.0037699959,-0.0016878461
19,2023-05-12 14:27:30.229000,0.00068167713,-0.001639467,-0.0006225817
20,2023-05-12 14:27:30.246000,0.0001490449,-0.0021720992,-0.0011552139
21,2023-05-12 14:27:30.256000,0.0017469416,-0.0005742025,-0.0027531106
22,2023-05-12 14:27:30.277000,0.002812206,-4.157028e-05,-0.0022204784
23,2023-05-12 14:27:30.302000,0.0001490449,-0.0011068347,-0.0011552139
24,2023-05-12 14:27:30.329000,0.0001490449,0.0010236942,-0.0011552139
25,2023-05-12 14:27:30.341000,0.0001490449,0.0042194873,0.000975315
26,2023-05-12 14:27:30.357000,-0.00038358732,0.0052847518,0.0015079472
27,2023-05-12 14:27:30.376000,0.00068167713,0.0042194873,0.000975315
28,2023-05-12 14:27:30.399000,0.0017469416,0.0026215909,-0.0027531106
29,2023-05-12 14:27:30.428000,0.0012143094,0.0010236942,-0.0043510073
30,2023-05-12 14:27:30.446000,0.0001490449,-0.00483526,-0.0032857428
31,2023-05-12 14:27:30.462000,0.002812206,-0.0064331563,-0.0011552139
32,2023-05-12 14:27:30.475000,0.004410103,-0.0043026283,-0.0011552139
33,2023-05-12 14:27:30.505000,0.0033448383,-0.0032373636,-0.0048836395
34,2023-05-12 14:27:30.528000,0.00068167713,-0.0117594795,-0.008612065
35,2023-05-12 14:27:30.539000,0.00068167713,-0.014955272,-0.008079433
36,2023-05-12 14:27:30.556000,0.0022795738,-0.009096318,-0.0054162717
37,2023-05-12 14:27:30.577000,0.0017469416,-0.0032373636,-0.0048836395
38,2023-05-12 14:27:30.595000,-0.0014488518,-0.0011068347,-0.003818375
39,2023-05-12 14:27:33.741000,0.0017479802,0.0031493446,0.0020430007
40,2023-05-12 14:27:34.085000,0.00015008356,-0.0011117134,0.004706162
41,2023-05-12 14:27:34.085000,-0.0014478131,-0.0005790811,0.008434587
42,2023-05-12 14:27:34.085000,0.00015008356,-4.64489e-05,0.010032484
43,2023-05-12 14:27:34.085000,0.0017479802,0.0052798735,0.006836691
44,2023-05-12 14:27:34.085000,0.0017479802,0.007943034,0.0020430007
45,2023-05-12 14:27:34.085000,0.0006827158,0.0074104024,-0.0006201605
46,2023-05-12 14:27:34.086000,0.0006827158,0.006345138,0.00044510397
47,2023-05-12 14:27:34.086000,0.0028132447,0.0047472413,0.0025756329
48,2023-05-12 14:27:34.086000,0.0038785092,0.0047472413,0.0041735293
49,2023-05-12 14:27:34.086000,0.0038785092,0.0058125057,0.0025756329
50,2023-05-12 14:27:34.086000,0.0028132447,0.0052798735,0.0009777362
51,2023-05-12 14:27:34.086000,0.0006827158,0.0015514478,-0.0006201605
52,2023-05-12 14:27:34.086000,-0.0009151809,0.00048618333,0.00044510397
53,2023-05-12 14:27:34.086000,-0.0014478131,0.0015514478,0.0015103684
54,2023-05-12 14:27:34.086000,-0.0009151809,0.0026167124,0.0025756329
55,2023-05-12 14:27:34.086000,-0.003578342,0.0010188156,0.00044510397
56,2023-05-12 14:27:34.087000,-0.003578342,0.0010188156,-0.0016854249
57,2023-05-12 14:27:34.121000,-0.0019804453,0.0010188156,-0.0027506894
58,2023-05-12 14:27:34.121000,-0.0025125681,0.00048378995,-0.0027495017
59,2023-05-12 14:27:34.140000,-0.001979936,0.0015490544,-0.0006189727
60,2023-05-12 14:27:34.152000,-0.0025125681,0.0010164222,-8.634047e-05
61,2023-05-12 14:27:34.172000,-0.00091467146,-4.884228e-05,0.000978924
62,2023-05-12 14:27:34.202000,0.0006832252,-4.884228e-05,-0.0006189727
63,2023-05-12 14:27:34.209000,0.000150593,0.0010164222,-0.0006189727
64,2023-05-12 14:27:34.243000,0.0006832252,-0.0011141067,-0.0011516049
65,2023-05-12 14:27:34.254000,-0.00038203923,-0.0011141067,-0.0016842372
66,2023-05-12 14:27:34.270000,-0.00091467146,0.00048378995,0.00044629176
67,2023-05-12 14:27:34.287000,0.0006832252,0.00048378995,0.0020441883
68,2023-05-12 14:27:34.319000,0.0006832252,-4.884228e-05,0.000978924
69,2023-05-12 14:27:34.342000,0.0006832252,0.0020816866,0.0015115562
70,2023-05-12 14:27:34.354000,0.000150593,0.003146951,0.0025768206
71,2023-05-12 14:27:34.373000,0.000150593,0.0020816866,0.0025768206
72,2023-05-12 14:27:34.387000,-0.001979936,0.0020816866,0.0025768206
73,2023-05-12 14:27:34.411000,-0.00091467146,0.0015490544,0.0015115562
74,2023-05-12 14:27:34.428000,-0.0025125681,0.0010164222,-0.0006189727
75,2023-05-12 14:27:34.445000,-0.004110465,-0.005907797,0.0015115562
76,2023-05-12 14:27:34.465000,-0.001979936,-0.0048425323,0.012164201
77,2023-05-12 14:27:34.494000,0.006009547,-0.0011141067,0.018555786
78,2023-05-12 14:27:34.505000,0.010270605,0.003146951,0.014827361
79,2023-05-12 14:27:34.526000,0.009205341,0.003146951,0.0041747172
80,2023-05-12 14:27:34.552000,0.006009547,-0.0048425323,-0.0016842372
81,2023-05-12 14:27:34.570000,0.006009547,-0.005907797,0.0015115562
