,p_gyroscope_time,p_gyroscope_x,p_gyroscope_y,p_gyroscope_z
0,2023-05-01 13:49:14.986,-0.0015331482,-0.0061528794,0.0039448594
1,2023-05-01 13:49:15.024,0.0011300129,-0.0040223505,0.0023469627
2,2023-05-01 13:49:15.024,0.0011300129,-0.0040223505,0.0023469627
3,2023-05-01 13:49:15.051,0.0021952773,0.0071629263,0.002879595
4,2023-05-01 13:49:15.051,0.0021952773,0.0071629263,0.002879595
5,2023-05-01 13:49:15.061,6.4748456e-05,0.009826087,0.0039448594
6,2023-05-01 13:49:15.061,6.4748456e-05,0.009826087,0.0039448594
7,2023-05-01 13:49:15.078,-0.0041963095,0.0023692362,0.0039448594
8,2023-05-01 13:49:15.078,-0.0041963095,0.0023692362,0.0039448594
9,2023-05-01 13:49:15.095,-0.0063268384,-0.0077507766,0.002879595
10,2023-05-01 13:49:15.096,-0.0063268384,-0.0077507766,0.002879595
11,2023-05-01 13:49:15.124,-0.005794206,-0.011479202,0.0012816982
12,2023-05-01 13:49:15.124,-0.005794206,-0.011479202,0.0012816982
13,2023-05-01 13:49:15.150,-0.005261574,-0.0018918216,-0.0024467274
14,2023-05-01 13:49:15.150,-0.005261574,-0.0018918216,-0.0024467274
15,2023-05-01 13:49:15.150,-0.003131045,0.008760823,-0.006175153
16,2023-05-01 13:49:15.150,-0.003131045,0.008760823,-0.006175153
17,2023-05-01 13:49:15.168,-0.0020657806,0.009293456,-0.008305682
18,2023-05-01 13:49:15.168,-0.0020657806,0.009293456,-0.008305682
19,2023-05-01 13:49:15.203,-0.0047289417,0.0023692362,-0.0072404174
20,2023-05-01 13:49:15.203,-0.0047289417,0.0023692362,-0.0072404174
21,2023-05-01 13:49:15.214,-0.0047289417,-0.007218144,-0.0019140951
22,2023-05-01 13:49:15.214,-0.0047289417,-0.007218144,-0.0019140951
23,2023-05-01 13:49:15.232,-0.0015331482,-0.0098813055,-0.0019140951
24,2023-05-01 13:49:15.232,-0.0015331482,-0.0098813055,-0.0019140951
