,p_gyroscope_time,p_gyroscope_x,p_gyroscope_y,p_gyroscope_z
0,w_gyroscope_time,label,p_gyroscope_x,w_gyroscope_z
1,2023-05-25 12:49:07.154000,66c0tug2,-0.0023555104,0.023201112
2,2023-05-25 12:49:07.157000,66c0tug2,0.001908812,0.023201112
3,2023-05-25 12:49:07.160000,66c0tug2,0.0035067087,0.024422223
4,2023-05-25 12:49:07.289000,66c0tug2,0.001908812,0.03052778
5,2023-05-25 12:49:07.291000,66c0tug2,0.0003109153,0.039075557
6,2023-05-25 12:49:07.299000,66c0tug2,-0.0018196136,0.04396
7,2023-05-25 12:49:07.302000,66c0tug2,0.0003109153,1.3200212
8,2023-05-25 12:49:07.303000,66c0tug2,0.0035067087,1.350549
9,2023-05-25 12:48:55.771000,66c0tug2,-0.00075434917,-0.44570556
10,2023-05-25 12:48:55.772000,66c0tug2,-0.00022171694,-0.7326667
11,2023-05-25 12:48:55.774000,66c0tug2,-0.00075434917,-0.8950745
12,2023-05-25 12:48:55.814000,66c0tug2,0.0035067087,-1.0074167
13,2023-05-25 12:48:55.815000,66c0tug2,0.0083003985,-1.0074167
14,2023-05-25 12:48:55.855000,66c0tug2,0.0045719733,-0.8999589
15,2023-05-25 12:48:55.951000,66c0tug2,-0.010874362,-0.8498934
16,2023-05-25 12:48:55.953000,66c0tug2,-0.014070155,-0.8755367
17,2023-05-25 12:48:55.955000,66c0tug2,-0.004482775,-0.8877478
18,2023-05-25 12:48:55.993000,66c0tug2,-0.0023522459,-0.8877478
19,2023-05-25 12:48:55.995000,66c0tug2,-0.0034175103,-0.92193896
20,2023-05-25 12:48:55.997000,66c0tug2,-0.00075434917,-0.93415004
21,2023-05-25 12:48:56.037000,66c0tug2,0.0029740764,-0.91461223
22,2023-05-25 12:48:56.040000,66c0tug2,0.0008435475,-0.8633256
23,2023-05-25 12:48:56.042000,66c0tug2,-0.00022171694,-0.71801335
24,2023-05-25 12:48:56.044000,66c0tug2,0.0024414442,-0.5592689
25,2023-05-25 12:48:56.082000,66c0tug2,-0.0023522459,-0.44570556
26,2023-05-25 12:48:56.086000,66c0tug2,0.0008435475,-0.33458444
27,2023-05-25 12:48:56.088000,66c0tug2,0.001908812,-0.23079
28,2023-05-25 12:48:56.127000,66c0tug2,-0.0055480395,-0.10135223
29,2023-05-25 12:49:16.871000,66c0tug2,-0.05880044,0.06227667
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,,,,
36,,,,
37,,,,
38,,,,
39,,,,
40,,,,
41,,,,
42,,,,
43,,,,
44,,,,
45,,,,
46,,,,
47,,,,
48,,,,
49,,,,
