,p_gyroscope_time,p_gyroscope_x,p_gyroscope_y,p_gyroscope_z
0,w_gyroscope_time,label,p_gyroscope_x,w_gyroscope_z
1,2023-05-25 13:32:08.909000,,-0.33726794,-0.33458444
2,2023-05-25 13:32:08.910000,,-0.28134155,-0.40785113
3,2023-05-25 13:32:08.945000,,-0.25044888,-0.43471557
4,2023-05-25 13:32:08.982000,,-0.20624042,-0.40785113
5,2023-05-25 13:32:08.984000,,,-0.35412225
6,2023-05-25 13:32:08.986000,,,-0.3504589
7,2023-05-25 13:32:09.025000,,,-0.34435335
8,2023-05-25 13:32:09.025000,,,-0.31871
9,2023-05-25 13:32:09.063000,,,-0.24666445
10,2023-05-25 13:32:09.098000,,,-0.18438779
11,2023-05-25 13:32:09.104000,,,-0.16118668
12,2023-05-25 13:32:09.134000,,,-0.16485001
13,2023-05-25 13:32:09.136000,,,-0.1746189
14,2023-05-25 13:32:09.169000,,,-0.17706113
15,2023-05-25 13:32:09.171000,,,-0.1526389
16,2023-05-25 13:32:09.209000,,,-0.08303556
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,,,,
36,,,,
37,,,,
38,,,,
39,,,,
40,,,,
41,,,,
42,,,,
43,,,,
44,,,,
45,,,,
46,,,,
47,,,,
48,,,,
49,,,,
50,,,,
51,,,,
