,p_gyroscope_time,p_gyroscope_x,p_gyroscope_y,p_gyroscope_z
0,2023-04-01 14:50:17.347,-0.45400283,-0.004804473,-0.08634667
1,2023-04-01 14:50:17.370,-0.45080703,0.0724272,-0.09593405
2,2023-04-01 14:50:17.385,-0.3512048,0.1368757,-0.076759286
3,2023-04-01 14:50:17.409,-0.22443831,0.20132421,-0.06504138
4,2023-04-01 14:50:17.425,-0.15466349,0.20558526,-0.046399247
5,2023-04-01 14:50:17.451,-0.20952462,0.103852496,0.009527136
6,2023-04-01 14:50:17.468,-0.34694374,0.1006567,0.047876656
7,2023-04-01 14:50:17.489,-0.517386,0.104917765,0.07077984
8,2023-04-01 14:50:17.508,-0.6430872,0.07988405,0.0750409
9,2023-04-01 14:50:17.527,-0.6047377,0.059111394,0.06279036
10,2023-04-01 14:50:17.550,-0.3251094,0.052717883,0.036159944
11,2023-04-01 14:50:17.568,0.11005113,0.10438321,-0.0080485325
12,2023-04-01 14:50:17.589,0.32736507,0.06124,0.074509464
13,2023-04-01 14:50:17.611,0.13135642,-0.062330678,0.18796013
14,2023-04-01 14:50:17.629,-0.26385668,-0.2114677,0.19967803
15,2023-04-01 14:50:17.650,-0.5195201,-0.2594046,0.12830532
16,2023-04-01 14:50:17.669,-0.5083349,-0.21359822,-0.0080485325
17,2023-04-01 14:50:17.689,-0.4257769,-0.17418344,-0.13907605
18,2023-04-01 14:50:17.706,-0.50726956,-0.052210666,-0.19979614
19,2023-04-01 14:50:17.726,-0.75600886,0.03247786,-0.2157751
20,2023-04-01 14:50:17.746,-1.0095417,0.02129258,-0.23494986
21,2023-04-01 14:50:17.772,-1.0963608,0.038336813,-0.2764952
22,2023-04-01 14:50:17.783,-0.9935628,0.07136001,-0.34680262
23,2023-04-01 14:50:17.807,-0.77411836,0.06550106,-0.42190376
24,2023-04-01 14:50:17.828,-0.5056717,0.03993471,-0.46504697
25,2023-04-01 14:50:17.848,-0.25213876,0.04526103,-0.4703733
26,2023-04-01 14:50:17.871,-0.15733024,0.0021178203,-0.4533291
27,2023-04-01 14:50:17.887,-0.3368273,-0.14755183,-0.42829537
28,2023-04-01 14:50:17.908,-0.6276445,-0.24821933,-0.39473954
29,2023-04-01 14:50:17.923,-0.738432,-0.39256266,-0.35905316
30,2023-04-01 14:50:17.948,-0.67025506,-0.599224,-0.3084531
31,2023-04-01 14:50:17.966,-0.6260466,-0.66686827,-0.25785303
32,2023-04-01 14:50:17.989,-0.88863426,-0.5677987,-0.23335196
33,2023-04-01 14:50:18.011,-1.2886411,-0.53317755,-0.1662403
34,2023-04-01 14:50:18.026,-1.1400367,-0.6109419,-0.14493501
35,2023-04-01 14:50:18.048,-0.4007432,-0.6274535,-0.13215184
36,2023-04-01 14:50:18.066,0.2517313,-0.5768534,-0.066638075
37,2023-04-01 14:50:18.087,0.33855036,-0.53424287,-0.016038015
38,2023-04-01 14:50:18.104,0.13987854,-0.6444977,0.020713607
39,2023-04-01 14:50:18.128,0.09194164,-0.7371757,0.055867337
40,2023-04-01 14:50:18.145,0.28049344,-0.6247903,0.06119366
41,2023-04-01 14:50:18.167,0.43602204,-0.44209746,0.014854653
42,2023-04-01 14:50:18.188,0.10152902,-0.44209746,-0.1033897
43,2023-04-01 14:50:18.206,-0.83696896,-0.66846615,-0.3265626
44,2023-04-01 14:50:18.232,-1.8990376,-0.85169166,-0.6306956
45,2023-04-01 14:50:18.247,-2.4801395,-0.8788559,-0.9231107
46,2023-04-01 14:50:18.266,-2.4375288,-0.90122646,-1.1201847
47,2023-04-01 14:50:18.283,-1.9736061,-0.84370214,-1.0781068
48,2023-04-01 14:50:18.306,-1.424995,-0.8394411,-0.76065785
49,2023-04-01 14:50:18.328,-1.088904,-0.94117385,-0.5183102
50,2023-04-01 14:50:18.347,-0.96267015,-0.9054875,-0.4916786
51,2023-04-01 14:50:18.369,-0.8609374,-0.7467631,-0.47996068
52,2023-04-01 14:50:18.384,-0.57970756,-0.5773861,-0.5614534
53,2023-04-01 14:50:18.406,-0.14135128,-0.48790383,-0.71378624
54,2023-04-01 14:50:18.422,0.21924074,-0.42824903,-0.7755716
55,2023-04-01 14:50:18.447,0.35452932,-0.29615623,-0.6924809
56,2023-04-01 14:50:18.461,0.27197134,-0.1832382,-0.4868849
57,2023-04-01 14:50:18.487,0.15053119,-0.242893,-0.2541246
58,2023-04-01 14:50:18.504,0.3012661,-0.4229227,-0.07143176
59,2023-04-01 14:50:21.637,-0.11418682,-0.04155791,-0.03894127
60,2023-04-01 14:50:21.891,-0.096609965,-0.023448413,-0.03148442
61,2023-04-01 14:50:21.891,-0.0790331,-0.028774736,-0.027755996
62,2023-04-01 14:50:21.891,-0.09714259,-0.03197053,-0.023494938
63,2023-04-01 14:50:21.891,-0.14721003,-0.037829485,-0.020831777
64,2023-04-01 14:50:21.891,-0.18555954,-0.070320055,-0.013907557
65,2023-04-01 14:50:21.891,-0.18342902,-0.06978742,-0.0027222808
66,2023-04-01 14:50:21.891,-0.13975318,-0.04688423,-5.911966e-05
67,2023-04-01 14:50:21.891,-0.07796784,-0.020785252,-0.0037875453
68,2023-04-01 14:50:21.891,-0.012986699,0.0015853012,0.001538777
69,2023-04-01 14:50:21.891,0.029623877,0.0026505657,0.01432195
70,2023-04-01 14:50:21.891,0.025895454,-0.010132607,0.03296408
71,2023-04-01 14:50:21.891,0.0051227966,0.0005200368,0.06385674
72,2023-04-01 14:50:21.891,0.021101763,0.01543374,0.08196624
73,2023-04-01 14:50:21.911,0.084484994,0.036739025,0.06385674
74,2023-04-01 14:50:21.933,0.17077142,0.07189275,0.029768283
75,2023-04-01 14:50:21.954,0.25173151,0.08361066,0.0026040415
76,2023-04-01 14:50:21.973,0.28368944,0.06124011,-0.00485281
77,2023-04-01 14:50:21.997,0.23735045,0.029282177,-0.0037875453
78,2023-04-01 14:50:22.018,0.15106402,0.021292694,-5.911966e-05
79,2023-04-01 14:50:22.035,0.08768079,0.013835843,0.013256687
80,2023-04-01 14:50:22.053,0.04933127,0.010640049,0.018050374
81,2023-04-01 14:50:22.075,-0.0065951124,-1.2595439e-05,0.013256687
82,2023-04-01 14:50:22.094,-0.094479434,-0.019719988,0.0068651
83,2023-04-01 14:50:22.111,-0.16478689,-0.037829485,0.005267203
84,2023-04-01 14:50:22.135,-0.17757006,-0.047949497,0.00047351257
85,2023-04-01 14:50:22.153,-0.163189,-0.044753704,0.00047351257
86,2023-04-01 14:50:22.175,-0.19514692,-0.051677924,-0.0059180744
87,2023-04-01 14:50:22.195,-0.29581442,-0.09961482,-0.017635984
88,2023-04-01 14:50:22.217,-0.32244423,-0.11133177,-0.013908155
89,2023-04-01 14:50:22.238,-0.18236195,-0.014925335,-0.010179729
90,2023-04-01 14:50:22.252,0.078095205,-0.0058705863,-0.0069839363
91,2023-04-01 14:50:22.274,0.25386384,0.051653694,0.01112556
92,2023-04-01 14:50:22.289,0.22883013,0.10225375,0.018049777
93,2023-04-01 14:50:22.313,0.08342153,0.08520952,0.016984515
94,2023-04-01 14:50:22.335,-0.043877576,0.0500558,0.038822435
95,2023-04-01 14:50:22.353,-0.04973653,0.03407683,0.050007712
96,2023-04-01 14:50:22.373,0.023766719,0.018097863,0.03030032
97,2023-04-01 14:50:22.394,0.040278316,0.0170326,-0.0021902462
98,2023-04-01 14:50:22.416,-0.0087238485,0.018630495,-0.016038684
99,2023-04-01 14:50:22.431,-0.047606003,-0.0021421614,-0.018169213
100,2023-04-01 14:50:22.453,-0.034290195,-0.009066381,-0.019234478
101,2023-04-01 14:50:22.469,-0.009789113,-1.1632452e-05,-0.017103948
102,2023-04-01 14:50:22.493,-0.022572286,0.0063799545,-0.010712362
103,2023-04-01 14:50:22.511,-0.052932326,0.0021188965,-0.0075165685
104,2023-04-01 14:50:22.534,-0.05612812,-0.011729541,-0.011777626
105,2023-04-01 14:50:22.555,-0.030029137,-0.01652323,-0.02189764
106,2023-04-01 14:50:22.574,-0.0065933196,-0.0005442647,-0.02935449
107,2023-04-01 14:50:22.595,0.011516176,0.003184161,-0.03574608
108,2023-04-01 14:50:22.613,0.028027777,-0.010664277,-0.040007137
109,2023-04-01 14:50:22.630,0.028027777,-0.020784289,-0.03894187
110,2023-04-01 14:50:22.652,-0.0023322618,-0.014925335,-0.029887121
111,2023-04-01 14:50:22.673,-0.03535546,0.0026515287,-0.018701844
112,2023-04-01 14:50:22.689,-0.0326923,0.018630495,-0.01976711
113,2023-04-01 14:50:22.713,0.0019287961,-0.0026747936,-0.032550283
114,2023-04-01 14:50:22.735,0.012048808,-0.008533748,-0.040539768
115,2023-04-01 14:50:22.752,-0.005528055,0.012238909,-0.049061883
116,2023-04-01 14:50:22.774,-0.021507021,0.019163128,-0.05545347
117,2023-04-01 14:50:22.793,-0.029496506,0.0021188965,-0.06610611
118,2023-04-01 14:50:22.816,0.0013961638,0.024489451,-0.074628234
119,2023-04-01 14:50:22.831,0.0647794,0.054316856,-0.055986103
120,2023-04-01 14:50:22.851,0.0647794,0.05058843,-0.0133755235
121,2023-04-01 14:50:22.873,-0.0017996295,0.07136108,0.01378872
