2022-08-04 16:55:50.992000,9.977652,3.2045362,0.42152345
2022-08-04 16:55:51.019000,10.020762,3.2189064,0.364043
2022-08-04 16:55:51.034000,9.996812,3.2189064,0.4023633
2022-08-04 16:55:51.057000,9.920172,3.1949563,0.48379397
2022-08-04 16:55:51.074000,9.924961,3.1997461,0.5412744
2022-08-04 16:55:51.096000,9.963282,3.2428565,0.6562354
2022-08-04 16:55:51.113000,10.039923,3.2428565,0.5556446
2022-08-04 16:55:51.132000,10.001602,3.2236965,0.32093263
2022-08-04 16:55:51.151000,9.896221,3.2236965,0.31135255
2022-08-04 16:55:51.170000,9.944121,3.2236965,0.5364844
2022-08-04 16:55:51.190000,10.015972,3.2236965,0.49337405
2022-08-04 16:55:51.210000,9.963282,3.2620168,0.34009278
2022-08-04 16:55:51.230000,9.833951,3.3482375,0.3879932
2022-08-04 16:55:51.250000,9.79563,3.3626075,0.51732427
2022-08-04 16:55:51.269000,9.910591,3.319497,0.44547364
2022-08-04 16:55:51.288000,9.944121,3.3530276,0.27303225
2022-08-04 16:55:51.588000,9.891431,3.415298,0.2682422
2022-08-04 16:55:51.589000,9.910591,3.4009278,0.4406836
2022-08-04 16:55:51.590000,9.968072,3.3865578,0.4406836
2022-08-04 16:55:51.590000,9.977652,3.4440382,0.21076173
2022-08-04 16:55:51.591000,9.934542,3.4727786,0.14370118
2022-08-04 16:55:51.591000,9.872271,3.396138,0.364043
2022-08-04 16:55:51.591000,9.867481,3.2668068,0.60833496
2022-08-04 16:55:51.591000,9.920172,3.2524366,0.6706055
2022-08-04 16:55:51.591000,9.934542,3.319497,0.49337405
2022-08-04 16:55:51.592000,9.901011,3.3338673,0.34967285
2022-08-04 16:55:51.592000,9.881851,3.3147073,0.48379397
2022-08-04 16:55:51.592000,9.915381,3.300337,0.5987549
2022-08-04 16:55:51.593000,9.953702,3.3242872,0.43110353
2022-08-04 16:55:51.593000,9.958491,3.4009278,0.25866213
2022-08-04 16:55:51.601000,9.953702,3.415298,0.2682422
2022-08-04 16:55:51.604000,9.924961,3.4009278,0.3784131
2022-08-04 16:55:51.628000,9.901011,3.3817677,0.42152345
2022-08-04 16:55:51.641000,9.987232,3.3242872,0.43589357
2022-08-04 16:55:51.665000,9.944121,3.3338673,0.39278322
2022-08-04 16:55:51.683000,9.8866415,3.3769777,0.4167334
2022-08-04 16:55:51.707000,9.924961,3.3482375,0.53169435
2022-08-04 16:55:51.727000,9.872271,3.2524366,0.613125
2022-08-04 16:55:51.750000,9.829161,3.2668068,0.60354495
2022-08-04 16:55:51.766000,9.944121,3.3434474,0.45505372
2022-08-04 16:55:51.784000,10.001602,3.3769777,0.28261232
2022-08-04 16:55:51.807000,9.944121,3.3721876,0.34488282
2022-08-04 16:55:51.825000,9.896221,3.3147073,0.6179151
2022-08-04 16:55:51.848000,9.872271,3.3147073,0.64186525
2022-08-04 16:55:51.865000,9.929751,3.3626075,0.45505372
2022-08-04 16:55:51.887000,10.025552,3.3769777,0.2778223
2022-08-04 16:55:51.903000,10.035132,3.3099172,0.18681154
