,w_gyroscope_time,w_gyroscope_x,w_gyroscope_y,w_gyroscope_z
0,2023-04-08 15:14:07.648,-0.5556056,-0.16729222,-0.21003112
1,2023-04-08 15:14:07.689,-0.32359445,-0.106236674,-0.18438779
2,2023-04-08 15:14:07.691,-0.012211111,-0.018316668,-0.15874445
3,2023-04-08 15:14:07.692,0.24055889,0.05250778,-0.10135223
4,2023-04-08 15:14:07.736,0.2820767,0.06349778,-0.04151778
5,2023-04-08 15:14:07.738,0.2075889,0.035412222,-0.029306669
6,2023-04-08 15:14:07.779,0.24544334,0.024422223,-0.014653334
7,2023-04-08 15:14:07.781,0.33458444,0.024422223,-0.0036633336
8,2023-04-08 15:14:07.824,0.36877558,0.0024422223,0.008547778
9,2023-04-08 15:14:07.827,0.31871,-0.03052778,0.04029667
10,2023-04-08 15:14:07.870,0.19537778,-0.08425667,0.058613338
11,2023-04-08 15:14:07.872,0.06594,-0.12089001,0.058613338
12,2023-04-08 15:14:07.875,0.034191113,-0.117226675,0.057392225
13,2023-04-08 15:14:07.916,0.106236674,-0.091583334,0.06716111
14,2023-04-08 15:14:07.918,0.19904111,-0.058613338,0.05006556
15,2023-04-08 15:14:07.921,0.23323223,-0.05006556,0.034191113
16,2023-04-08 15:14:07.961,0.20636779,-0.08425667,0.0036633336
17,2023-04-08 15:14:07.962,0.14287001,-0.098910004,-0.034191113
18,2023-04-08 15:14:08.002,0.08303556,-0.10867889,-0.057392225
19,2023-04-08 15:14:08.005,0.02075889,-0.12943779,-0.06349778
20,2023-04-08 15:14:08.050,-0.04029667,-0.15752333,-0.06594
21,2023-04-08 15:14:08.054,-0.09524667,-0.18927222,-0.064718895
22,2023-04-08 15:14:08.057,-0.1306589,-0.21003112,-0.078151114
23,2023-04-08 15:14:08.098,-0.15874445,-0.22102112,-0.10867889
24,2023-04-08 15:14:08.101,-0.15752333,-0.22224224,-0.14897557
25,2023-04-08 15:14:08.142,-0.16485001,-0.20636779,-0.17828223
26,2023-04-08 15:14:08.143,-0.24544334,-0.20636779,-0.18805112
27,2023-04-08 15:14:08.145,-0.36267,-0.19537778,-0.18683001
28,2023-04-08 15:14:08.185,-0.42372558,-0.19904111,-0.17950334
29,2023-04-08 15:14:08.187,-0.36633334,-0.21369445,-0.16118668
30,2023-04-08 15:14:08.230,-0.23201112,-0.20026223,-0.15630223
31,2023-04-08 15:14:08.235,-0.08669889,-0.17950334,-0.16362889
32,2023-04-08 15:14:08.235,0.019537779,-0.15630223,-0.17339778
33,2023-04-08 15:14:08.276,0.058613338,-0.12699556,-0.16485001
34,2023-04-08 15:14:08.319,0.0024422223,-0.11234222,-0.14653334
35,2023-04-08 15:14:08.321,-0.09768889,-0.098910004,-0.12577444
36,2023-04-08 15:14:08.323,-0.18683001,-0.09036223,-0.09768889
37,2023-04-08 15:14:08.367,-0.21125223,-0.07326667,-0.085477784
38,2023-04-08 15:14:08.369,-0.12211112,-0.039075557,-0.08669889
39,2023-04-08 15:14:08.372,0.03297,-0.0024422223,-0.068382226
40,2023-04-08 15:14:08.414,0.12821667,0.04029667,-0.04396
41,2023-04-08 15:14:08.415,0.123332225,0.064718895,-0.03174889
42,2023-04-08 15:14:08.451,0.06594,0.081814446,-0.015874445
43,2023-04-08 15:14:08.453,0.0012211112,0.08059334,-0.007326667
44,2023-04-08 15:14:08.455,-0.0061055557,0.059834447,0.018316668
45,2023-04-08 15:14:08.498,0.01099,0.051286668,0.029306669
46,2023-04-08 15:14:08.499,0.047623336,0.042738892,0.04396
47,2023-04-08 15:14:14.125,-1.1661612,-0.024422223,0.16729222
48,2023-04-08 15:14:14.419,-1.2589656,-0.12211112,0.085477784
49,2023-04-08 15:14:14.419,-1.29682,-0.19171445,0.07326667
50,2023-04-08 15:14:14.419,-1.4653333,-0.18316667,0.013432222
51,2023-04-08 15:14:14.419,-1.6741434,-0.13798556,-0.085477784
52,2023-04-08 15:14:14.419,-1.8060234,-0.06227667,-0.12943779
53,2023-04-08 15:14:14.419,-1.8426567,0.034191113,-0.11966889
54,2023-04-08 15:14:14.419,-1.7938123,0.05372889,-0.017095556
55,2023-04-08 15:14:14.419,-1.680249,0.08059334,0.068382226
56,2023-04-08 15:14:14.419,-1.4531223,0.15508112,0.13432223
57,2023-04-08 15:14:14.419,-1.21989,0.28085557,0.14164889
58,2023-04-08 15:14:14.419,-1.119759,0.43105224,0.05372889
59,2023-04-08 15:14:14.420,-1.0123012,0.5775856,-0.046402223
60,2023-04-08 15:14:14.420,-0.77296335,0.74609894,-0.02198
61,2023-04-08 15:14:14.420,-0.60933447,0.8120389,0.14287001
62,2023-04-08 15:14:14.420,-0.71435004,0.7668578,0.3382478
63,2023-04-08 15:14:14.439,-0.8975167,0.5800278,0.52141446
64,2023-04-08 15:14:14.439,-0.8975167,0.36877558,0.6935911
65,2023-04-08 15:14:14.486,-0.6752745,0.24544334,0.7302245
66,2023-04-08 15:14:14.487,-0.24788557,0.19537778,0.6191034
67,2023-04-08 15:14:14.488,0.21613668,0.30039334,0.4383789
68,2023-04-08 15:14:14.530,0.32970002,0.36511225,0.24300112
69,2023-04-08 15:14:14.616,-0.05372889,0.27841336,0.04029667
70,2023-04-08 15:14:14.616,-0.63619894,0.07693,-0.06349778
71,2023-04-08 15:14:14.616,-1.1380756,-0.20392556,-0.054950003
72,2023-04-08 15:14:14.619,-1.5764545,-0.5690378,-0.03297
73,2023-04-08 15:14:14.662,-1.9317979,-0.8083756,-0.08669889
74,2023-04-08 15:14:14.663,-1.95622,-0.8169234,-0.22224224
75,2023-04-08 15:14:14.707,-1.5776756,-0.58124894,-0.35534334
76,2023-04-08 15:14:14.708,-1.0953367,-0.2515489,-0.36755446
77,2023-04-08 15:14:14.708,-0.8181445,-0.05372889,-0.27963445
