,w_gyroscope_time,w_gyroscope_x,w_gyroscope_y,w_gyroscope_z
0,2023-04-29 12:37:44.346,2.8976967,6.2899437,-1.1295278
1,2023-04-29 12:37:44.388,3.4362068,6.482879,-1.3029256
2,2023-04-29 12:37:44.392,3.9832647,6.5854526,-1.5080723
3,2023-04-29 12:37:44.393,4.6768556,6.5610304,-1.8072445
4,2023-04-29 12:37:44.432,5.295959,6.4181604,-1.9757578
5,2023-04-29 12:37:44.434,5.5536137,6.053048,-2.2505078
6,2023-04-29 12:37:44.435,6.1800437,5.39609,-2.6107357
7,2023-04-29 12:37:44.436,7.544025,4.426528,-3.063768
8,2023-04-29 12:37:44.478,7.6319447,3.6157103,-3.2945578
9,2023-04-29 12:37:44.478,6.735649,3.2371657,-3.5668657
10,2023-04-29 12:37:44.480,5.018767,2.7096457,-3.3299701
11,2023-04-29 12:37:44.522,4.0223403,1.8353301,0.5421733
12,2023-04-29 12:37:44.523,0.48111778,0.59956557,1.8634156
13,2023-04-29 12:37:44.523,-2.6681278,0.49699223,0.42250445
14,2023-04-29 12:37:44.524,-3.712178,0.008547778,1.2821667
15,2023-04-29 12:37:44.567,-3.2273967,-0.064718895,2.3005733
16,2023-04-29 12:37:44.570,-2.0331502,-0.81448114,2.5802078
17,2023-04-29 12:37:44.570,-1.460449,-1.801139,2.8830435
18,2023-04-29 12:37:44.612,-1.9379034,-2.40681,3.097959
19,2023-04-29 12:37:44.612,-2.73651,-2.5850923,3.12116
20,2023-04-29 12:37:44.659,-3.107728,-2.7658167,3.1577935
21,2023-04-29 12:37:44.660,-3.2103012,-2.8793802,3.19809
22,2023-04-29 12:37:44.661,-3.339739,-2.9905012,3.1541302
23,2023-04-29 12:37:44.704,-3.580298,-3.0845268,3.0185869
24,2023-04-29 12:37:44.705,-3.7561378,-3.3031056,3.063768
25,2023-04-29 12:37:44.748,-3.735379,-3.3885834,3.382478
26,2023-04-29 12:37:44.750,-4.1224713,-3.2896736,3.5717502
27,2023-04-29 12:37:44.792,-6.2313304,-3.5632024,3.1785524
28,2023-04-29 12:37:44.793,-9.031338,-4.6011467,2.1430502
29,2023-04-29 12:37:44.837,-8.191214,-3.9698324,1.4665545
30,2023-04-29 12:37:44.838,-3.580298,-3.4679556,0.0036633336
31,2023-04-29 12:37:44.843,-2.7719223,-2.625389,-1.27484
32,2023-04-29 12:37:44.884,-1.0611455,-2.1174068,-2.1479344
33,2023-04-29 12:37:44.885,1.5324945,-0.5702589,-2.427569
34,2023-04-29 12:37:44.927,2.5447958,0.8767578,-2.1796834
35,2023-04-29 12:37:44.928,3.3006635,2.4104733,-2.2810357
36,2023-04-29 12:37:44.974,3.6071625,3.7182834,-2.3384278
37,2023-04-29 12:37:44.976,3.2689145,4.392337,-2.592419
38,2023-04-29 12:37:45.062,2.9367723,4.6951723,-2.7804701
39,2023-04-29 12:37:45.062,3.2066379,4.913751,-3.0161445
40,2023-04-29 12:37:45.070,3.6120467,5.0492945,-3.2652512
41,2023-04-29 12:37:45.071,4.1908536,5.0688324,-3.437428
42,2023-04-29 12:37:45.072,5.197049,5.305728,-3.558318
43,2023-04-29 12:37:45.107,6.5952215,5.430281,-3.4813879
44,2023-04-29 12:37:45.108,8.61616,5.31916,-3.6853135
45,2023-04-29 12:37:45.151,10.148655,4.9491634,-3.8855758
46,2023-04-29 12:37:45.153,11.402736,4.331281,-3.2335024
47,2023-04-29 12:37:45.200,10.544295,3.1358135,-2.3921568
48,2023-04-29 12:37:45.201,7.591648,2.633937,-1.8902801
49,2023-04-29 12:37:45.202,3.6401324,2.5777657,-0.9524667
50,2023-04-29 12:37:45.244,0.6935911,2.60463,0.85111445
51,2023-04-29 12:37:45.244,-1.801139,2.3323224,2.7438369
52,2023-04-29 12:37:45.287,-3.9759378,1.9623257,3.9820435
53,2023-04-29 12:37:45.335,-5.888198,1.4225945,4.6841826
54,2023-04-29 12:37:45.338,-8.0837555,0.42006224,4.995566
55,2023-04-29 12:37:45.338,-10.061956,-0.8205867,5.106687
56,2023-04-29 12:37:45.378,-11.237886,-1.8951645,4.8160625
