2023-04-08 17:10:23.018,-0.09524667,0.27963445
2023-04-08 17:10:23.020,-0.028085556,0.31260446
2023-04-08 17:10:23.023,0.029306669,0.28329778
2023-04-08 17:10:23.061,-0.0048844446,0.23567446
2023-04-08 17:10:23.063,-0.03052778,0.21613668
2023-04-08 17:10:23.067,-0.0036633336,0.1856089
2023-04-08 17:10:23.069,-0.025643334,0.13798556
2023-04-08 17:10:23.106,-0.05617111,0.123332225
2023-04-08 17:10:23.110,-0.16118668,0.078151114
2023-04-08 17:10:23.112,-0.34801668,0.015874445
2023-04-08 17:10:23.113,-0.48844448,0.0024422223
2023-04-08 17:10:23.152,-0.5788067,-0.12943779
2023-04-08 17:10:23.155,-0.6142189,-0.20148334
2023-04-08 17:10:23.156,-0.57148004,-0.24788557
2023-04-08 17:10:23.196,-0.51653004,-0.25399113
2023-04-08 17:10:23.202,-0.41151446,-0.20514667
2023-04-08 17:10:23.205,-0.20026223,-0.15019667
2023-04-08 17:10:23.207,-0.0048844446,-0.10135223
2023-04-08 17:10:23.245,0.081814446,-0.098910004
2023-04-08 17:10:23.247,0.08059334,-0.085477784
2023-04-08 17:10:23.249,0.12943779,-0.034191113
2023-04-08 17:10:23.289,0.30772,0.024422223
2023-04-08 17:10:23.290,0.48966557,0.04396
2023-04-08 17:10:23.293,0.5568267,0.07204556
2023-04-08 17:10:23.296,0.53118336,0.109900005
2023-04-08 17:10:23.330,0.5104245,0.14164889
2023-04-08 17:10:23.334,0.51653004,0.15508112
2023-04-08 17:10:23.337,0.5006556,0.12211112
2023-04-08 17:10:23.338,0.4383789,0.085477784
2023-04-08 17:10:23.379,0.34313223,0.070824444
2023-04-08 17:10:23.384,0.21980001,0.06594
2023-04-08 17:10:23.386,0.08669889,0.06960334
2023-04-08 17:10:23.420,-0.013432222,0.06960334
2023-04-08 17:10:23.426,-0.042738892,0.064718895
2023-04-08 17:10:23.427,-0.07204556,0.058613338
2023-04-08 17:10:23.430,-0.10867889,0.047623336
2023-04-08 17:10:23.468,-0.09280445,0.028085556
2023-04-08 17:10:23.470,-0.023201112,0.023201112
2023-04-08 17:10:23.472,0.036633335,0.013432222
2023-04-08 17:10:23.515,0.091583334,0.018316668
2023-04-08 17:10:23.517,0.16729222,0.007326667
2023-04-08 17:10:23.523,0.23201112,0.0036633336
2023-04-08 17:10:23.526,0.26498112,-0.0048844446
2023-04-08 17:10:23.556,0.3174889,0.007326667
2023-04-08 17:10:23.562,0.35656446,0.029306669
2023-04-08 17:10:23.565,0.34435335,0.047623336
2023-04-08 17:10:23.567,0.30039334,0.08303556
2023-04-08 17:10:23.603,0.26498112,0.12577444
2023-04-08 17:10:23.606,0.28329778,0.117226675
2023-04-08 17:10:23.607,0.2942878,0.091583334
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
