,w_gyroscope_time,w_gyroscope_x,w_gyroscope_y,w_gyroscope_z
0,2023-03-31 11:46:53.809,0.3284789,-0.17828223,-0.5128667
1,2023-03-31 11:46:53.812,0.42372558,-0.27230778,-0.41762
2,2023-03-31 11:46:53.846,0.5885756,-0.4249467,-0.31504667
3,2023-03-31 11:46:53.848,0.64963114,-0.6520734,-0.2845189
4,2023-03-31 11:46:53.850,0.4921078,-0.8779789,-0.34801668
5,2023-03-31 11:46:53.852,0.19049335,-1.0843467,-0.48478112
6,2023-03-31 11:46:53.894,-0.059834447,-1.2443123,-0.6288723
7,2023-03-31 11:46:53.898,-0.21735778,-1.3615389,-0.8034911
8,2023-03-31 11:46:53.899,-0.3602278,-1.405499,-0.9683412
9,2023-03-31 11:46:53.936,-0.5092034,-1.3859612,-1.1051056
10,2023-03-31 11:46:53.940,-0.6227667,-1.3114734,-1.1905833
11,2023-03-31 11:46:53.941,-0.6142189,-1.21989,-1.2125634
12,2023-03-31 11:46:53.941,-0.48722336,-1.1148745,-1.1600556
13,2023-03-31 11:46:53.979,-0.24055889,-1.0049745,-1.07702
14,2023-03-31 11:46:53.982,0.106236674,-0.92438114,-0.96589893
15,2023-03-31 11:46:53.982,0.4823389,-0.8621045,-0.86821
16,2023-03-31 11:46:53.983,0.7436567,-0.80593336,-0.83524
17,2023-03-31 11:46:54.026,0.7778478,-0.74732006,-0.85966223
18,2023-03-31 11:46:54.026,0.6667267,-0.65451556,-0.91217005
19,2023-03-31 11:46:54.026,0.5421733,-0.5556056,-0.95613
20,2023-03-31 11:46:54.072,0.42128336,-0.4481478,-0.94880337
21,2023-03-31 11:46:54.072,0.39564002,-0.31382558,-0.9072856
22,2023-03-31 11:46:54.073,0.57270116,-0.16851334,-0.83890337
23,2023-03-31 11:46:54.073,1.0281756,-0.064718895,-0.73633003
24,2023-03-31 11:46:54.115,1.4824289,0.013432222,-0.68504333
25,2023-03-31 11:46:54.116,1.6985656,0.03174889,-0.6838223
26,2023-03-31 11:46:54.117,1.7095556,-0.0048844446,-0.7302245
27,2023-03-31 11:46:54.117,1.6497211,-0.11356334,-0.7937223
28,2023-03-31 11:46:54.209,1.4836501,-0.21247335,-0.82425004
29,2023-03-31 11:46:54.210,1.17593,-0.31993112,-0.7900589
