,w_gyroscope_time,w_gyroscope_x,w_gyroscope_y,w_gyroscope_z
0,2023-04-08 16:52:09.558,0.012211111,0.059834447,0.0048844446
1,2023-04-08 16:52:09.558,0.019537779,0.05250778,0.0061055557
2,2023-04-08 16:52:09.601,0.029306669,0.05617111,0.0012211112
3,2023-04-08 16:52:09.602,0.051286668,0.057392225,0.0036633336
4,2023-04-08 16:52:09.645,0.054950003,0.051286668,0.0061055557
5,2023-04-08 16:52:09.646,0.048844445,0.035412222,0.0048844446
6,2023-04-08 16:52:09.692,0.04029667,0.024422223,-0.0024422223
7,2023-04-08 16:52:09.736,0.046402223,0.015874445,0.0012211112
8,2023-04-08 16:52:09.737,0.06227667,0.007326667,-0.01099
9,2023-04-08 16:52:09.738,0.08792,0.01099,-0.07204556
10,2023-04-08 16:52:09.738,0.07693,0.023201112,-0.047623336
11,2023-04-08 16:52:09.785,0.06716111,0.02075889,-0.03174889
12,2023-04-08 16:52:09.786,0.06105556,0.02075889,-0.024422223
13,2023-04-08 16:52:09.827,0.06227667,0.01099,-0.02075889
14,2023-04-08 16:52:09.831,0.06960334,0.017095556,-0.017095556
15,2023-04-08 16:52:09.876,0.085477784,0.019537779,-0.012211111
16,2023-04-08 16:52:09.878,0.09524667,0.019537779,-0.02198
17,2023-04-08 16:52:09.879,0.09036223,0.009768889,-0.015874445
18,2023-04-08 16:52:09.921,0.07326667,-0.0061055557,-0.012211111
19,2023-04-08 16:52:09.925,0.059834447,-0.013432222,-0.028085556
20,2023-04-08 16:52:09.926,0.06227667,-0.017095556,-0.03297
21,2023-04-08 16:52:09.963,0.07326667,-0.024422223,-0.029306669
22,2023-04-08 16:52:09.964,0.078151114,-0.034191113,-0.019537779
23,2023-04-08 16:52:09.965,0.081814446,-0.03174889,-0.024422223
24,2023-04-08 16:52:10.008,0.09402556,-0.026864445,-0.018316668
25,2023-04-08 16:52:10.009,0.09524667,-0.024422223,-0.02198
26,2023-04-08 16:52:10.056,0.091583334,-0.029306669,-0.023201112
27,2023-04-08 16:52:10.058,0.08792,-0.039075557,-0.018316668
28,2023-04-08 16:52:10.059,0.08669889,-0.04029667,-0.015874445
29,2023-04-08 16:52:10.100,0.08303556,-0.03297,-0.02075889
30,2023-04-08 16:52:10.103,0.06960334,-0.039075557,-0.008547778
31,2023-04-08 16:52:10.142,0.047623336,-0.046402223,-0.012211111
32,2023-04-08 16:52:10.145,0.03174889,-0.035412222,-0.009768889
33,2023-04-08 16:52:10.236,0.06105556,-0.028085556,-0.007326667
34,2023-04-08 16:52:10.237,0.08425667,-0.024422223,-0.0036633336
35,2023-04-08 16:52:10.238,0.070824444,-0.01099,-0.0024422223
36,2023-04-08 16:52:10.239,0.037854444,-0.0061055557,-0.0061055557
37,2023-04-08 16:52:10.239,0.02075889,-0.015874445,-0.0061055557
38,2023-04-08 16:52:10.278,0.04151778,-0.02075889,0.0012211112
39,2023-04-08 16:52:10.279,0.07448778,-0.007326667,0.0036633336
40,2023-04-08 16:52:10.280,0.07326667,0.013432222,0.007326667
41,2023-04-08 16:52:10.328,0.047623336,0.02075889,0.0048844446
42,2023-04-08 16:52:10.329,0.029306669,0.02198,0.0024422223
43,2023-04-08 16:52:10.374,0.03174889,0.03052778,-0.0036633336
44,2023-04-08 16:52:10.376,0.04029667,0.026864445,0.007326667
45,2023-04-08 16:52:10.411,0.03297,0.019537779,-0.0024422223
46,2023-04-08 16:52:10.412,0.035412222,0.018316668,0.0
47,2023-04-08 16:52:10.412,0.03052778,0.013432222,0.0048844446
48,2023-04-08 16:52:10.457,0.029306669,0.015874445,0.009768889
49,2023-04-08 16:52:10.458,0.036633335,0.025643334,0.009768889
50,2023-04-08 16:52:10.503,0.035412222,0.024422223,0.017095556
51,2023-04-08 16:52:10.506,0.01099,0.02075889,0.023201112
52,2023-04-08 16:52:10.507,-0.009768889,0.024422223,0.018316668
53,2023-04-08 16:52:10.553,-0.014653334,0.026864445,0.019537779
54,2023-04-08 16:52:10.595,-0.012211111,0.023201112,0.019537779
55,2023-04-08 16:52:10.596,-0.015874445,0.02198,0.015874445
56,2023-04-08 16:52:10.597,-0.012211111,0.019537779,0.014653334
57,2023-04-08 16:52:10.638,-0.014653334,0.012211111,0.01099
58,2023-04-08 16:52:10.639,-0.013432222,0.007326667,0.012211111
59,2023-04-08 16:52:10.640,-0.014653334,-0.0048844446,0.012211111
60,2023-04-08 16:52:10.731,-0.014653334,-0.0036633336,0.012211111
61,2023-04-08 16:52:10.732,-0.019537779,-0.009768889,0.015874445
62,2023-04-08 16:52:10.733,-0.036633335,-0.013432222,0.01099
63,2023-04-08 16:52:10.737,-0.04151778,-0.017095556,0.013432222
64,2023-04-08 16:52:10.772,-0.05250778,-0.0048844446,0.012211111
65,2023-04-08 16:52:10.774,-0.06349778,-0.0024422223,0.018316668
66,2023-04-08 16:52:10.775,-0.06716111,-0.007326667,0.023201112
67,2023-04-08 16:52:10.818,-0.06716111,-0.0024422223,0.03052778
68,2023-04-08 16:52:10.822,-0.06105556,0.009768889,0.035412222
