2023-05-25 12:30:18.786000,1.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,2.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,3.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,4.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,5.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,6.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,7.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,8.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,9.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,10.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,11.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,12.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,13.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:18.786000,14.0,-0.100590825,-2.42855,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:32.352000,15.0,-0.32093263,-2.2465284,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:28.838000,16.0,-0.34009278,-2.2273684,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:38.908000,17.0,-0.100590825,-2.4093897,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:53.349000,18.0,-1.575923,-1.3986914,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:48.956000,19.0,-1.3220508,-1.7818946,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:59.206000,20.0,0.6706055,-2.5147705,66c02f7b-9a45-45a6-b6c0-5bae5f903e3d
2023-05-25 12:30:59.208000,21.0,0.6322852,-2.4620802,
2023-05-25 12:30:59.208000,22.0,0.6179151,-2.4620802,
2023-05-25 12:30:59.208000,23.0,0.52690434,-2.5387208,
2023-05-25 12:30:59.208000,24.0,0.364043,-2.562671,
2023-05-25 12:30:59.208000,25.0,0.42152345,-2.3950195,
2023-05-25 12:30:59.209000,26.0,0.40715334,-2.304009,
2023-05-25 12:30:59.209000,27.0,0.16286133,-2.4812403,
2023-05-25 12:30:59.209000,28.0,0.22992188,-2.327959,
2023-05-25 12:30:59.209000,29.0,0.22513184,-2.059717,
2023-05-25 12:30:59.209000,30.0,0.11496094,-2.0405567,
2023-05-25 12:30:59.230000,31.0,0.1580713,-2.2129982,
2023-05-25 12:30:59.249000,32.0,0.2921924,-2.1363575,
2023-05-25 12:30:59.271000,33.0,0.1820215,-2.2321582,
2023-05-25 12:30:59.287000,34.0,0.100590825,-2.1171973,
2023-05-25 12:30:59.310000,35.0,0.20597169,-1.9351759,
2023-05-25 12:30:59.333000,36.0,0.36883304,-2.208208,
2023-05-25 12:30:59.351000,37.0,0.46463382,-2.6057813,
2023-05-25 12:30:59.374000,38.0,0.52690434,-2.5818312,
2023-05-25 12:30:59.394000,39.0,0.45505372,-2.3998096,
2023-05-25 12:30:59.410000,40.0,0.33530274,-2.0932472,
2023-05-25 12:30:59.429000,41.0,0.34009278,-1.8824854,
2023-05-25 12:30:59.453000,42.0,0.44547364,-2.083667,
2023-05-25 12:30:59.469000,43.0,0.5987549,-2.43813,
2023-05-25 12:30:59.492000,44.0,0.6610254,-2.7207422,
2023-05-25 12:30:59.511000,45.0,0.6849756,-2.7111623,
2023-05-25 12:30:59.533000,46.0,0.613125,-2.4668703,
2023-05-25 12:30:59.556000,47.0,0.5364844,-2.2465284,
2023-05-25 12:30:59.573000,48.0,0.5460645,-2.1698878,
2023-05-25 12:30:59.592000,49.0,0.6227051,-2.3614893,
2023-05-25 12:30:59.612000,50.0,0.7664063,-2.6009912,
2023-05-25 12:30:59.633000,51.0,0.85741705,-2.7111623,
2023-05-25 12:30:59.653000,52.0,0.8861573,-2.682422,
2023-05-25 12:30:59.673000,53.0,0.7807764,-2.639312,
2023-05-25 12:30:59.696000,54.0,0.7041358,-2.4716604,
2023-05-25 12:30:59.713000,55.0,0.5987549,-2.3758595,
