,w_gyroscope_time,w_gyroscope_x,w_gyroscope_y,w_gyroscope_z
0,2023-04-08 15:14:02.066,0.5788067,0.05617111,-1.1051056
1,2023-04-08 15:14:02.067,0.5360678,0.12577444,-1.0525978
2,2023-04-08 15:14:02.110,0.4359367,0.19171445,-0.9536878
3,2023-04-08 15:14:02.111,0.38465002,0.24178001,-0.76441556
4,2023-04-08 15:14:02.155,0.40052447,0.29062447,-0.5287411
5,2023-04-08 15:14:02.157,0.41151446,0.34069002,-0.2955089
6,2023-04-08 15:14:02.157,0.41884112,0.3712178,-0.10501556
7,2023-04-08 15:14:02.199,0.4933289,0.38831335,0.081814446
8,2023-04-08 15:14:02.246,0.57514334,0.41273558,0.22224224
9,2023-04-08 15:14:02.247,0.6691689,0.4591378,0.29917222
10,2023-04-08 15:14:02.250,0.7900589,0.5324045,0.3614489
11,2023-04-08 15:14:02.291,0.9463611,0.6056711,0.40785113
12,2023-04-08 15:14:02.291,1.1026634,0.6691689,0.44326335
13,2023-04-08 15:14:02.292,1.2345434,0.70580226,0.44448447
14,2023-04-08 15:14:02.334,1.2943778,0.69237006,0.41395667
15,2023-04-08 15:14:02.335,1.2638501,0.61544,0.3602278
16,2023-04-08 15:14:02.377,1.1344123,0.5556056,0.32725778
17,2023-04-08 15:14:02.378,0.8230289,0.4689067,0.29917222
18,2023-04-08 15:14:02.378,0.39197668,0.31016225,0.29795113
19,2023-04-08 15:14:02.422,-0.106236674,0.15141778,0.30894113
20,2023-04-08 15:14:02.468,-0.49699223,0.026864445,0.29673
21,2023-04-08 15:14:02.469,-0.64108336,-0.028085556,0.31138334
22,2023-04-08 15:14:02.470,-0.59834445,-0.037854444,0.33458444
23,2023-04-08 15:14:02.514,-0.4383789,-0.036633335,0.33458444
24,2023-04-08 15:14:02.514,-0.1965989,-0.025643334,0.32115224
25,2023-04-08 15:14:02.515,0.028085556,-0.0048844446,0.29795113
26,2023-04-08 15:14:02.560,0.14653334,0.0048844446,0.26620224
27,2023-04-08 15:14:02.561,0.14897557,0.008547778,0.2075889
28,2023-04-08 15:14:02.607,0.10745778,-0.0012211112,0.15141778
