1683918320145,2023-05-12T14:05:20.145,3.9,-0.948,1683918320145,2023-05-12T14:05:20.145
1683918320165,2023-05-12T14:05:20.165,3.92,-0.959,1683918320165,2023-05-12T14:05:20.165
1683918320185,2023-05-12T14:05:20.185,3.94,-0.959,1683918320185,2023-05-12T14:05:20.185
1683918320205,2023-05-12T14:05:20.205,3.96,-0.96,1683918320205,2023-05-12T14:05:20.205
1683918320225,2023-05-12T14:05:20.225,3.98,-0.959,1683918320225,2023-05-12T14:05:20.225
1683918320245,2023-05-12T14:05:20.245,4.0,-0.959,1683918320245,2023-05-12T14:05:20.245
1683918320265,2023-05-12T14:05:20.265,4.02,-0.962933333333333,1683918320265,2023-05-12T14:05:20.265
1683918320285,2023-05-12T14:05:20.285,4.04,-0.964533333333333,1683918320285,2023-05-12T14:05:20.285
1683918320305,2023-05-12T14:05:20.305,4.06,-0.966133333333333,1683918320305,2023-05-12T14:05:20.305
1683918320325,2023-05-12T14:05:20.325,4.08,-0.967733333333333,1683918320325,2023-05-12T14:05:20.325
1683918320345,2023-05-12T14:05:20.345,4.1,-0.969333333333333,1683918320345,2023-05-12T14:05:20.345
1683918320365,2023-05-12T14:05:20.365,4.12,-0.970933333333333,1683918320365,2023-05-12T14:05:20.365
1683918320385,2023-05-12T14:05:20.385,4.14,-0.972533333333333,1683918320385,2023-05-12T14:05:20.385
1683918320405,2023-05-12T14:05:20.405,4.16,-0.974133333333333,1683918320405,2023-05-12T14:05:20.405
1683918320425,2023-05-12T14:05:20.425,4.18,-0.975733333333333,1683918320425,2023-05-12T14:05:20.425
1683918320445,2023-05-12T14:05:20.445,4.2,-0.977333333333333,1683918320445,2023-05-12T14:05:20.445
1683918320465,2023-05-12T14:05:20.465,4.22,-0.978933333333333,1683918320465,2023-05-12T14:05:20.465
1683918320485,2023-05-12T14:05:20.485,4.24,-0.980533333333333,1683918320485,2023-05-12T14:05:20.485
1683918320505,2023-05-12T14:05:20.505,4.26,-0.982133333333333,1683918320505,2023-05-12T14:05:20.505
1683918320525,2023-05-12T14:05:20.525,4.28,-0.983733333333333,1683918320525,2023-05-12T14:05:20.525
1683918320545,2023-05-12T14:05:20.545,4.3,-0.985333333333333,1683918320545,2023-05-12T14:05:20.545
1683918320565,2023-05-12T14:05:20.565,4.32,-0.986933333333333,1683918320565,2023-05-12T14:05:20.565
1683918320585,2023-05-12T14:05:20.585,4.34,-0.988533333333333,1683918320585,2023-05-12T14:05:20.585
1683918320605,2023-05-12T14:05:20.605,4.36,-0.990133333333333,1683918320605,2023-05-12T14:05:20.605
1683918320625,2023-05-12T14:05:20.625,4.38,-0.991733333333333,1683918320625,2023-05-12T14:05:20.625
1683918320645,2023-05-12T14:05:20.645,4.4,-0.993333333333333,1683918320645,2023-05-12T14:05:20.645
1683918320665,2023-05-12T14:05:20.665,4.42,-0.994933333333333,1683918320665,2023-05-12T14:05:20.665
1683918320685,2023-05-12T14:05:20.685,4.44,-0.996533333333333,1683918320685,2023-05-12T14:05:20.685
1683918320705,2023-05-12T14:05:20.705,4.46,-0.998133333333333,1683918320705,2023-05-12T14:05:20.705
1683918320725,2023-05-12T14:05:20.725,4.48,-0.999733333333333,1683918320725,2023-05-12T14:05:20.725
1683918320745,2023-05-12T14:05:20.745,4.5,-1.00133333333333,1683918320745,2023-05-12T14:05:20.745
1683918320765,2023-05-12T14:05:20.765,4.52,-1.00293333333333,1683918320765,2023-05-12T14:05:20.765
1683918320785,2023-05-12T14:05:20.785,4.54,-1.00453333333333,1683918320785,2023-05-12T14:05:20.785
1683918320805,2023-05-12T14:05:20.805,4.56,-1.00613333333333,1683918320805,2023-05-12T14:05:20.805
1683918320825,2023-05-12T14:05:20.825,4.58,-1.00773333333333,1683918320825,2023-05-12T14:05:20.825
1683918320845,2023-05-12T14:05:20.845,4.6,-1.00933333333333,1683918320845,2023-05-12T14:05:20.845
1683918320865,2023-05-12T14:05:20.865,4.62,-1.01093333333333,1683918320865,2023-05-12T14:05:20.865
1683918320885,2023-05-12T14:05:20.885,4.64,-1.01253333333333,1683918320885,2023-05-12T14:05:20.885
1683918320905,2023-05-12T14:05:20.905,4.66,-1.01413333333333,1683918320905,2023-05-12T14:05:20.905
1683918320925,2023-05-12T14:05:20.925,4.68,-1.01573333333333,1683918320925,2023-05-12T14:05:20.925
1683918320945,2023-05-12T14:05:20.945,4.7,-1.01733333333333,1683918320945,2023-05-12T14:05:20.945
1683918320965,2023-05-12T14:05:20.965,4.72,-1.01893333333333,1683918320965,2023-05-12T14:05:20.965
1683918320985,2023-05-12T14:05:20.985,4.74,-1.02053333333333,1683918320985,2023-05-12T14:05:20.985
1683918321005,2023-05-12T14:05:20.1005,4.76,-1.02213333333333,1683918321005,2023-05-12T14:05:20.1005
1683918321025,2023-05-12T14:05:20.1025,4.78,-1.02373333333333,1683918321025,2023-05-12T14:05:20.1025
1683918321045,2023-05-12T14:05:20.1045,4.8,-1.02533333333333,1683918321045,2023-05-12T14:05:20.1045
1683918321065,2023-05-12T14:05:20.1065,4.82,-1.02693333333333,1683918321065,2023-05-12T14:05:20.1065
1683918321085,2023-05-12T14:05:20.1085,4.84,-1.02853333333333,1683918321085,2023-05-12T14:05:20.1085
1683918321105,2023-05-12T14:05:20.1105,4.86,-1.03013333333333,1683918321105,2023-05-12T14:05:20.1105
1683918321125,2023-05-12T14:05:20.1125,4.88,-1.03173333333333,1683918321125,2023-05-12T14:05:20.1125
1683918321145,2023-05-12T14:05:20.1145,4.9,-1.03333333333333,1683918321145,2023-05-12T14:05:20.1145
1683918321165,2023-05-12T14:05:20.1165,4.92,-1.03493333333333,1683918321165,2023-05-12T14:05:20.1165
1683918321185,2023-05-12T14:05:20.1185,4.94,-1.03653333333333,1683918321185,2023-05-12T14:05:20.1185
1683918321205,2023-05-12T14:05:20.1205,4.96,-1.03813333333333,1683918321205,2023-05-12T14:05:20.1205
1683918321225,2023-05-12T14:05:20.1225,4.98,-1.03973333333333,1683918321225,2023-05-12T14:05:20.1225
1683918321245,2023-05-12T14:05:20.1245,5.0,-1.04133333333333,1683918321245,2023-05-12T14:05:20.1245
1683918321265,2023-05-12T14:05:20.1265,5.02,-1.04293333333333,1683918321265,2023-05-12T14:05:20.1265
1683918321285,2023-05-12T14:05:20.1285,5.04,-1.04453333333333,1683918321285,2023-05-12T14:05:20.1285
1683918321305,2023-05-12T14:05:20.1305,5.06,-1.04613333333333,1683918321305,2023-05-12T14:05:20.1305
1683918321325,2023-05-12T14:05:20.1325,5.08,-1.04773333333333,1683918321325,2023-05-12T14:05:20.1325
1683918321345,2023-05-12T14:05:20.1345,5.1,-1.04933333333333,1683918321345,2023-05-12T14:05:20.1345
1683918321365,2023-05-12T14:05:20.1365,5.12,-1.05093333333333,1683918321365,2023-05-12T14:05:20.1365
1683918321385,2023-05-12T14:05:20.1385,5.14,-1.05253333333333,1683918321385,2023-05-12T14:05:20.1385
1683918321405,2023-05-12T14:05:20.1405,5.16,-1.05413333333333,1683918321405,2023-05-12T14:05:20.1405
1683918321425,2023-05-12T14:05:20.1425,5.18,-1.05573333333333,1683918321425,2023-05-12T14:05:20.1425
1683918321445,2023-05-12T14:05:20.1445,5.2,-1.05733333333333,1683918321445,2023-05-12T14:05:20.1445
1683918321465,2023-05-12T14:05:20.1465,5.22,-1.05893333333333,1683918321465,2023-05-12T14:05:20.1465
1683918321485,2023-05-12T14:05:20.1485,5.24,-1.06053333333333,1683918321485,2023-05-12T14:05:20.1485
1683918321505,2023-05-12T14:05:20.1505,5.26,-1.06213333333333,1683918321505,2023-05-12T14:05:20.1505
1683918321525,2023-05-12T14:05:20.1525,5.28,-1.06373333333333,1683918321525,2023-05-12T14:05:20.1525
1683918321545,2023-05-12T14:05:20.1545,5.3,-1.06533333333333,1683918321545,2023-05-12T14:05:20.1545
1683918321565,2023-05-12T14:05:20.1565,5.32,-1.06693333333333,1683918321565,2023-05-12T14:05:20.1565
1683918321585,2023-05-12T14:05:20.1585,5.34,-1.06853333333333,1683918321585,2023-05-12T14:05:20.1585
1683918321605,2023-05-12T14:05:20.1605,5.36,-1.07013333333333,1683918321605,2023-05-12T14:05:20.1605
1683918321625,2023-05-12T14:05:20.1625,5.38,-1.07173333333333,1683918321625,2023-05-12T14:05:20.1625
1683918321645,2023-05-12T14:05:20.1645,5.4,-1.07333333333333,1683918321645,2023-05-12T14:05:20.1645
1683918321665,2023-05-12T14:05:20.1665,5.42,-1.07493333333333,1683918321665,2023-05-12T14:05:20.1665
1683918321685,2023-05-12T14:05:20.1685,5.44,-1.07653333333333,1683918321685,2023-05-12T14:05:20.1685
1683918321705,2023-05-12T14:05:20.1705,5.46,-1.07813333333333,1683918321705,2023-05-12T14:05:20.1705
1683918321725,2023-05-12T14:05:20.1725,5.48,-1.07973333333333,1683918321725,2023-05-12T14:05:20.1725
1683918321745,2023-05-12T14:05:20.1745,5.5,-1.08133333333333,1683918321745,2023-05-12T14:05:20.1745
1683918321765,2023-05-12T14:05:20.1765,5.52,-1.08293333333333,1683918321765,2023-05-12T14:05:20.1765
1683918321785,2023-05-12T14:05:20.1785,5.54,-1.08453333333333,1683918321785,2023-05-12T14:05:20.1785
1683918321805,2023-05-12T14:05:20.1805,5.56,-1.08613333333333,1683918321805,2023-05-12T14:05:20.1805
1683918321825,2023-05-12T14:05:20.1825,5.58,-1.08773333333333,1683918321825,2023-05-12T14:05:20.1825
1683918321845,2023-05-12T14:05:20.1845,5.6,-1.08933333333333,1683918321845,2023-05-12T14:05:20.1845
1683918321865,2023-05-12T14:05:20.1865,5.62,-1.09093333333333,1683918321865,2023-05-12T14:05:20.1865
1683918321885,2023-05-12T14:05:20.1885,5.64,-1.09253333333333,1683918321885,2023-05-12T14:05:20.1885
