epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1679676999572,2023-03-24T11:56:39.572,22.16,-0.98,0.289,-0.136
1679676999592,2023-03-24T11:56:39.592,22.18,-0.978,0.332,-0.127
1679676999612,2023-03-24T11:56:39.612,22.2,-0.97,0.337,-0.114
1679676999632,2023-03-24T11:56:39.632,22.22,-0.962,0.331,-0.123
1679676999652,2023-03-24T11:56:39.652,22.24,-0.943,0.324,-0.129
1679676999672,2023-03-24T11:56:39.672,22.26,-0.926,0.294,-0.12
1679676999692,2023-03-24T11:56:39.692,22.28,-0.922,0.247,-0.134
1679676999712,2023-03-24T11:56:39.712,22.3,-0.956,0.217,-0.176
1679676999732,2023-03-24T11:56:39.732,22.32,-0.956,0.189,-0.189
1679676999752,2023-03-24T11:56:39.752,22.34,-0.931,0.195,-0.206
1679676999772,2023-03-24T11:56:39.772,22.36,-0.937,0.214,-0.209
1679676999792,2023-03-24T11:56:39.792,22.38,-0.93,0.217,-0.203
1679676999812,2023-03-24T11:56:39.812,22.4,-0.918,0.219,-0.227
1679676999832,2023-03-24T11:56:39.832,22.42,-0.943,0.22,-0.244
1679676999852,2023-03-24T11:56:39.852,22.44,-0.95,0.217,-0.26
1679676999872,2023-03-24T11:56:39.872,22.46,-0.954,0.237,-0.281
1679676999892,2023-03-24T11:56:39.892,22.48,-0.954,0.25,-0.279
1679676999912,2023-03-24T11:56:39.912,22.5,-0.947,0.247,-0.278
1679676999932,2023-03-24T11:56:39.932,22.52,-0.958,0.242,-0.297
1679676999952,2023-03-24T11:56:39.952,22.54,-0.971,0.247,-0.306
1679676999972,2023-03-24T11:56:39.972,22.56,-0.923,0.227,-0.279
1679676999992,2023-03-24T11:56:39.992,22.58,-0.905,0.185,-0.271
1679677000012,2023-03-24T11:56:40.012,22.6,-0.932,0.156,-0.291
1679677000032,2023-03-24T11:56:40.032,22.62,-0.962,0.134,-0.312
1679677000052,2023-03-24T11:56:40.052,22.64,-0.979,0.148,-0.364
1679677000072,2023-03-24T11:56:40.072,22.66,-1.002,0.228,-0.34
1679677000092,2023-03-24T11:56:40.092,22.68,-0.968,0.289,-0.275
1679677000112,2023-03-24T11:56:40.112,22.7,-0.952,0.343,-0.292
1679677000132,2023-03-24T11:56:40.132,22.72,-0.971,0.403,-0.237
1679677000152,2023-03-24T11:56:40.152,22.74,-0.973,0.343,-0.216
1679677000172,2023-03-24T11:56:40.172,22.76,-1.04,0.271,-0.263
1679677000192,2023-03-24T11:56:40.192,22.78,-1.122,0.282,-0.259
1679677000212,2023-03-24T11:56:40.212,22.8,-1.075,0.316,-0.183
1679677000232,2023-03-24T11:56:40.232,22.82,-0.969,0.336,-0.107
1679677000252,2023-03-24T11:56:40.252,22.84,-0.918,0.372,-0.066
1679677000272,2023-03-24T11:56:40.272,22.86,-0.866,0.419,-0.087
1679677000292,2023-03-24T11:56:40.292,22.88,-0.838,0.533,-0.117
1679677000312,2023-03-24T11:56:40.312,22.9,-0.803,0.596,-0.074
1679677000332,2023-03-24T11:56:40.332,22.92,-0.855,0.612,-0.028
1679677000352,2023-03-24T11:56:40.352,22.94,-0.949,0.584,-0.032
1679677000372,2023-03-24T11:56:40.372,22.96,-0.982,0.522,-0.071
1679677000392,2023-03-24T11:56:40.392,22.98,-0.955,0.495,-0.08
1679677000412,2023-03-24T11:56:40.412,23,-0.884,0.485,-0.054
1679677000432,2023-03-24T11:56:40.432,23.02,-0.788,0.441,-0.037
1679677000452,2023-03-24T11:56:40.452,23.04,-0.807,0.464,-0.047
1679677000472,2023-03-24T11:56:40.472,23.06,-0.813,0.456,-0.053
1679677000492,2023-03-24T11:56:40.492,23.08,-0.859,0.412,-0.04
1679677000512,2023-03-24T11:56:40.512,23.1,-0.877,0.368,-0.036
1679677000532,2023-03-24T11:56:40.532,23.12,-0.892,0.383,-0.046
1679677000552,2023-03-24T11:56:40.552,23.14,-0.948,0.411,-0.052
1679677000572,2023-03-24T11:56:40.572,23.16,-0.934,0.396,-0.044
1679677000592,2023-03-24T11:56:40.592,23.18,-0.912,0.408,-0.067
1679677000612,2023-03-24T11:56:40.612,23.2,-0.872,0.351,-0.009
1679677000632,2023-03-24T11:56:40.632,23.22,-0.816,0.36,-0.003
1679677000652,2023-03-24T11:56:40.652,23.24,-0.799,0.362,0.005
1679677000672,2023-03-24T11:56:40.672,23.26,-0.806,0.411,-0.062
1679677000692,2023-03-24T11:56:40.692,23.28,-0.848,0.482,-0.11
1679677000712,2023-03-24T11:56:40.712,23.3,-0.81,0.497,-0.075
1679677000732,2023-03-24T11:56:40.732,23.32,-0.955,0.535,-0.164
1679677000752,2023-03-24T11:56:40.752,23.34,-1.224,0.567,-0.355
1679677000772,2023-03-24T11:56:40.772,23.36,-0.875,0.485,-0.16
1679677000792,2023-03-24T11:56:40.792,23.38,-0.656,0.378,-0.113
1679677000812,2023-03-24T11:56:40.812,23.4,-0.701,0.299,-0.127
1679677000832,2023-03-24T11:56:40.832,23.42,-0.82,0.299,-0.161
1679677000852,2023-03-24T11:56:40.852,23.44,-0.949,0.295,-0.231
1679677000872,2023-03-24T11:56:40.872,23.46,-1.002,0.316,-0.245
1679677000892,2023-03-24T11:56:40.892,23.48,-1.029,0.322,-0.276
1679677000912,2023-03-24T11:56:40.912,23.5,-0.976,0.355,-0.242
1679677000932,2023-03-24T11:56:40.932,23.52,-0.908,0.442,-0.137
1679677000952,2023-03-24T11:56:40.952,23.54,-0.893,0.433,-0.078
1679677000972,2023-03-24T11:56:40.972,23.56,-0.902,0.316,-0.109
1679677000992,2023-03-24T11:56:40.992,23.58,-0.909,0.216,-0.158
1679677001012,2023-03-24T11:56:41.012,23.6,-0.916,0.183,-0.196
1679677001032,2023-03-24T11:56:41.032,23.62,-0.938,0.195,-0.202
1679677001052,2023-03-24T11:56:41.052,23.64,-0.93,0.209,-0.194
1679677001072,2023-03-24T11:56:41.072,23.66,-0.952,0.238,-0.195
1679677001092,2023-03-24T11:56:41.092,23.68,-0.953,0.249,-0.21
1679677001112,2023-03-24T11:56:41.112,23.7,-0.941,0.255,-0.192
1679677001132,2023-03-24T11:56:41.132,23.72,-0.946,0.252,-0.201
1679677001152,2023-03-24T11:56:41.152,23.74,-0.956,0.211,-0.246
1679677001172,2023-03-24T11:56:41.172,23.76,-0.971,0.193,-0.279
1679677001192,2023-03-24T11:56:41.192,23.78,-0.99,0.195,-0.325
1679677001212,2023-03-24T11:56:41.212,23.8,-0.969,0.202,-0.349
1679677001232,2023-03-24T11:56:41.232,23.82,-0.934,0.251,-0.38
1679677001252,2023-03-24T11:56:41.252,23.84,-0.942,0.336,-0.409
1679677001272,2023-03-24T11:56:41.272,23.86,-0.951,0.398,-0.326
1679677001292,2023-03-24T11:56:41.292,23.88,-0.966,0.428,-0.195
1679677001312,2023-03-24T11:56:41.312,23.9,-0.967,0.447,-0.15
1679677001332,2023-03-24T11:56:41.332,23.92,-1.007,0.511,-0.198
1679677001352,2023-03-24T11:56:41.352,23.94,-1.045,0.542,-0.206
1679677001372,2023-03-24T11:56:41.372,23.96,-1,0.49,-0.208
1679677001392,2023-03-24T11:56:41.392,23.98,-0.935,0.506,-0.167
1679677001412,2023-03-24T11:56:41.412,24,-0.841,0.586,-0.091
1679677001432,2023-03-24T11:56:41.432,24.02,-0.781,0.649,-0.065
1679677001452,2023-03-24T11:56:41.452,24.04,-0.739,0.699,-0.009
1679677001472,2023-03-24T11:56:41.472,24.06,-0.733,0.678,0.047
1679677001492,2023-03-24T11:56:41.492,24.08,-0.88,0.601,0.045
1679677001512,2023-03-24T11:56:41.512,24.1,-0.956,0.486,-0.019
1679677001532,2023-03-24T11:56:41.532,24.12,-0.947,0.433,-0.056
1679677001552,2023-03-24T11:56:41.552,24.14,-0.907,0.452,-0.069
1679677001572,2023-03-24T11:56:41.572,24.16,-0.865,0.458,-0.034
1679677001592,2023-03-24T11:56:41.592,24.18,-0.835,0.491,0.01
1679677001612,2023-03-24T11:56:41.612,24.2,-0.782,0.491,0.017
1679677001632,2023-03-24T11:56:41.632,24.22,-0.759,0.474,-0.01
1679677001652,2023-03-24T11:56:41.652,24.24,-0.755,0.457,-0.02
1679677001672,2023-03-24T11:56:41.672,24.26,-0.806,0.42,0.017
1679677001692,2023-03-24T11:56:41.692,24.28,-0.797,0.327,0.041
1679677001712,2023-03-24T11:56:41.712,24.3,-0.801,0.321,-0.011
1679677001732,2023-03-24T11:56:41.732,24.32,-0.829,0.42,-0.051
1679677001752,2023-03-24T11:56:41.752,24.34,-0.778,0.453,-0.026
1679677001772,2023-03-24T11:56:41.772,24.36,-0.782,0.485,-0.107
1679677001792,2023-03-24T11:56:41.792,24.38,-0.881,0.528,-0.126
1679677001812,2023-03-24T11:56:41.812,24.4,-1.07,0.518,-0.205
1679677001832,2023-03-24T11:56:41.832,24.42,-1.252,0.544,-0.306
1679677001852,2023-03-24T11:56:41.852,24.44,-1.104,0.535,-0.248
1679677001872,2023-03-24T11:56:41.872,24.46,-0.825,0.417,-0.073
1679677001892,2023-03-24T11:56:41.892,24.48,-0.7,0.299,0.026
1679677001912,2023-03-24T11:56:41.912,24.5,-0.754,0.305,0.055
1679677001932,2023-03-24T11:56:41.932,24.52,-0.897,0.358,0.017
1679677001952,2023-03-24T11:56:41.952,24.54,-1.011,0.403,-0.072
1679677001972,2023-03-24T11:56:41.972,24.56,-1.024,0.398,-0.107
1679677001992,2023-03-24T11:56:41.992,24.58,-0.942,0.352,-0.139
1679677002012,2023-03-24T11:56:42.012,24.6,-0.88,0.347,-0.16
1679677002032,2023-03-24T11:56:42.032,24.62,-0.859,0.398,-0.177
1679677002052,2023-03-24T11:56:42.052,24.64,-0.856,0.482,-0.18
1679677002072,2023-03-24T11:56:42.072,24.66,-0.849,0.549,-0.167
1679677002092,2023-03-24T11:56:42.092,24.68,-0.849,0.574,-0.151
1679677002112,2023-03-24T11:56:42.112,24.7,-0.793,0.57,-0.156
1679677002132,2023-03-24T11:56:42.132,24.72,-0.746,0.551,-0.144
1679677002152,2023-03-24T11:56:42.152,24.74,-0.781,0.52,-0.098
1679677002172,2023-03-24T11:56:42.172,24.76,-0.883,0.477,-0.078
1679677002192,2023-03-24T11:56:42.192,24.78,-1.008,0.441,-0.107
1679677002212,2023-03-24T11:56:42.212,24.8,-1.051,0.417,-0.102
1679677002232,2023-03-24T11:56:42.232,24.82,-1.035,0.38,-0.018
1679677002252,2023-03-24T11:56:42.252,24.84,-1.026,0.367,-0.075
1679677002272,2023-03-24T11:56:42.272,24.86,-0.932,0.364,-0.111
1679677002292,2023-03-24T11:56:42.292,24.88,-0.837,0.403,-0.044
1679677002312,2023-03-24T11:56:42.312,24.9,-0.826,0.45,0.011
1679677002352,2023-03-24T11:56:42.352,24.94,-0.84,0.487,-0.066
1679677002372,2023-03-24T11:56:42.372,24.96,-0.855,0.514,-0.099
1679677002392,2023-03-24T11:56:42.392,24.98,-0.839,0.545,-0.091
1679677002412,2023-03-24T11:56:42.412,25,-0.796,0.563,-0.055
1679677002432,2023-03-24T11:56:42.432,25.02,-0.762,0.535,-0.027
1679677002452,2023-03-24T11:56:42.452,25.04,-0.753,0.503,-0.016
1679677002472,2023-03-24T11:56:42.472,25.06,-0.763,0.5,-0.008
1679677002492,2023-03-24T11:56:42.492,25.08,-0.773,0.491,0.007
1679677002512,2023-03-24T11:56:42.512,25.1,-0.783,0.523,-0.007
1679677002532,2023-03-24T11:56:42.532,25.12,-0.786,0.555,-0.008
1679677002552,2023-03-24T11:56:42.552,25.14,-0.791,0.563,-0.007
1679677002572,2023-03-24T11:56:42.572,25.16,-0.792,0.59,-0.015
1679677002592,2023-03-24T11:56:42.592,25.18,-0.793,0.641,0.001
1679677002612,2023-03-24T11:56:42.612,25.2,-0.798,0.656,0.048
1679677002632,2023-03-24T11:56:42.632,25.22,-0.798,0.631,0.088
1679677002652,2023-03-24T11:56:42.652,25.24,-0.824,0.606,0.079
1679677002672,2023-03-24T11:56:42.672,25.26,-0.86,0.572,0.056
1679677002692,2023-03-24T11:56:42.692,25.28,-0.909,0.549,0.007
1679677002712,2023-03-24T11:56:42.712,25.3,-0.95,0.58,0.012
1679677002732,2023-03-24T11:56:42.732,25.32,-0.958,0.624,0.006
1679677002752,2023-03-24T11:56:42.752,25.34,-0.964,0.685,-0.156
1679677002772,2023-03-24T11:56:42.772,25.36,-0.95,0.778,-0.336
1679677002792,2023-03-24T11:56:42.792,25.38,-0.995,0.689,-0.363
1679677002812,2023-03-24T11:56:42.812,25.4,-1.281,0.586,-0.498
1679677002832,2023-03-24T11:56:42.832,25.42,-1.228,0.445,-0.486
1679677002852,2023-03-24T11:56:42.852,25.44,-0.942,0.143,-0.339
1679677002872,2023-03-24T11:56:42.872,25.46,-0.828,-0.047,-0.246
1679677002892,2023-03-24T11:56:42.892,25.48,-0.864,0.087,-0.286
1679677002912,2023-03-24T11:56:42.912,25.5,-0.909,0.223,-0.307
1679677002932,2023-03-24T11:56:42.932,25.52,-0.864,0.244,-0.31
1679677002952,2023-03-24T11:56:42.952,25.54,-0.826,0.313,-0.265
1679677002972,2023-03-24T11:56:42.972,25.56,-0.778,0.329,-0.206
1679677002992,2023-03-24T11:56:42.992,25.58,-0.791,0.285,-0.226
1679677003012,2023-03-24T11:56:43.012,25.6,-0.911,0.282,-0.229
1679677003032,2023-03-24T11:56:43.032,25.62,-0.983,0.246,-0.251
1679677003052,2023-03-24T11:56:43.052,25.64,-1.007,0.243,-0.258
1679677003072,2023-03-24T11:56:43.072,25.66,-0.954,0.257,-0.198
1679677003092,2023-03-24T11:56:43.092,25.68,-0.903,0.276,-0.172
1679677003112,2023-03-24T11:56:43.112,25.7,-0.881,0.312,-0.209
1679677003132,2023-03-24T11:56:43.132,25.72,-0.903,0.323,-0.231
1679677003152,2023-03-24T11:56:43.152,25.74,-0.909,0.32,-0.215
1679677003172,2023-03-24T11:56:43.172,25.76,-0.924,0.345,-0.224
1679677003192,2023-03-24T11:56:43.192,25.78,-0.919,0.373,-0.209
1679677003212,2023-03-24T11:56:43.212,25.8,-0.933,0.428,-0.211
1679677003232,2023-03-24T11:56:43.232,25.82,-0.919,0.478,-0.263
1679677003252,2023-03-24T11:56:43.252,25.84,-0.877,0.5,-0.19
1679677003272,2023-03-24T11:56:43.272,25.86,-0.799,0.429,-0.148
1679677003292,2023-03-24T11:56:43.292,25.88,-0.836,0.327,-0.21
1679677003312,2023-03-24T11:56:43.312,25.9,-0.852,0.238,-0.22
1679677003332,2023-03-24T11:56:43.332,25.92,-0.864,0.245,-0.249
1679677003352,2023-03-24T11:56:43.352,25.94,-0.868,0.3,-0.146
1679677003372,2023-03-24T11:56:43.372,25.96,-0.911,0.387,-0.003
1679677003392,2023-03-24T11:56:43.392,25.98,-0.988,0.411,0.016
1679677003412,2023-03-24T11:56:43.412,26,-1.056,0.413,-0.006
1679677003432,2023-03-24T11:56:43.432,26.02,-1,0.359,-0.041
1679677003452,2023-03-24T11:56:43.452,26.04,-0.948,0.264,-0.014
1679677003472,2023-03-24T11:56:43.472,26.06,-0.913,0.219,-0.037
1679677003492,2023-03-24T11:56:43.492,26.08,-0.896,0.27,-0.029
1679677003512,2023-03-24T11:56:43.512,26.1,-0.912,0.355,0.002
1679677003532,2023-03-24T11:56:43.532,26.12,-0.914,0.393,0.024
1679677003552,2023-03-24T11:56:43.552,26.14,-0.913,0.416,0.013
1679677003572,2023-03-24T11:56:43.572,26.16,-0.932,0.433,0.008
1679677003592,2023-03-24T11:56:43.592,26.18,-0.884,0.433,0.004
1679677003612,2023-03-24T11:56:43.612,26.2,-0.876,0.419,0.006
1679677003632,2023-03-24T11:56:43.632,26.22,-0.875,0.413,0
1679677003652,2023-03-24T11:56:43.652,26.24,-0.818,0.43,-0.027
1679677003672,2023-03-24T11:56:43.672,26.26,-0.83,0.507,-0.045
1679677003692,2023-03-24T11:56:43.692,26.28,-0.864,0.564,0.015
1679677003712,2023-03-24T11:56:43.712,26.3,-0.862,0.579,0.053
1679677003732,2023-03-24T11:56:43.732,26.32,-0.845,0.539,0.072
1679677003752,2023-03-24T11:56:43.752,26.34,-0.875,0.468,0.058
1679677003772,2023-03-24T11:56:43.772,26.36,-0.886,0.475,0.05
1679677003792,2023-03-24T11:56:43.792,26.38,-0.87,0.489,0.039
1679677003812,2023-03-24T11:56:43.812,26.4,-0.858,0.495,0.048
1679677003832,2023-03-24T11:56:43.832,26.42,-0.845,0.518,0.051
1679677003852,2023-03-24T11:56:43.852,26.44,-0.838,0.529,0.087
1679677003872,2023-03-24T11:56:43.872,26.46,-0.846,0.53,0.131
1679677003892,2023-03-24T11:56:43.892,26.48,-0.874,0.508,0.159
1679677003912,2023-03-24T11:56:43.912,26.5,-0.878,0.456,0.117
1679677003932,2023-03-24T11:56:43.932,26.52,-0.929,0.477,0.063
1679677003952,2023-03-24T11:56:43.952,26.54,-0.956,0.498,0.036
1679677003972,2023-03-24T11:56:43.972,26.56,-0.947,0.534,0.007
1679677003992,2023-03-24T11:56:43.992,26.58,-0.948,0.617,-0.026
1679677004012,2023-03-24T11:56:44.012,26.6,-0.974,0.694,-0.067
1679677004032,2023-03-24T11:56:44.032,26.62,-0.965,0.733,-0.155
1679677004052,2023-03-24T11:56:44.052,26.64,-0.85,0.669,-0.171
1679677004072,2023-03-24T11:56:44.072,26.66,-0.997,0.593,-0.238
1679677004092,2023-03-24T11:56:44.092,26.68,-1.19,0.489,-0.351
1679677004112,2023-03-24T11:56:44.112,26.7,-1.052,0.313,-0.374
1679677004132,2023-03-24T11:56:44.132,26.72,-0.889,0.158,-0.314
1679677004152,2023-03-24T11:56:44.152,26.74,-0.883,0.04,-0.263
1679677004172,2023-03-24T11:56:44.172,26.76,-0.88,-0.018,-0.258
1679677004192,2023-03-24T11:56:44.192,26.78,-0.874,0.02,-0.341
1679677004212,2023-03-24T11:56:44.212,26.8,-0.913,0.142,-0.341
1679677004232,2023-03-24T11:56:44.232,26.82,-0.874,0.222,-0.249
1679677004252,2023-03-24T11:56:44.252,26.84,-0.879,0.242,-0.188
1679677004272,2023-03-24T11:56:44.272,26.86,-0.927,0.221,-0.147
1679677004292,2023-03-24T11:56:44.292,26.88,-0.98,0.191,-0.153
1679677004312,2023-03-24T11:56:44.312,26.9,-1.063,0.178,-0.168
1679677004332,2023-03-24T11:56:44.332,26.92,-1.035,0.184,-0.189
1679677004352,2023-03-24T11:56:44.352,26.94,-0.949,0.222,-0.188
1679677004372,2023-03-24T11:56:44.372,26.96,-0.949,0.3,-0.18
1679677004392,2023-03-24T11:56:44.392,26.98,-0.957,0.329,-0.184
1679677004412,2023-03-24T11:56:44.412,27,-0.9,0.314,-0.193
1679677004432,2023-03-24T11:56:44.432,27.02,-0.896,0.287,-0.19
1679677004452,2023-03-24T11:56:44.452,27.04,-0.908,0.264,-0.201
1679677004472,2023-03-24T11:56:44.472,27.06,-0.951,0.29,-0.232
1679677004492,2023-03-24T11:56:44.492,27.08,-1.052,0.344,-0.277
1679677004512,2023-03-24T11:56:44.512,27.1,-0.993,0.362,-0.224
1679677004532,2023-03-24T11:56:44.532,27.12,-0.906,0.383,-0.199
1679677004552,2023-03-24T11:56:44.552,27.14,-0.844,0.382,-0.133
1679677004572,2023-03-24T11:56:44.572,27.16,-0.811,0.321,-0.158
1679677004592,2023-03-24T11:56:44.592,27.18,-0.872,0.302,-0.189
1679677004612,2023-03-24T11:56:44.612,27.2,-0.925,0.309,-0.192
1679677004632,2023-03-24T11:56:44.632,27.22,-0.945,0.326,-0.195
1679677004652,2023-03-24T11:56:44.652,27.24,-0.957,0.353,-0.171
1679677004672,2023-03-24T11:56:44.672,27.26,-0.934,0.367,-0.124
1679677004692,2023-03-24T11:56:44.692,27.28,-0.911,0.384,-0.108
1679677004712,2023-03-24T11:56:44.712,27.3,-0.919,0.384,-0.102
1679677004732,2023-03-24T11:56:44.732,27.32,-0.906,0.326,-0.103
1679677004752,2023-03-24T11:56:44.752,27.34,-0.904,0.276,-0.122
1679677004772,2023-03-24T11:56:44.772,27.36,-0.929,0.269,-0.129
1679677004792,2023-03-24T11:56:44.792,27.38,-0.949,0.296,-0.133
1679677004812,2023-03-24T11:56:44.812,27.4,-0.948,0.333,-0.125
1679677004832,2023-03-24T11:56:44.832,27.42,-0.93,0.343,-0.108
1679677004852,2023-03-24T11:56:44.852,27.44,-0.919,0.34,-0.101
1679677004872,2023-03-24T11:56:44.872,27.46,-0.916,0.329,-0.106
1679677004892,2023-03-24T11:56:44.892,27.48,-0.926,0.312,-0.108
1679677004912,2023-03-24T11:56:44.912,27.5,-0.933,0.311,-0.116
1679677004932,2023-03-24T11:56:44.932,27.52,-0.928,0.322,-0.114
1679677004952,2023-03-24T11:56:44.952,27.54,-0.927,0.331,-0.109
1679677004972,2023-03-24T11:56:44.972,27.56,-0.937,0.334,-0.119
1679677004992,2023-03-24T11:56:44.992,27.58,-0.942,0.343,-0.128
1679677005012,2023-03-24T11:56:45.012,27.6,-0.927,0.352,-0.123
1679677005032,2023-03-24T11:56:45.032,27.62,-0.919,0.349,-0.109
1679677005052,2023-03-24T11:56:45.052,27.64,-0.925,0.342,-0.103
1679677005072,2023-03-24T11:56:45.072,27.66,-0.937,0.331,-0.099
1679677005092,2023-03-24T11:56:45.092,27.68,-0.94,0.32,-0.107
1679677005112,2023-03-24T11:56:45.112,27.7,-0.945,0.316,-0.11
1679677005132,2023-03-24T11:56:45.132,27.72,-0.943,0.323,-0.115
1679677005152,2023-03-24T11:56:45.152,27.74,-0.937,0.332,-0.12
1679677005172,2023-03-24T11:56:45.172,27.76,-0.931,0.335,-0.118
1679677005192,2023-03-24T11:56:45.192,27.78,-0.931,0.333,-0.117
1679677005212,2023-03-24T11:56:45.212,27.8,-0.939,0.341,-0.131
1679677005232,2023-03-24T11:56:45.232,27.82,-0.933,0.342,-0.144
