epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1679949336418,2023-03-27T15:35:36.418,35.9,0.998,-0.091,0.044
1679949336438,2023-03-27T15:35:36.438,35.92,0.99,-0.106,0.129
1679949336458,2023-03-27T15:35:36.458,35.94,0.915,-0.351,0.3
1679949336478,2023-03-27T15:35:36.478,35.96,0.871,-0.632,0.33
1679949336498,2023-03-27T15:35:36.498,35.98,0.959,-0.515,0.243
1679949336518,2023-03-27T15:35:36.518,36,0.976,-0.475,0.273
1679949336538,2023-03-27T15:35:36.538,36.02,0.802,-0.619,0.315
1679949336558,2023-03-27T15:35:36.558,36.04,0.837,-0.696,0.371
1679949336578,2023-03-27T15:35:36.578,36.06,1.004,-0.656,0.315
1679949336598,2023-03-27T15:35:36.598,36.08,1.014,-0.446,0.167
1679949336618,2023-03-27T15:35:36.618,36.1,0.857,-0.255,0.123
1679949336638,2023-03-27T15:35:36.638,36.12,0.742,-0.232,0.171
1679949336658,2023-03-27T15:35:36.658,36.14,0.695,-0.234,0.192
1679949336678,2023-03-27T15:35:36.678,36.16,0.745,-0.234,0.209
1679949336698,2023-03-27T15:35:36.698,36.18,0.771,-0.262,0.189
1679949336718,2023-03-27T15:35:36.718,36.2,0.783,-0.282,0.206
1679949336738,2023-03-27T15:35:36.738,36.22,0.814,-0.283,0.237
1679949336758,2023-03-27T15:35:36.758,36.24,0.784,-0.281,0.213
1679949336778,2023-03-27T15:35:36.778,36.26,0.841,-0.311,0.245
1679949336798,2023-03-27T15:35:36.798,36.28,0.859,-0.332,0.212
1679949336818,2023-03-27T15:35:36.818,36.3,0.864,-0.344,0.2
1679949336838,2023-03-27T15:35:36.838,36.32,0.809,-0.341,0.164
1679949336858,2023-03-27T15:35:36.858,36.34,0.81,-0.322,0.18
1679949336878,2023-03-27T15:35:36.878,36.36,0.835,-0.312,0.221
1679949336898,2023-03-27T15:35:36.898,36.38,0.894,-0.348,0.2
1679949336918,2023-03-27T15:35:36.918,36.4,0.952,-0.385,0.205
1679949336938,2023-03-27T15:35:36.938,36.42,0.992,-0.448,0.264
1679949336958,2023-03-27T15:35:36.958,36.44,1.036,-0.547,0.14
1679949336978,2023-03-27T15:35:36.978,36.46,0.976,-0.427,0.164
1679949336998,2023-03-27T15:35:36.998,36.48,0.944,-0.255,0.349
1679949337018,2023-03-27T15:35:37.018,36.5,0.892,-0.248,0.25
1679949337038,2023-03-27T15:35:37.038,36.52,0.871,-0.293,0.155
1679949337058,2023-03-27T15:35:37.058,36.54,0.934,-0.363,0.146
1679949337078,2023-03-27T15:35:37.078,36.56,0.981,-0.464,0.124
1679949337098,2023-03-27T15:35:37.098,36.58,0.931,-0.59,0.069
1679949337118,2023-03-27T15:35:37.118,36.6,0.918,-0.679,0.09
1679949337138,2023-03-27T15:35:37.138,36.62,0.937,-0.701,0.066
1679949337158,2023-03-27T15:35:37.158,36.64,0.926,-0.659,0.014
1679949337178,2023-03-27T15:35:37.178,36.66,0.856,-0.61,-0.043
1679949337198,2023-03-27T15:35:37.198,36.68,0.704,-0.566,-0.085
1679949337218,2023-03-27T15:35:37.218,36.7,0.592,-0.494,-0.02
1679949337238,2023-03-27T15:35:37.238,36.72,0.606,-0.441,0.066
1679949337258,2023-03-27T15:35:37.258,36.74,0.67,-0.432,0.036
1679949337278,2023-03-27T15:35:37.278,36.76,0.702,-0.448,-0.016
1679949337298,2023-03-27T15:35:37.298,36.78,0.693,-0.47,-0.091
1679949337318,2023-03-27T15:35:37.318,36.8,0.724,-0.51,-0.068
1679949337338,2023-03-27T15:35:37.338,36.82,0.676,-0.545,-0.072
1679949337358,2023-03-27T15:35:37.358,36.84,0.668,-0.57,-0.015
1679949337378,2023-03-27T15:35:37.378,36.86,0.71,-0.624,0.004
1679949337398,2023-03-27T15:35:37.398,36.88,0.754,-0.662,-0.049
1679949337418,2023-03-27T15:35:37.418,36.9,0.739,-0.666,-0.079
1679949337438,2023-03-27T15:35:37.438,36.92,0.685,-0.688,-0.047
1679949337458,2023-03-27T15:35:37.458,36.94,0.646,-0.708,-0.056
1679949337478,2023-03-27T15:35:37.478,36.96,0.644,-0.691,-0.047
1679949337498,2023-03-27T15:35:37.498,36.98,0.668,-0.688,-0.026
1679949337518,2023-03-27T15:35:37.518,37,0.721,-0.723,-0.04
1679949337538,2023-03-27T15:35:37.538,37.02,0.74,-0.776,-0.07
1679949337558,2023-03-27T15:35:37.558,37.04,0.741,-0.792,-0.088
1679949337578,2023-03-27T15:35:37.578,37.06,0.71,-0.79,-0.072
1679949337598,2023-03-27T15:35:37.598,37.08,0.681,-0.783,-0.073
1679949337618,2023-03-27T15:35:37.618,37.1,0.651,-0.765,-0.09
1679949337638,2023-03-27T15:35:37.638,37.12,0.627,-0.732,-0.094
1679949337658,2023-03-27T15:35:37.658,37.14,0.633,-0.705,-0.096
1679949337678,2023-03-27T15:35:37.678,37.16,0.649,-0.712,-0.101
1679949337698,2023-03-27T15:35:37.698,37.18,0.666,-0.748,-0.09
1679949337718,2023-03-27T15:35:37.718,37.2,0.633,-0.772,-0.115
1679949337738,2023-03-27T15:35:37.738,37.22,0.641,-0.773,-0.127
1679949337758,2023-03-27T15:35:37.758,37.24,0.7,-0.794,-0.126
1679949337778,2023-03-27T15:35:37.778,37.26,0.715,-0.816,-0.147
1679949337798,2023-03-27T15:35:37.798,37.28,0.725,-0.803,-0.141
1679949337818,2023-03-27T15:35:37.818,37.3,0.764,-0.782,-0.147
1679949337838,2023-03-27T15:35:37.838,37.32,0.812,-0.784,-0.144
1679949337858,2023-03-27T15:35:37.858,37.34,0.827,-0.734,-0.141
1679949337878,2023-03-27T15:35:37.878,37.36,0.833,-0.63,-0.117
1679949337898,2023-03-27T15:35:37.898,37.38,0.835,-0.569,-0.083
1679949337918,2023-03-27T15:35:37.918,37.4,0.809,-0.557,-0.094
1679949337938,2023-03-27T15:35:37.938,37.42,0.854,-0.565,-0.097
1679949337958,2023-03-27T15:35:37.958,37.44,0.882,-0.59,-0.112
1679949337978,2023-03-27T15:35:37.978,37.46,0.904,-0.606,-0.107
1679949337998,2023-03-27T15:35:37.998,37.48,0.938,-0.606,-0.084
1679949338018,2023-03-27T15:35:38.018,37.5,0.966,-0.592,-0.057
1679949338038,2023-03-27T15:35:38.038,37.52,0.988,-0.576,-0.049
1679949338058,2023-03-27T15:35:38.058,37.54,0.993,-0.55,-0.04
1679949338078,2023-03-27T15:35:38.078,37.56,0.984,-0.504,-0.02
1679949338098,2023-03-27T15:35:38.098,37.58,0.94,-0.46,-0.002
1679949338118,2023-03-27T15:35:38.118,37.6,0.878,-0.417,0.012
1679949338138,2023-03-27T15:35:38.138,37.62,0.869,-0.379,0.013
1679949338158,2023-03-27T15:35:38.158,37.64,0.897,-0.339,-0.003
1679949338178,2023-03-27T15:35:38.178,37.66,0.939,-0.32,-0.001
1679949338198,2023-03-27T15:35:38.198,37.68,0.961,-0.302,0.023
1679949338218,2023-03-27T15:35:38.218,37.7,0.947,-0.283,0.036
1679949338238,2023-03-27T15:35:38.238,37.72,0.956,-0.266,0.035
1679949338258,2023-03-27T15:35:38.258,37.74,0.969,-0.258,0.028
1679949338278,2023-03-27T15:35:38.278,37.76,0.985,-0.251,0.023
1679949338298,2023-03-27T15:35:38.298,37.78,1.016,-0.25,0.026
1679949338318,2023-03-27T15:35:38.318,37.8,1.025,-0.235,0.038
1679949338338,2023-03-27T15:35:38.338,37.82,1.007,-0.205,0.055
1679949338358,2023-03-27T15:35:38.358,37.84,1,-0.181,0.068
1679949338378,2023-03-27T15:35:38.378,37.86,0.993,-0.172,0.086
1679949338398,2023-03-27T15:35:38.398,37.88,0.97,-0.178,0.093
1679949338418,2023-03-27T15:35:38.418,37.9,0.951,-0.192,0.089
1679949338438,2023-03-27T15:35:38.438,37.92,0.944,-0.208,0.086
1679949338458,2023-03-27T15:35:38.458,37.94,0.944,-0.218,0.082
1679949338478,2023-03-27T15:35:38.478,37.96,0.962,-0.229,0.083
1679949338498,2023-03-27T15:35:38.498,37.98,0.974,-0.239,0.081
1679949338518,2023-03-27T15:35:38.518,38,0.981,-0.263,0.072
1679949338538,2023-03-27T15:35:38.538,38.02,0.987,-0.288,0.062
1679949338558,2023-03-27T15:35:38.558,38.04,0.98,-0.295,0.058
1679949338578,2023-03-27T15:35:38.578,38.06,0.963,-0.287,0.063
1679949338598,2023-03-27T15:35:38.598,38.08,0.958,-0.277,0.06
1679949338618,2023-03-27T15:35:38.618,38.1,0.957,-0.265,0.047
1679949338638,2023-03-27T15:35:38.638,38.12,0.959,-0.248,0.036
1679949338658,2023-03-27T15:35:38.658,38.14,0.965,-0.233,0.034
1679949338678,2023-03-27T15:35:38.678,38.16,0.971,-0.225,0.038
1679949338698,2023-03-27T15:35:38.698,38.18,0.973,-0.215,0.037
1679949338718,2023-03-27T15:35:38.718,38.2,0.98,-0.211,0.04
1679949338738,2023-03-27T15:35:38.738,38.22,0.984,-0.214,0.042
1679949338758,2023-03-27T15:35:38.758,38.24,0.978,-0.225,0.044
1679949338778,2023-03-27T15:35:38.778,38.26,0.969,-0.241,0.042
