epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1679949878631,2023-03-27T15:44:38.631,27.46,0.923,-0.268,0.298
1679949878651,2023-03-27T15:44:38.651,27.48,0.924,-0.269,0.297
1679949878671,2023-03-27T15:44:38.671,27.5,0.925,-0.269,0.296
1679949878691,2023-03-27T15:44:38.691,27.52,0.923,-0.267,0.297
1679949878711,2023-03-27T15:44:38.711,27.54,0.924,-0.266,0.297
1679949878731,2023-03-27T15:44:38.731,27.56,0.925,-0.264,0.298
1679949878751,2023-03-27T15:44:38.751,27.58,0.922,-0.267,0.297
1679949878771,2023-03-27T15:44:38.771,27.6,0.925,-0.267,0.3
1679949878791,2023-03-27T15:44:38.791,27.62,0.925,-0.264,0.298
1679949878811,2023-03-27T15:44:38.811,27.64,0.926,-0.259,0.296
1679949878831,2023-03-27T15:44:38.831,27.66,0.927,-0.259,0.299
1679949878851,2023-03-27T15:44:38.851,27.68,0.929,-0.26,0.298
1679949878871,2023-03-27T15:44:38.871,27.7,0.924,-0.263,0.296
1679949878891,2023-03-27T15:44:38.891,27.72,0.922,-0.267,0.294
1679949878911,2023-03-27T15:44:38.911,27.74,0.923,-0.267,0.295
1679949878931,2023-03-27T15:44:38.931,27.76,0.925,-0.265,0.297
1679949878951,2023-03-27T15:44:38.951,27.78,0.928,-0.265,0.298
1679949878971,2023-03-27T15:44:38.971,27.8,0.924,-0.269,0.293
1679949878991,2023-03-27T15:44:38.991,27.82,0.922,-0.271,0.293
1679949879011,2023-03-27T15:44:39.011,27.84,0.923,-0.273,0.295
1679949879031,2023-03-27T15:44:39.031,27.86,0.924,-0.27,0.299
1679949879051,2023-03-27T15:44:39.051,27.88,0.924,-0.264,0.299
1679949879071,2023-03-27T15:44:39.071,27.9,0.925,-0.264,0.295
1679949879091,2023-03-27T15:44:39.091,27.92,0.926,-0.263,0.294
1679949879111,2023-03-27T15:44:39.111,27.94,0.925,-0.261,0.299
1679949879131,2023-03-27T15:44:39.131,27.96,0.923,-0.261,0.298
1679949879151,2023-03-27T15:44:39.151,27.98,0.925,-0.264,0.296
1679949879171,2023-03-27T15:44:39.171,28,0.927,-0.266,0.294
1679949879191,2023-03-27T15:44:39.191,28.02,0.925,-0.265,0.295
1679949879211,2023-03-27T15:44:39.211,28.04,0.923,-0.263,0.299
1679949879231,2023-03-27T15:44:39.231,28.06,0.925,-0.262,0.3
1679949879251,2023-03-27T15:44:39.251,28.08,0.926,-0.262,0.303
1679949879271,2023-03-27T15:44:39.271,28.1,0.924,-0.258,0.301
1679949879291,2023-03-27T15:44:39.291,28.12,0.924,-0.256,0.302
1679949879311,2023-03-27T15:44:39.311,28.14,0.925,-0.255,0.3
1679949879331,2023-03-27T15:44:39.331,28.16,0.929,-0.256,0.301
1679949879351,2023-03-27T15:44:39.351,28.18,0.925,-0.255,0.302
1679949879371,2023-03-27T15:44:39.371,28.2,0.925,-0.253,0.303
1679949879391,2023-03-27T15:44:39.391,28.22,0.928,-0.25,0.303
1679949879411,2023-03-27T15:44:39.411,28.24,0.932,-0.247,0.308
1679949879431,2023-03-27T15:44:39.431,28.26,0.931,-0.247,0.307
1679949879451,2023-03-27T15:44:39.451,28.28,0.925,-0.255,0.298
1679949879471,2023-03-27T15:44:39.471,28.3,0.924,-0.255,0.299
1679949879491,2023-03-27T15:44:39.491,28.32,0.925,-0.249,0.303
1679949879511,2023-03-27T15:44:39.511,28.34,0.926,-0.246,0.306
1679949879531,2023-03-27T15:44:39.531,28.36,0.93,-0.247,0.306
1679949879551,2023-03-27T15:44:39.551,28.38,0.926,-0.252,0.303
1679949879571,2023-03-27T15:44:39.571,28.4,0.924,-0.254,0.304
1679949879591,2023-03-27T15:44:39.591,28.42,0.923,-0.252,0.303
1679949879611,2023-03-27T15:44:39.611,28.44,0.928,-0.248,0.309
1679949879631,2023-03-27T15:44:39.631,28.46,0.929,-0.246,0.307
1679949879651,2023-03-27T15:44:39.651,28.48,0.927,-0.243,0.306
1679949879671,2023-03-27T15:44:39.671,28.5,0.932,-0.241,0.305
1679949879691,2023-03-27T15:44:39.691,28.52,0.927,-0.237,0.31
1679949879711,2023-03-27T15:44:39.711,28.54,0.924,-0.235,0.313
1679949879731,2023-03-27T15:44:39.731,28.56,0.927,-0.236,0.312
1679949879751,2023-03-27T15:44:39.751,28.58,0.929,-0.241,0.31
1679949879771,2023-03-27T15:44:39.771,28.6,0.927,-0.242,0.309
1679949879791,2023-03-27T15:44:39.791,28.62,0.926,-0.241,0.31
1679949879811,2023-03-27T15:44:39.811,28.64,0.929,-0.239,0.309
1679949879831,2023-03-27T15:44:39.831,28.66,0.931,-0.241,0.309
1679949879851,2023-03-27T15:44:39.851,28.68,0.926,-0.24,0.311
1679949879871,2023-03-27T15:44:39.871,28.7,0.926,-0.239,0.31
1679949879891,2023-03-27T15:44:39.891,28.72,0.928,-0.244,0.308
1679949879911,2023-03-27T15:44:39.911,28.74,0.927,-0.243,0.307
1679949879931,2023-03-27T15:44:39.931,28.76,0.928,-0.239,0.31
1679949879951,2023-03-27T15:44:39.951,28.78,0.926,-0.237,0.309
1679949879971,2023-03-27T15:44:39.971,28.8,0.931,-0.231,0.314
1679949879991,2023-03-27T15:44:39.991,28.82,0.932,-0.227,0.316
1679949880011,2023-03-27T15:44:40.011,28.84,0.926,-0.237,0.309
1679949880031,2023-03-27T15:44:40.031,28.86,0.924,-0.248,0.305
1679949880051,2023-03-27T15:44:40.051,28.88,0.924,-0.249,0.309
1679949880071,2023-03-27T15:44:40.071,28.9,0.928,-0.24,0.314
1679949880091,2023-03-27T15:44:40.091,28.92,0.929,-0.236,0.315
1679949880111,2023-03-27T15:44:40.111,28.94,0.927,-0.24,0.313
1679949880131,2023-03-27T15:44:40.131,28.96,0.927,-0.247,0.31
1679949880151,2023-03-27T15:44:40.151,28.98,0.924,-0.254,0.305
1679949880171,2023-03-27T15:44:40.171,29,0.923,-0.257,0.306
1679949880191,2023-03-27T15:44:40.191,29.02,0.926,-0.257,0.307
1679949880211,2023-03-27T15:44:40.211,29.04,0.925,-0.253,0.306
1679949880231,2023-03-27T15:44:40.231,29.06,0.928,-0.25,0.307
1679949880251,2023-03-27T15:44:40.251,29.08,0.926,-0.247,0.308
1679949880271,2023-03-27T15:44:40.271,29.1,0.926,-0.246,0.308
1679949880291,2023-03-27T15:44:40.291,29.12,0.927,-0.247,0.307
1679949880311,2023-03-27T15:44:40.311,29.14,0.928,-0.248,0.307
1679949880331,2023-03-27T15:44:40.331,29.16,0.928,-0.246,0.308
1679949880351,2023-03-27T15:44:40.351,29.18,0.927,-0.246,0.309
1679949880371,2023-03-27T15:44:40.371,29.2,0.925,-0.25,0.307
1679949880391,2023-03-27T15:44:40.391,29.22,0.926,-0.25,0.308
1679949880411,2023-03-27T15:44:40.411,29.24,0.926,-0.252,0.306
1679949880431,2023-03-27T15:44:40.431,29.26,0.924,-0.254,0.305
1679949880451,2023-03-27T15:44:40.451,29.28,0.925,-0.254,0.304
1679949880471,2023-03-27T15:44:40.471,29.3,0.926,-0.251,0.308
1679949880491,2023-03-27T15:44:40.491,29.32,0.926,-0.248,0.31
1679949880511,2023-03-27T15:44:40.511,29.34,0.923,-0.25,0.304
1679949880531,2023-03-27T15:44:40.531,29.36,0.926,-0.248,0.306
1679949880551,2023-03-27T15:44:40.551,29.38,0.932,-0.242,0.309
1679949880571,2023-03-27T15:44:40.571,29.4,0.926,-0.246,0.306
1679949880591,2023-03-27T15:44:40.591,29.42,0.924,-0.253,0.305
1679949880611,2023-03-27T15:44:40.611,29.44,0.926,-0.253,0.306
1679949880631,2023-03-27T15:44:40.631,29.46,0.928,-0.249,0.308
1679949880651,2023-03-27T15:44:40.651,29.48,0.927,-0.246,0.309
1679949880671,2023-03-27T15:44:40.671,29.5,0.927,-0.249,0.306
1679949880691,2023-03-27T15:44:40.691,29.52,0.925,-0.251,0.303
1679949880711,2023-03-27T15:44:40.711,29.54,0.924,-0.255,0.304
1679949880731,2023-03-27T15:44:40.731,29.56,0.923,-0.256,0.305
1679949880751,2023-03-27T15:44:40.751,29.58,0.926,-0.254,0.305
1679949880771,2023-03-27T15:44:40.771,29.6,0.927,-0.251,0.306
1679949880791,2023-03-27T15:44:40.791,29.62,0.926,-0.249,0.304
1679949880811,2023-03-27T15:44:40.811,29.64,0.926,-0.247,0.306
1679949880831,2023-03-27T15:44:40.831,29.66,0.926,-0.246,0.308
1679949880851,2023-03-27T15:44:40.851,29.68,0.925,-0.249,0.306
1679949880871,2023-03-27T15:44:40.871,29.7,0.926,-0.248,0.305
1679949880891,2023-03-27T15:44:40.891,29.72,0.926,-0.25,0.306
1679949880911,2023-03-27T15:44:40.911,29.74,0.927,-0.253,0.306
1679949880931,2023-03-27T15:44:40.931,29.76,0.927,-0.253,0.304
1679949880951,2023-03-27T15:44:40.951,29.78,0.924,-0.255,0.307
1679949880971,2023-03-27T15:44:40.971,29.8,0.925,-0.256,0.305
1679949880991,2023-03-27T15:44:40.991,29.82,0.927,-0.253,0.302
1679949881011,2023-03-27T15:44:41.011,29.84,0.925,-0.253,0.304
1679949881031,2023-03-27T15:44:41.031,29.86,0.926,-0.256,0.304
1679949881051,2023-03-27T15:44:41.051,29.88,0.923,-0.262,0.301
1679949881071,2023-03-27T15:44:41.071,29.9,0.927,-0.263,0.302
1679949881091,2023-03-27T15:44:41.091,29.92,0.931,-0.261,0.302
1679949881111,2023-03-27T15:44:41.111,29.94,0.925,-0.26,0.299
1679949881131,2023-03-27T15:44:41.131,29.96,0.922,-0.256,0.303
1679949881151,2023-03-27T15:44:41.151,29.98,0.926,-0.25,0.306
1679949881171,2023-03-27T15:44:41.171,30,0.919,-0.254,0.301
1679949881191,2023-03-27T15:44:41.191,30.02,0.922,-0.261,0.299
1679949881211,2023-03-27T15:44:41.211,30.04,0.924,-0.264,0.298
1679949881231,2023-03-27T15:44:41.231,30.06,0.924,-0.266,0.301
1679949881251,2023-03-27T15:44:41.251,30.08,0.925,-0.266,0.298
1679949881271,2023-03-27T15:44:41.271,30.1,0.924,-0.268,0.295
1679949881291,2023-03-27T15:44:41.291,30.12,0.924,-0.266,0.298
1679949881311,2023-03-27T15:44:41.311,30.14,0.925,-0.264,0.299
1679949881331,2023-03-27T15:44:41.331,30.16,0.924,-0.263,0.3
1679949881351,2023-03-27T15:44:41.351,30.18,0.925,-0.258,0.302
1679949881371,2023-03-27T15:44:41.371,30.2,0.927,-0.254,0.304
1679949881391,2023-03-27T15:44:41.391,30.22,0.928,-0.254,0.303
1679949881411,2023-03-27T15:44:41.411,30.24,0.927,-0.259,0.298
1679949881431,2023-03-27T15:44:41.431,30.26,0.925,-0.262,0.3
1679949881451,2023-03-27T15:44:41.451,30.28,0.924,-0.26,0.302
1679949881471,2023-03-27T15:44:41.471,30.3,0.924,-0.258,0.303
1679949881491,2023-03-27T15:44:41.491,30.32,0.926,-0.258,0.301
1679949881511,2023-03-27T15:44:41.511,30.34,0.928,-0.262,0.298
1679949881531,2023-03-27T15:44:41.531,30.36,0.924,-0.266,0.297
1679949881551,2023-03-27T15:44:41.551,30.38,0.923,-0.268,0.296
1679949881571,2023-03-27T15:44:41.571,30.4,0.923,-0.268,0.297
1679949881591,2023-03-27T15:44:41.591,30.42,0.922,-0.267,0.299
1679949881611,2023-03-27T15:44:41.611,30.44,0.922,-0.265,0.298
1679949881631,2023-03-27T15:44:41.631,30.46,0.925,-0.263,0.299
1679949881651,2023-03-27T15:44:41.651,30.48,0.927,-0.264,0.298
1679949881671,2023-03-27T15:44:41.671,30.5,0.924,-0.266,0.299
1679949881691,2023-03-27T15:44:41.691,30.52,0.925,-0.265,0.298
1679949881711,2023-03-27T15:44:41.711,30.54,0.924,-0.268,0.296
1679949881731,2023-03-27T15:44:41.731,30.56,0.926,-0.265,0.3
1679949881751,2023-03-27T15:44:41.751,30.58,0.929,-0.26,0.303
1679949881771,2023-03-27T15:44:41.771,30.6,0.925,-0.261,0.296
1679949881791,2023-03-27T15:44:41.791,30.62,0.922,-0.268,0.292
1679949881811,2023-03-27T15:44:41.811,30.64,0.923,-0.268,0.297
1679949881831,2023-03-27T15:44:41.831,30.66,0.924,-0.266,0.3
1679949881851,2023-03-27T15:44:41.851,30.68,0.923,-0.263,0.297
1679949881871,2023-03-27T15:44:41.871,30.7,0.923,-0.263,0.298
1679949881891,2023-03-27T15:44:41.891,30.72,0.925,-0.266,0.298
1679949881911,2023-03-27T15:44:41.911,30.74,0.926,-0.269,0.295
1679949881931,2023-03-27T15:44:41.931,30.76,0.924,-0.269,0.295
1679949881951,2023-03-27T15:44:41.951,30.78,0.921,-0.266,0.298
1679949881971,2023-03-27T15:44:41.971,30.8,0.923,-0.265,0.3
1679949881991,2023-03-27T15:44:41.991,30.82,0.926,-0.263,0.3
1679949882011,2023-03-27T15:44:42.011,30.84,0.927,-0.263,0.298
1679949882031,2023-03-27T15:44:42.031,30.86,0.926,-0.263,0.298
1679949882051,2023-03-27T15:44:42.051,30.88,0.924,-0.263,0.297
1679949882071,2023-03-27T15:44:42.071,30.9,0.924,-0.266,0.299
1679949882091,2023-03-27T15:44:42.091,30.92,0.924,-0.268,0.297
1679949882111,2023-03-27T15:44:42.111,30.94,0.925,-0.265,0.297
1679949882131,2023-03-27T15:44:42.131,30.96,0.926,-0.266,0.297
1679949882151,2023-03-27T15:44:42.151,30.98,0.924,-0.269,0.296
1679949882171,2023-03-27T15:44:42.171,31,0.924,-0.27,0.297
1679949882191,2023-03-27T15:44:42.191,31.02,0.923,-0.268,0.298
1679949882211,2023-03-27T15:44:42.211,31.04,0.923,-0.264,0.299
1679949882231,2023-03-27T15:44:42.231,31.06,0.922,-0.267,0.299
1679949882251,2023-03-27T15:44:42.251,31.08,0.924,-0.272,0.296
1679949882271,2023-03-27T15:44:42.271,31.1,0.923,-0.272,0.293
1679949882291,2023-03-27T15:44:42.291,31.12,0.923,-0.269,0.298
1679949882311,2023-03-27T15:44:42.311,31.14,0.923,-0.266,0.297
1679949882331,2023-03-27T15:44:42.331,31.16,0.921,-0.265,0.295
1679949882351,2023-03-27T15:44:42.351,31.18,0.925,-0.264,0.301
1679949882371,2023-03-27T15:44:42.371,31.2,0.928,-0.263,0.302
1679949882391,2023-03-27T15:44:42.391,31.22,0.921,-0.268,0.296
1679949882411,2023-03-27T15:44:42.411,31.24,0.922,-0.268,0.296
1679949882431,2023-03-27T15:44:42.431,31.26,0.925,-0.268,0.298
1679949882451,2023-03-27T15:44:42.451,31.28,0.926,-0.267,0.301
1679949882471,2023-03-27T15:44:42.471,31.3,0.924,-0.265,0.299
1679949882491,2023-03-27T15:44:42.491,31.32,0.923,-0.267,0.299
1679949882511,2023-03-27T15:44:42.511,31.34,0.925,-0.268,0.3
1679949882531,2023-03-27T15:44:42.531,31.36,0.922,-0.272,0.295
1679949882551,2023-03-27T15:44:42.551,31.38,0.923,-0.271,0.298
1679949882571,2023-03-27T15:44:42.571,31.4,0.924,-0.269,0.299
1679949882591,2023-03-27T15:44:42.591,31.42,0.924,-0.268,0.299
1679949882611,2023-03-27T15:44:42.611,31.44,0.923,-0.269,0.297
1679949882631,2023-03-27T15:44:42.631,31.46,0.923,-0.268,0.298
1679949882651,2023-03-27T15:44:42.651,31.48,0.924,-0.268,0.298
1679949882671,2023-03-27T15:44:42.671,31.5,0.924,-0.268,0.298
1679949882691,2023-03-27T15:44:42.691,31.52,0.923,-0.268,0.301
1679949882711,2023-03-27T15:44:42.711,31.54,0.922,-0.27,0.297
1679949882731,2023-03-27T15:44:42.731,31.56,0.922,-0.267,0.301
1679949882751,2023-03-27T15:44:42.751,31.58,0.923,-0.264,0.301
1679949882771,2023-03-27T15:44:42.771,31.6,0.923,-0.266,0.301
1679949882791,2023-03-27T15:44:42.791,31.62,0.923,-0.267,0.3
1679949882811,2023-03-27T15:44:42.811,31.64,0.924,-0.267,0.3
1679949882831,2023-03-27T15:44:42.831,31.66,0.923,-0.266,0.297
1679949882851,2023-03-27T15:44:42.851,31.68,0.923,-0.265,0.301
1679949882871,2023-03-27T15:44:42.871,31.7,0.923,-0.264,0.3
1679949882891,2023-03-27T15:44:42.891,31.72,0.923,-0.265,0.3
1679949882911,2023-03-27T15:44:42.911,31.74,0.924,-0.265,0.3
1679949882931,2023-03-27T15:44:42.931,31.76,0.923,-0.262,0.3
1679949882951,2023-03-27T15:44:42.951,31.78,0.922,-0.263,0.299
1679949882971,2023-03-27T15:44:42.971,31.8,0.927,-0.26,0.302
1679949882991,2023-03-27T15:44:42.991,31.82,0.929,-0.258,0.303
1679949883011,2023-03-27T15:44:43.011,31.84,0.924,-0.261,0.298
1679949883031,2023-03-27T15:44:43.031,31.86,0.925,-0.265,0.296
1679949883051,2023-03-27T15:44:43.051,31.88,0.926,-0.261,0.299
1679949883071,2023-03-27T15:44:43.071,31.9,0.925,-0.257,0.302
1679949883091,2023-03-27T15:44:43.091,31.92,0.925,-0.259,0.3
1679949883111,2023-03-27T15:44:43.111,31.94,0.927,-0.261,0.299
1679949883131,2023-03-27T15:44:43.131,31.96,0.927,-0.264,0.297
1679949883151,2023-03-27T15:44:43.151,31.98,0.925,-0.266,0.293
1679949883171,2023-03-27T15:44:43.171,32,0.923,-0.266,0.295
1679949883191,2023-03-27T15:44:43.191,32.02,0.923,-0.263,0.298
1679949883211,2023-03-27T15:44:43.211,32.04,0.924,-0.261,0.3
1679949883231,2023-03-27T15:44:43.231,32.06,0.928,-0.26,0.298
1679949883251,2023-03-27T15:44:43.251,32.08,0.928,-0.259,0.298
1679949883271,2023-03-27T15:44:43.271,32.1,0.927,-0.258,0.298
1679949883291,2023-03-27T15:44:43.291,32.12,0.925,-0.259,0.298
1679949883311,2023-03-27T15:44:43.311,32.14,0.925,-0.259,0.299
1679949883331,2023-03-27T15:44:43.331,32.16,0.927,-0.258,0.299
1679949883351,2023-03-27T15:44:43.351,32.18,0.928,-0.258,0.3
1679949883371,2023-03-27T15:44:43.371,32.2,0.927,-0.259,0.3
1679949883391,2023-03-27T15:44:43.391,32.22,0.924,-0.259,0.301
1679949883411,2023-03-27T15:44:43.411,32.24,0.925,-0.259,0.302
1679949883431,2023-03-27T15:44:43.431,32.26,0.925,-0.259,0.3
1679949883451,2023-03-27T15:44:43.451,32.28,0.926,-0.256,0.298
1679949883471,2023-03-27T15:44:43.471,32.3,0.926,-0.254,0.3
1679949883491,2023-03-27T15:44:43.491,32.32,0.925,-0.255,0.301
1679949883511,2023-03-27T15:44:43.511,32.34,0.927,-0.259,0.302
1679949883531,2023-03-27T15:44:43.531,32.36,0.929,-0.261,0.298
1679949883551,2023-03-27T15:44:43.551,32.38,0.927,-0.262,0.297
1679949883571,2023-03-27T15:44:43.571,32.4,0.923,-0.262,0.295
1679949883591,2023-03-27T15:44:43.591,32.42,0.927,-0.256,0.3
1679949883611,2023-03-27T15:44:43.611,32.44,0.927,-0.252,0.301
1679949883631,2023-03-27T15:44:43.631,32.46,0.925,-0.258,0.297
1679949883651,2023-03-27T15:44:43.651,32.48,0.923,-0.263,0.297
1679949883671,2023-03-27T15:44:43.671,32.5,0.925,-0.261,0.298
1679949883691,2023-03-27T15:44:43.691,32.52,0.925,-0.259,0.3
1679949883711,2023-03-27T15:44:43.711,32.54,0.926,-0.26,0.299
1679949883731,2023-03-27T15:44:43.731,32.56,0.926,-0.264,0.296
1679949883751,2023-03-27T15:44:43.751,32.58,0.925,-0.267,0.294
1679949883771,2023-03-27T15:44:43.771,32.6,0.924,-0.267,0.295
1679949883791,2023-03-27T15:44:43.791,32.62,0.926,-0.263,0.298
1679949883811,2023-03-27T15:44:43.811,32.64,0.925,-0.26,0.299
1679949883831,2023-03-27T15:44:43.831,32.66,0.925,-0.259,0.297
1679949883851,2023-03-27T15:44:43.851,32.68,0.926,-0.258,0.298
1679949883871,2023-03-27T15:44:43.871,32.7,0.929,-0.257,0.299
1679949883891,2023-03-27T15:44:43.891,32.72,0.928,-0.257,0.3
1679949883911,2023-03-27T15:44:43.911,32.74,0.926,-0.258,0.299
1679949883931,2023-03-27T15:44:43.931,32.76,0.928,-0.258,0.3
1679949883951,2023-03-27T15:44:43.951,32.78,0.927,-0.26,0.297
1679949883971,2023-03-27T15:44:43.971,32.8,0.924,-0.262,0.296
1679949883991,2023-03-27T15:44:43.991,32.82,0.925,-0.26,0.297
1679949884011,2023-03-27T15:44:44.011,32.84,0.925,-0.258,0.299
1679949884031,2023-03-27T15:44:44.031,32.86,0.925,-0.257,0.298
1679949884051,2023-03-27T15:44:44.051,32.88,0.925,-0.257,0.301
1679949884071,2023-03-27T15:44:44.071,32.9,0.927,-0.259,0.3
1679949884091,2023-03-27T15:44:44.091,32.92,0.926,-0.262,0.298
1679949884111,2023-03-27T15:44:44.111,32.94,0.925,-0.263,0.298
1679949884131,2023-03-27T15:44:44.131,32.96,0.924,-0.26,0.296
1679949884151,2023-03-27T15:44:44.151,32.98,0.924,-0.259,0.299
1679949884171,2023-03-27T15:44:44.171,33,0.925,-0.254,0.3
1679949884191,2023-03-27T15:44:44.191,33.02,0.93,-0.251,0.302
1679949884211,2023-03-27T15:44:44.211,33.04,0.927,-0.254,0.299
1679949884231,2023-03-27T15:44:44.231,33.06,0.923,-0.259,0.296
1679949884251,2023-03-27T15:44:44.251,33.08,0.925,-0.261,0.298
1679949884271,2023-03-27T15:44:44.271,33.1,0.929,-0.26,0.299
1679949884291,2023-03-27T15:44:44.291,33.12,0.927,-0.262,0.295
1679949884311,2023-03-27T15:44:44.311,33.14,0.925,-0.263,0.296
1679949884331,2023-03-27T15:44:44.331,33.16,0.924,-0.263,0.296
1679949884351,2023-03-27T15:44:44.351,33.18,0.924,-0.266,0.295
1679949884371,2023-03-27T15:44:44.371,33.2,0.924,-0.264,0.298
1679949884391,2023-03-27T15:44:44.391,33.22,0.926,-0.262,0.298
1679949884411,2023-03-27T15:44:44.411,33.24,0.926,-0.264,0.297
1679949884431,2023-03-27T15:44:44.431,33.26,0.925,-0.265,0.295
1679949884451,2023-03-27T15:44:44.451,33.28,0.925,-0.266,0.296
1679949884471,2023-03-27T15:44:44.471,33.3,0.924,-0.262,0.298
1679949884491,2023-03-27T15:44:44.491,33.32,0.924,-0.261,0.298
1679949884511,2023-03-27T15:44:44.511,33.34,0.926,-0.259,0.299
1679949884531,2023-03-27T15:44:44.531,33.36,0.928,-0.258,0.301
1679949884551,2023-03-27T15:44:44.551,33.38,0.927,-0.258,0.298
1679949884571,2023-03-27T15:44:44.571,33.4,0.925,-0.26,0.298
1679949884591,2023-03-27T15:44:44.591,33.42,0.925,-0.263,0.298
1679949884611,2023-03-27T15:44:44.611,33.44,0.924,-0.266,0.297
1679949884631,2023-03-27T15:44:44.631,33.46,0.924,-0.265,0.297
1679949884651,2023-03-27T15:44:44.651,33.48,0.924,-0.264,0.299
1679949884671,2023-03-27T15:44:44.671,33.5,0.924,-0.263,0.299
1679949884691,2023-03-27T15:44:44.691,33.52,0.923,-0.262,0.298
1679949884711,2023-03-27T15:44:44.711,33.54,0.926,-0.261,0.297
1679949884731,2023-03-27T15:44:44.731,33.56,0.924,-0.259,0.298
1679949884751,2023-03-27T15:44:44.751,33.58,0.927,-0.257,0.302
1679949884771,2023-03-27T15:44:44.771,33.6,0.927,-0.259,0.3
1679949884791,2023-03-27T15:44:44.791,33.62,0.922,-0.264,0.297
1679949884811,2023-03-27T15:44:44.811,33.64,0.922,-0.266,0.298
1679949884831,2023-03-27T15:44:44.831,33.66,0.927,-0.264,0.298
1679949884851,2023-03-27T15:44:44.851,33.68,0.927,-0.261,0.297
1679949884871,2023-03-27T15:44:44.871,33.7,0.925,-0.263,0.298
1679949884891,2023-03-27T15:44:44.891,33.72,0.924,-0.263,0.297
1679949884911,2023-03-27T15:44:44.911,33.74,0.924,-0.265,0.297
1679949884931,2023-03-27T15:44:44.931,33.76,0.924,-0.265,0.297
1679949884951,2023-03-27T15:44:44.951,33.78,0.927,-0.265,0.297
1679949884971,2023-03-27T15:44:44.971,33.8,0.927,-0.263,0.296
1679949884991,2023-03-27T15:44:44.991,33.82,0.924,-0.263,0.297
1679949885011,2023-03-27T15:44:45.011,33.84,0.924,-0.26,0.299
1679949885031,2023-03-27T15:44:45.031,33.86,0.924,-0.258,0.302
1679949885051,2023-03-27T15:44:45.051,33.88,0.925,-0.26,0.3
1679949885071,2023-03-27T15:44:45.071,33.9,0.925,-0.261,0.298
1679949885091,2023-03-27T15:44:45.091,33.92,0.924,-0.263,0.297
1679949885111,2023-03-27T15:44:45.111,33.94,0.924,-0.264,0.299
1679949885131,2023-03-27T15:44:45.131,33.96,0.925,-0.265,0.299
1679949885151,2023-03-27T15:44:45.151,33.98,0.928,-0.264,0.299
1679949885171,2023-03-27T15:44:45.171,34,0.924,-0.265,0.298
1679949885191,2023-03-27T15:44:45.191,34.02,0.925,-0.265,0.298
1679949885211,2023-03-27T15:44:45.211,34.04,0.923,-0.265,0.297
1679949885231,2023-03-27T15:44:45.231,34.06,0.924,-0.263,0.301
1679949885251,2023-03-27T15:44:45.251,34.08,0.924,-0.263,0.3
1679949885271,2023-03-27T15:44:45.271,34.1,0.925,-0.264,0.297
1679949885291,2023-03-27T15:44:45.291,34.12,0.926,-0.263,0.297
1679949885311,2023-03-27T15:44:45.311,34.14,0.929,-0.26,0.3
1679949885331,2023-03-27T15:44:45.331,34.16,0.921,-0.263,0.294
1679949885351,2023-03-27T15:44:45.351,34.18,0.922,-0.27,0.294
1679949885371,2023-03-27T15:44:45.371,34.2,0.925,-0.266,0.298
1679949885391,2023-03-27T15:44:45.391,34.22,0.927,-0.262,0.3
1679949885411,2023-03-27T15:44:45.411,34.24,0.926,-0.268,0.296
1679949885431,2023-03-27T15:44:45.431,34.26,0.922,-0.271,0.293
1679949885451,2023-03-27T15:44:45.451,34.28,0.922,-0.27,0.295
1679949885471,2023-03-27T15:44:45.471,34.3,0.921,-0.267,0.296
1679949885491,2023-03-27T15:44:45.491,34.32,0.922,-0.264,0.298
1679949885511,2023-03-27T15:44:45.511,34.34,0.926,-0.265,0.3
1679949885531,2023-03-27T15:44:45.531,34.36,0.928,-0.263,0.296
1679949885551,2023-03-27T15:44:45.551,34.38,0.926,-0.265,0.295
1679949885571,2023-03-27T15:44:45.571,34.4,0.922,-0.265,0.296
1679949885591,2023-03-27T15:44:45.591,34.42,0.922,-0.266,0.298
1679949885611,2023-03-27T15:44:45.611,34.44,0.924,-0.267,0.297
1679949885631,2023-03-27T15:44:45.631,34.46,0.925,-0.266,0.294
1679949885651,2023-03-27T15:44:45.651,34.48,0.926,-0.267,0.293
1679949885671,2023-03-27T15:44:45.671,34.5,0.924,-0.267,0.295
1679949885691,2023-03-27T15:44:45.691,34.52,0.924,-0.27,0.293
1679949885711,2023-03-27T15:44:45.711,34.54,0.924,-0.271,0.294
1679949885731,2023-03-27T15:44:45.731,34.56,0.925,-0.273,0.293
1679949885751,2023-03-27T15:44:45.751,34.58,0.924,-0.274,0.294
1679949885771,2023-03-27T15:44:45.771,34.6,0.924,-0.271,0.297
1679949885791,2023-03-27T15:44:45.791,34.62,0.924,-0.268,0.297
1679949885811,2023-03-27T15:44:45.811,34.64,0.923,-0.267,0.295
1679949885831,2023-03-27T15:44:45.831,34.66,0.922,-0.263,0.299
1679949885851,2023-03-27T15:44:45.851,34.68,0.929,-0.259,0.301
1679949885871,2023-03-27T15:44:45.871,34.7,0.925,-0.261,0.297
1679949885891,2023-03-27T15:44:45.891,34.72,0.923,-0.268,0.294
1679949885911,2023-03-27T15:44:45.911,34.74,0.923,-0.27,0.297
1679949885931,2023-03-27T15:44:45.931,34.76,0.926,-0.268,0.299
1679949885951,2023-03-27T15:44:45.951,34.78,0.927,-0.266,0.297
